,"(0.5, 0.1)","(0.5, 0.2)","(0.5, 0.3)","(0.5, 0.4)","(0.5, 0.5)","(0.6, 0.1)","(0.6, 0.2)","(0.6, 0.3)","(0.6, 0.4)","(0.6, 0.5)","(0.7, 0.1)","(0.7, 0.2)","(0.7, 0.3)","(0.7, 0.4)","(0.7, 0.5)","(0.8, 0.1)","(0.8, 0.2)","(0.8, 0.3)","(0.8, 0.4)","(0.8, 0.5)","(0.9, 0.1)","(0.9, 0.2)","(0.9, 0.3)","(0.9, 0.4)","(0.9, 0.5)"
Start,2023-09-04 13:00:00+00:00,2023-09-04 13:00:00+00:00,2023-09-04 13:00:00+00:00,2023-09-04 13:00:00+00:00,2023-09-04 13:00:00+00:00,2023-09-04 13:00:00+00:00,2023-09-04 13:00:00+00:00,2023-09-04 13:00:00+00:00,2023-09-04 13:00:00+00:00,2023-09-04 13:00:00+00:00,2023-09-04 13:00:00+00:00,2023-09-04 13:00:00+00:00,2023-09-04 13:00:00+00:00,2023-09-04 13:00:00+00:00,2023-09-04 13:00:00+00:00,2023-09-04 13:00:00+00:00,2023-09-04 13:00:00+00:00,2023-09-04 13:00:00+00:00,2023-09-04 13:00:00+00:00,2023-09-04 13:00:00+00:00,2023-09-04 13:00:00+00:00,2023-09-04 13:00:00+00:00,2023-09-04 13:00:00+00:00,2023-09-04 13:00:00+00:00,2023-09-04 13:00:00+00:00
End,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00
Period,3699 days 00:00:00,3699 days 00:00:00,3699 days 00:00:00,3699 days 00:00:00,3699 days 00:00:00,3699 days 00:00:00,3699 days 00:00:00,3699 days 00:00:00,3699 days 00:00:00,3699 days 00:00:00,3699 days 00:00:00,3699 days 00:00:00,3699 days 00:00:00,3699 days 00:00:00,3699 days 00:00:00,3699 days 00:00:00,3699 days 00:00:00,3699 days 00:00:00,3699 days 00:00:00,3699 days 00:00:00,3699 days 00:00:00,3699 days 00:00:00,3699 days 00:00:00,3699 days 00:00:00,3699 days 00:00:00
Start Value,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
End Value,96.81359864935382,96.81359864935382,96.81359864935382,97.27671808377436,100.0,96.81359864935382,96.81359864935382,96.81359864935382,96.75877262170202,96.75877262170202,96.81359864935382,96.81359864935382,96.81359864935382,96.72841770055953,96.72841770055953,96.81359864935382,96.81359864935382,96.81359864935382,96.72841770055953,96.72841770055953,96.7961037586709,96.7961037586709,96.7961037586709,96.7961037586709,96.7961037586709
Total Return [%],-3.186401350646179,-3.186401350646179,-3.186401350646179,-2.7232819162256447,0.0,-3.186401350646179,-3.186401350646179,-3.186401350646179,-3.241227378297978,-3.241227378297978,-3.186401350646179,-3.186401350646179,-3.186401350646179,-3.2715822994404675,-3.2715822994404675,-3.186401350646179,-3.186401350646179,-3.186401350646179,-3.2715822994404675,-3.2715822994404675,-3.2038962413291046,-3.2038962413291046,-3.2038962413291046,-3.2038962413291046,-3.2038962413291046
Benchmark Return [%],3.203896241329529,3.203896241329529,3.203896241329529,3.203896241329529,3.203896241329529,3.203896241329529,3.203896241329529,3.203896241329529,3.203896241329529,3.203896241329529,3.203896241329529,3.203896241329529,3.203896241329529,3.203896241329529,3.203896241329529,3.203896241329529,3.203896241329529,3.203896241329529,3.203896241329529,3.203896241329529,3.203896241329529,3.203896241329529,3.203896241329529,3.203896241329529,3.203896241329529
Max Gross Exposure [%],100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Total Fees Paid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max Drawdown [%],8.456153347414105,8.456153347414105,8.456153347414105,8.384588407322282,,8.456153347414105,8.456153347414105,8.456153347414105,8.464663508173622,8.464663508173622,8.456153347414105,8.456153347414105,8.456153347414105,8.469378711561998,8.469378711561998,8.456153347414105,8.456153347414105,8.456153347414105,8.469378711561998,8.469378711561998,8.458868047357202,8.458868047357202,8.458868047357202,8.458868047357202,8.458868047357202
