,"(0.5, 0.1)","(0.5, 0.2)","(0.5, 0.3)","(0.5, 0.4)","(0.5, 0.5)","(0.6, 0.1)","(0.6, 0.2)","(0.6, 0.3)","(0.6, 0.4)","(0.6, 0.5)","(0.7, 0.1)","(0.7, 0.2)","(0.7, 0.3)","(0.7, 0.4)","(0.7, 0.5)","(0.8, 0.1)","(0.8, 0.2)","(0.8, 0.3)","(0.8, 0.4)","(0.8, 0.5)","(0.9, 0.1)","(0.9, 0.2)","(0.9, 0.3)","(0.9, 0.4)","(0.9, 0.5)"
Start,2023-09-04 05:00:00+00:00,2023-09-04 05:00:00+00:00,2023-09-04 05:00:00+00:00,2023-09-04 05:00:00+00:00,2023-09-04 05:00:00+00:00,2023-09-04 05:00:00+00:00,2023-09-04 05:00:00+00:00,2023-09-04 05:00:00+00:00,2023-09-04 05:00:00+00:00,2023-09-04 05:00:00+00:00,2023-09-04 05:00:00+00:00,2023-09-04 05:00:00+00:00,2023-09-04 05:00:00+00:00,2023-09-04 05:00:00+00:00,2023-09-04 05:00:00+00:00,2023-09-04 05:00:00+00:00,2023-09-04 05:00:00+00:00,2023-09-04 05:00:00+00:00,2023-09-04 05:00:00+00:00,2023-09-04 05:00:00+00:00,2023-09-04 05:00:00+00:00,2023-09-04 05:00:00+00:00,2023-09-04 05:00:00+00:00,2023-09-04 05:00:00+00:00,2023-09-04 05:00:00+00:00
End,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00
Period,3709 days 00:00:00,3709 days 00:00:00,3709 days 00:00:00,3709 days 00:00:00,3709 days 00:00:00,3709 days 00:00:00,3709 days 00:00:00,3709 days 00:00:00,3709 days 00:00:00,3709 days 00:00:00,3709 days 00:00:00,3709 days 00:00:00,3709 days 00:00:00,3709 days 00:00:00,3709 days 00:00:00,3709 days 00:00:00,3709 days 00:00:00,3709 days 00:00:00,3709 days 00:00:00,3709 days 00:00:00,3709 days 00:00:00,3709 days 00:00:00,3709 days 00:00:00,3709 days 00:00:00,3709 days 00:00:00
Start Value,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
End Value,99.85035776514287,99.85035776514287,99.83162360798848,99.8339622704628,100.0,99.85035776514287,99.85035776514287,99.83162360798848,99.8339622704628,99.76833356451857,99.85035776514287,99.85035776514287,99.83162360798848,99.8339622704628,99.76833356451857,99.85035776514287,99.85035776514287,99.83162360798848,99.8339622704628,99.76833356451857,99.85035776514287,99.85035776514287,99.83162360798848,99.8339622704628,99.76833356451857
Total Return [%],-0.1496422348571258,-0.1496422348571258,-0.168376392011524,-0.16603772953719442,0.0,-0.1496422348571258,-0.1496422348571258,-0.168376392011524,-0.16603772953719442,-0.2316664354814293,-0.1496422348571258,-0.1496422348571258,-0.168376392011524,-0.16603772953719442,-0.2316664354814293,-0.1496422348571258,-0.1496422348571258,-0.168376392011524,-0.16603772953719442,-0.2316664354814293,-0.1496422348571258,-0.1496422348571258,-0.168376392011524,-0.16603772953719442,-0.2316664354814293
Benchmark Return [%],0.14964223485784967,0.14964223485784967,0.14964223485784967,0.14964223485784967,0.14964223485784967,0.14964223485784967,0.14964223485784967,0.14964223485784967,0.14964223485784967,0.14964223485784967,0.14964223485784967,0.14964223485784967,0.14964223485784967,0.14964223485784967,0.14964223485784967,0.14964223485784967,0.14964223485784967,0.14964223485784967,0.14964223485784967,0.14964223485784967,0.14964223485784967,0.14964223485784967,0.14964223485784967,0.14964223485784967,0.14964223485784967
Max Gross Exposure [%],100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Total Fees Paid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max Drawdown [%],2.763985036398787,2.763985036398787,2.765015925304998,2.764887214236918,,2.763985036398787,2.763985036398787,2.765015925304998,2.764887214236918,2.7685014375921435,2.763985036398787,2.763985036398787,2.765015925304998,2.764887214236918,2.7685014375921435,2.763985036398787,2.763985036398787,2.765015925304998,2.764887214236918,2.7685014375921435,2.763985036398787,2.763985036398787,2.765015925304998,2.764887214236918,2.7685014375921435
