,"(0.5, 0.1)","(0.5, 0.2)","(0.5, 0.3)","(0.5, 0.4)","(0.5, 0.5)","(0.6, 0.1)","(0.6, 0.2)","(0.6, 0.3)","(0.6, 0.4)","(0.6, 0.5)","(0.7, 0.1)","(0.7, 0.2)","(0.7, 0.3)","(0.7, 0.4)","(0.7, 0.5)","(0.8, 0.1)","(0.8, 0.2)","(0.8, 0.3)","(0.8, 0.4)","(0.8, 0.5)","(0.9, 0.1)","(0.9, 0.2)","(0.9, 0.3)","(0.9, 0.4)","(0.9, 0.5)"
Start,2022-04-10 23:00:00+00:00,2022-04-10 23:00:00+00:00,2022-04-10 23:00:00+00:00,2022-04-10 23:00:00+00:00,2022-04-10 23:00:00+00:00,2022-04-10 23:00:00+00:00,2022-04-10 23:00:00+00:00,2022-04-10 23:00:00+00:00,2022-04-10 23:00:00+00:00,2022-04-10 23:00:00+00:00,2022-04-10 23:00:00+00:00,2022-04-10 23:00:00+00:00,2022-04-10 23:00:00+00:00,2022-04-10 23:00:00+00:00,2022-04-10 23:00:00+00:00,2022-04-10 23:00:00+00:00,2022-04-10 23:00:00+00:00,2022-04-10 23:00:00+00:00,2022-04-10 23:00:00+00:00,2022-04-10 23:00:00+00:00,2022-04-10 23:00:00+00:00,2022-04-10 23:00:00+00:00,2022-04-10 23:00:00+00:00,2022-04-10 23:00:00+00:00,2022-04-10 23:00:00+00:00
End,2023-09-04 22:00:00+00:00,2023-09-04 22:00:00+00:00,2023-09-04 22:00:00+00:00,2023-09-04 22:00:00+00:00,2023-09-04 22:00:00+00:00,2023-09-04 22:00:00+00:00,2023-09-04 22:00:00+00:00,2023-09-04 22:00:00+00:00,2023-09-04 22:00:00+00:00,2023-09-04 22:00:00+00:00,2023-09-04 22:00:00+00:00,2023-09-04 22:00:00+00:00,2023-09-04 22:00:00+00:00,2023-09-04 22:00:00+00:00,2023-09-04 22:00:00+00:00,2023-09-04 22:00:00+00:00,2023-09-04 22:00:00+00:00,2023-09-04 22:00:00+00:00,2023-09-04 22:00:00+00:00,2023-09-04 22:00:00+00:00,2023-09-04 22:00:00+00:00,2023-09-04 22:00:00+00:00,2023-09-04 22:00:00+00:00,2023-09-04 22:00:00+00:00,2023-09-04 22:00:00+00:00
Period,8675 days 00:00:00,8675 days 00:00:00,8675 days 00:00:00,8675 days 00:00:00,8675 days 00:00:00,8675 days 00:00:00,8675 days 00:00:00,8675 days 00:00:00,8675 days 00:00:00,8675 days 00:00:00,8675 days 00:00:00,8675 days 00:00:00,8675 days 00:00:00,8675 days 00:00:00,8675 days 00:00:00,8675 days 00:00:00,8675 days 00:00:00,8675 days 00:00:00,8675 days 00:00:00,8675 days 00:00:00,8675 days 00:00:00,8675 days 00:00:00,8675 days 00:00:00,8675 days 00:00:00,8675 days 00:00:00
Start Value,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
End Value,92.0934119526123,92.0934119526123,92.10112104805768,92.10112104805768,100.0,92.17815146265175,92.17815146265175,92.17815146265175,92.17815146265175,92.17815146265175,92.17815146265175,92.17815146265175,92.17815146265175,92.17815146265175,92.17815146265175,92.23200734386606,92.23200734386606,92.23200734386606,92.23200734386606,92.23200734386606,92.08399617235604,92.08399617235604,92.08399617235604,92.08399617235604,92.08399617235604
Total Return [%],-7.9065880473877,-7.9065880473877,-7.898878951942321,-7.898878951942321,0.0,-7.821848537348246,-7.821848537348246,-7.821848537348246,-7.821848537348246,-7.821848537348246,-7.821848537348246,-7.821848537348246,-7.821848537348246,-7.821848537348246,-7.821848537348246,-7.767992656133941,-7.767992656133941,-7.767992656133941,-7.767992656133941,-7.767992656133941,-7.916003827643962,-7.916003827643962,-7.916003827643962,-7.916003827643962,-7.916003827643962
Benchmark Return [%],8.044670176588786,8.044670176588786,8.044670176588786,8.044670176588786,8.044670176588786,8.044670176588786,8.044670176588786,8.044670176588786,8.044670176588786,8.044670176588786,8.044670176588786,8.044670176588786,8.044670176588786,8.044670176588786,8.044670176588786,8.044670176588786,8.044670176588786,8.044670176588786,8.044670176588786,8.044670176588786,8.044670176588786,8.044670176588786,8.044670176588786,8.044670176588786,8.044670176588786
Max Gross Exposure [%],100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Total Fees Paid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max Drawdown [%],11.498055004657383,11.498055004657383,11.496430038497564,11.496430038497564,,11.480205602621908,11.480205602621908,11.480205602621908,11.480205602621908,11.480205602621908,11.480205602621908,11.480205602621908,11.480205602621908,11.480205602621908,11.480205602621908,11.468875717899477,11.468875717899477,11.468875717899477,11.468875717899477,11.468875717899477,11.500040023536643,11.500040023536643,11.500040023536643,11.500040023536643,11.500040023536643
Max Drawdown Duration,8475 days 00:00:00,8475 days 00:00:00,8475 days 00:00:00,8475 days 00:00:00,,8475 days 00:00:00,8475 days 00:00:00,8475 days 00:00:00,8475 days 00:00:00,8475 days 00:00:00,8475 days 00:00:00,8475 days 00:00:00,8475 days 00:00:00,8475 days 00:00:00,8475 days 00:00:00,8475 days 00:00:00,8475 days 00:00:00,8475 days 00:00:00,8475 days 00:00:00,8475 days 00:00:00,8475 days 00:00:00,8475 days 00:00:00,8475 days 00:00:00,8475 days 00:00:00,8475 days 00:00:00
Total Trades,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Total Closed Trades,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
