Datetime,Open,High,Low,Close,Adj Close,Volume
2022-04-11 00:00:00+01:00,1229.18994140625,1229.18994140625,1229.18994140625,1229.18994140625,1229.18994140625,0
2022-04-11 01:00:00+01:00,1228.7099609375,1231.4300537109375,1228.7099609375,1230.3699951171875,1230.3699951171875,0
2022-04-11 02:00:00+01:00,1230.3599853515625,1231.739990234375,1229.0,1231.47998046875,1231.47998046875,0
2022-04-11 03:00:00+01:00,1231.469970703125,1233.18994140625,1231.300048828125,1233.0699462890625,1233.0699462890625,0
2022-04-11 04:00:00+01:00,1233.0799560546875,1233.93994140625,1231.9000244140625,1232.1300048828125,1232.1300048828125,0
2022-04-11 05:00:00+01:00,1232.1500244140625,1232.949951171875,1232.0999755859375,1232.949951171875,1232.949951171875,0
2022-04-11 06:00:00+01:00,1233.0,1233.0,1232.9000244140625,1232.9000244140625,1232.9000244140625,0
2022-04-11 10:00:00+01:00,1233.0,1233.0,1233.0,1233.0,1233.0,0
2022-04-11 11:00:00+01:00,1233.0,1233.0,1233.0,1233.0,1233.0,0
2022-04-11 14:00:00+01:00,1233.6199951171875,1234.2900390625,1233.3900146484375,1233.97998046875,1233.97998046875,0
2022-04-11 15:00:00+01:00,1234.02001953125,1234.219970703125,1232.68994140625,1233.949951171875,1233.949951171875,0
2022-04-11 16:00:00+01:00,1233.9599609375,1234.469970703125,1232.9000244140625,1233.8699951171875,1233.8699951171875,0
2022-04-11 17:00:00+01:00,1235.0899658203125,1235.4599609375,1233.8499755859375,1235.0899658203125,1235.0899658203125,0
2022-04-11 18:00:00+01:00,1235.219970703125,1235.5699462890625,1233.780029296875,1234.699951171875,1234.699951171875,0
2022-04-11 19:00:00+01:00,1234.27001953125,1234.5999755859375,1232.9200439453125,1234.1800537109375,1234.1800537109375,0
2022-04-11 20:00:00+01:00,1234.18994140625,1235.3199462890625,1233.27001953125,1234.77001953125,1234.77001953125,0
2022-04-11 21:00:00+01:00,1234.760009765625,1234.760009765625,1233.77001953125,1234.1600341796875,1234.1600341796875,0
2022-04-11 22:00:00+01:00,1234.3199462890625,1234.489990234375,1233.31005859375,1234.219970703125,1234.219970703125,0
2022-04-11 23:00:00+01:00,1234.8499755859375,1234.8499755859375,1233.6099853515625,1234.0400390625,1234.0400390625,0
2022-04-12 01:00:00+01:00,1234.8499755859375,1237.02001953125,1234.02001953125,1236.9200439453125,1236.9200439453125,0
2022-04-12 02:00:00+01:00,1237.010009765625,1238.25,1236.5999755859375,1237.5,1237.5,0
2022-04-12 03:00:00+01:00,1237.489990234375,1237.81005859375,1236.7900390625,1237.1199951171875,1237.1199951171875,0
2022-04-12 04:00:00+01:00,1237.27001953125,1237.4200439453125,1236.8499755859375,1237.239990234375,1237.239990234375,0
2022-04-12 05:00:00+01:00,1236.9000244140625,1237.5999755859375,1236.8900146484375,1237.0699462890625,1237.0699462890625,0
2022-04-12 06:00:00+01:00,1237.25,1237.3800048828125,1234.93994140625,1235.9000244140625,1235.9000244140625,0
2022-04-12 07:00:00+01:00,1236.2900390625,1236.6199951171875,1232.8800048828125,1232.97998046875,1232.97998046875,0
2022-04-12 08:00:00+01:00,1232.969970703125,1233.06005859375,1229.5400390625,1230.1199951171875,1230.1199951171875,0
2022-04-12 09:00:00+01:00,1230.0999755859375,1230.8800048828125,1229.030029296875,1230.469970703125,1230.469970703125,0
2022-04-12 10:00:00+01:00,1230.510009765625,1236.0,1230.4100341796875,1231.1400146484375,1231.1400146484375,0
2022-04-12 11:00:00+01:00,1231.050048828125,1231.489990234375,1230.5699462890625,1231.3599853515625,1231.3599853515625,0
2022-04-12 12:00:00+01:00,1231.3699951171875,1231.4200439453125,1229.199951171875,1230.1600341796875,1230.1600341796875,0
2022-04-12 13:00:00+01:00,1230.1800537109375,1230.1800537109375,1227.9300537109375,1227.9300537109375,1227.9300537109375,0
2022-04-12 14:00:00+01:00,1227.9300537109375,1227.9300537109375,1227.9300537109375,1227.9300537109375,1227.9300537109375,0
2022-04-12 15:00:00+01:00,1227.9300537109375,1227.9300537109375,1227.9300537109375,1227.9300537109375,1227.9300537109375,0
2022-04-12 17:00:00+01:00,1227.9300537109375,1227.9300537109375,1224.0,1224.8800048828125,1224.8800048828125,0
2022-04-12 18:00:00+01:00,1224.8800048828125,1224.8800048828125,1224.8800048828125,1224.8800048828125,1224.8800048828125,0
2022-04-12 19:00:00+01:00,1227.300048828125,1227.4200439453125,1227.25,1227.4200439453125,1227.4200439453125,0
2022-04-12 20:00:00+01:00,1227.52001953125,1227.77001953125,1227.3800048828125,1227.760009765625,1227.760009765625,0
2022-04-12 21:00:00+01:00,1227.969970703125,1228.0999755859375,1226.6099853515625,1228.0799560546875,1228.0799560546875,0
2022-04-13 00:00:00+01:00,1228.0799560546875,1228.0799560546875,1228.0799560546875,1228.0799560546875,1228.0799560546875,0
2022-04-13 03:00:00+01:00,1226.6300048828125,1226.7900390625,1225.18994140625,1225.469970703125,1225.469970703125,0
2022-04-13 04:00:00+01:00,1225.47998046875,1226.3199462890625,1224.18994140625,1225.5699462890625,1225.5699462890625,0
2022-04-13 05:00:00+01:00,1225.6099853515625,1227.25,1225.4100341796875,1226.800048828125,1226.800048828125,0
2022-04-13 06:00:00+01:00,1226.81005859375,1226.8499755859375,1225.300048828125,1226.1400146484375,1226.1400146484375,0
2022-04-13 07:00:00+01:00,1226.2099609375,1228.1099853515625,1225.4000244140625,1227.56005859375,1227.56005859375,0
2022-04-13 08:00:00+01:00,1227.5,1227.8699951171875,1226.4599609375,1227.1199951171875,1227.1199951171875,0
2022-04-13 09:00:00+01:00,1227.1099853515625,1227.199951171875,1226.0400390625,1226.6199951171875,1226.6199951171875,0
2022-04-13 10:00:00+01:00,1226.699951171875,1228.52001953125,1225.81005859375,1227.699951171875,1227.699951171875,0
2022-04-13 11:00:00+01:00,1227.68994140625,1228.030029296875,1226.5,1227.6400146484375,1227.6400146484375,0
2022-04-13 12:00:00+01:00,1227.6300048828125,1227.9100341796875,1225.469970703125,1226.31005859375,1226.31005859375,0
2022-04-13 13:00:00+01:00,1226.52001953125,1227.5699462890625,1225.68994140625,1227.2099609375,1227.2099609375,0
2022-04-13 14:00:00+01:00,1227.25,1227.3199462890625,1226.77001953125,1227.0,1227.0,0
2022-04-13 15:00:00+01:00,1226.699951171875,1226.8399658203125,1225.260009765625,1225.8399658203125,1225.8399658203125,0
2022-04-13 16:00:00+01:00,1225.8299560546875,1225.8800048828125,1223.5400390625,1224.0699462890625,1224.0699462890625,0
2022-04-13 17:00:00+01:00,1224.06005859375,1224.06005859375,1221.5699462890625,1221.5699462890625,1221.5699462890625,0
2022-04-13 18:00:00+01:00,1221.5400390625,1223.02001953125,1221.5,1222.9000244140625,1222.9000244140625,0
2022-04-13 19:00:00+01:00,1222.9100341796875,1223.72998046875,1222.7099609375,1222.8499755859375,1222.8499755859375,0
2022-04-13 20:00:00+01:00,1222.8699951171875,1222.8800048828125,1222.5,1222.6199951171875,1222.6199951171875,0
2022-04-13 21:00:00+01:00,1222.6300048828125,1223.5,1222.4599609375,1223.06005859375,1223.06005859375,0
2022-04-13 22:00:00+01:00,1223.22998046875,1223.56005859375,1222.6600341796875,1223.56005859375,1223.56005859375,0
2022-04-13 23:00:00+01:00,1223.5999755859375,1223.6300048828125,1223.25,1223.56005859375,1223.56005859375,0
2022-04-14 01:00:00+01:00,1223.510009765625,1225.6400146484375,1222.5,1224.699951171875,1224.699951171875,0
2022-04-14 02:00:00+01:00,1224.800048828125,1225.239990234375,1223.4000244140625,1223.800048828125,1223.800048828125,0
2022-04-14 03:00:00+01:00,1223.7900390625,1225.030029296875,1223.7900390625,1224.719970703125,1224.719970703125,0
2022-04-14 04:00:00+01:00,1224.7099609375,1224.719970703125,1224.0,1224.0999755859375,1224.0999755859375,0
2022-04-14 12:00:00+01:00,1227.1700439453125,1227.199951171875,1226.8299560546875,1226.8299560546875,1226.8299560546875,0
2022-04-14 13:00:00+01:00,1227.0999755859375,1228.1300048828125,1226.1199951171875,1228.1300048828125,1228.1300048828125,0
2022-04-14 14:00:00+01:00,1227.7099609375,1230.0999755859375,1226.6300048828125,1229.510009765625,1229.510009765625,0
