Datetime,Open,High,Low,Close,Adj Close,Volume
2022-04-11 00:00:00+01:00,6.361000061035156,6.361000061035156,6.361000061035156,6.361000061035156,6.361000061035156,0
2022-04-11 01:00:00+01:00,6.361000061035156,6.361000061035156,6.361000061035156,6.361000061035156,6.361000061035156,0
2022-04-11 02:00:00+01:00,6.363999843597412,6.370699882507324,6.363800048828125,6.370699882507324,6.370699882507324,0
2022-04-11 03:00:00+01:00,6.371399879455566,6.371799945831299,6.366300106048584,6.371200084686279,6.371200084686279,0
2022-04-11 04:00:00+01:00,6.371600151062012,6.372499942779541,6.367099761962891,6.372200012207031,6.372200012207031,0
2022-04-11 05:00:00+01:00,6.372200012207031,6.372499942779541,6.372099876403809,6.372499942779541,6.372499942779541,0
2022-04-11 06:00:00+01:00,6.372399806976318,6.375,6.372200012207031,6.372499942779541,6.372499942779541,0
2022-04-11 07:00:00+01:00,6.372399806976318,6.373000144958496,6.370999813079834,6.372499942779541,6.372499942779541,0
2022-04-11 08:00:00+01:00,6.372499942779541,6.374100208282471,6.369699954986572,6.3703999519348145,6.3703999519348145,0
2022-04-11 09:00:00+01:00,6.369999885559082,6.3709001541137695,6.36899995803833,6.36959981918335,6.36959981918335,0
2022-04-11 10:00:00+01:00,6.369500160217285,6.369900226593018,6.367400169372559,6.367499828338623,6.367499828338623,0
2022-04-11 11:00:00+01:00,6.367700099945068,6.36899995803833,6.367599964141846,6.368899822235107,6.368899822235107,0
2022-04-11 12:00:00+01:00,6.36899995803833,6.369100093841553,6.368000030517578,6.368100166320801,6.368100166320801,0
2022-04-11 13:00:00+01:00,6.368100166320801,6.368100166320801,6.366399765014648,6.366399765014648,6.366399765014648,0
2022-04-11 14:00:00+01:00,6.366499900817871,6.368000030517578,6.363900184631348,6.364699840545654,6.364699840545654,0
2022-04-11 15:00:00+01:00,6.368000030517578,6.36959981918335,6.364799976348877,6.365600109100342,6.365600109100342,0
2022-04-11 16:00:00+01:00,6.369200229644775,6.369500160217285,6.365900039672852,6.366000175476074,6.366000175476074,0
2022-04-11 17:00:00+01:00,6.366000175476074,6.366000175476074,6.366000175476074,6.366000175476074,6.366000175476074,0
2022-04-11 19:00:00+01:00,6.366000175476074,6.366000175476074,6.366000175476074,6.366000175476074,6.366000175476074,0
2022-04-11 21:00:00+01:00,6.366000175476074,6.366000175476074,6.366000175476074,6.366000175476074,6.366000175476074,0
2022-04-11 22:00:00+01:00,6.369500160217285,6.369900226593018,6.369500160217285,6.369500160217285,6.369500160217285,0
2022-04-11 23:00:00+01:00,6.366000175476074,6.366000175476074,6.366000175476074,6.366000175476074,6.366000175476074,0
2022-04-12 01:00:00+01:00,6.366000175476074,6.366000175476074,6.366000175476074,6.366000175476074,6.366000175476074,0
2022-04-12 02:00:00+01:00,6.372000217437744,6.374300003051758,6.3709001541137695,6.372300148010254,6.372300148010254,0
2022-04-12 03:00:00+01:00,6.372600078582764,6.373499870300293,6.367499828338623,6.369900226593018,6.369900226593018,0
2022-04-12 04:00:00+01:00,6.368599891662598,6.370699882507324,6.366000175476074,6.36959981918335,6.36959981918335,0
2022-04-12 05:00:00+01:00,6.36959981918335,6.369900226593018,6.365499973297119,6.369200229644775,6.369200229644775,0
2022-04-12 06:00:00+01:00,6.369200229644775,6.369500160217285,6.362400054931641,6.367199897766113,6.367199897766113,0
2022-04-12 07:00:00+01:00,6.367199897766113,6.368800163269043,6.365600109100342,6.366700172424316,6.366700172424316,0
2022-04-12 08:00:00+01:00,6.367000102996826,6.369100093841553,6.365799903869629,6.369100093841553,6.369100093841553,0
2022-04-12 09:00:00+01:00,6.368599891662598,6.371099948883057,6.365300178527832,6.36959981918335,6.36959981918335,0
2022-04-12 10:00:00+01:00,6.369500160217285,6.369999885559082,6.365600109100342,6.36959981918335,6.36959981918335,0
2022-04-12 11:00:00+01:00,6.36959981918335,6.370500087738037,6.366000175476074,6.366300106048584,6.366300106048584,0
