,"(3, 3)","(3, 4)","(3, 5)","(3, 6)","(3, 7)","(4, 3)","(4, 4)","(4, 5)","(4, 6)","(4, 7)","(5, 3)","(5, 4)","(5, 5)","(5, 6)","(5, 7)","(6, 3)","(6, 4)","(6, 5)","(6, 6)","(6, 7)","(7, 3)","(7, 4)","(7, 5)","(7, 6)","(7, 7)"
Start,2022-04-10 23:00:00+00:00,2022-04-10 23:00:00+00:00,2022-04-10 23:00:00+00:00,2022-04-10 23:00:00+00:00,2022-04-10 23:00:00+00:00,2022-04-10 23:00:00+00:00,2022-04-10 23:00:00+00:00,2022-04-10 23:00:00+00:00,2022-04-10 23:00:00+00:00,2022-04-10 23:00:00+00:00,2022-04-10 23:00:00+00:00,2022-04-10 23:00:00+00:00,2022-04-10 23:00:00+00:00,2022-04-10 23:00:00+00:00,2022-04-10 23:00:00+00:00,2022-04-10 23:00:00+00:00,2022-04-10 23:00:00+00:00,2022-04-10 23:00:00+00:00,2022-04-10 23:00:00+00:00,2022-04-10 23:00:00+00:00,2022-04-10 23:00:00+00:00,2022-04-10 23:00:00+00:00,2022-04-10 23:00:00+00:00,2022-04-10 23:00:00+00:00,2022-04-10 23:00:00+00:00
End,2023-09-05 02:00:00+00:00,2023-09-05 02:00:00+00:00,2023-09-05 02:00:00+00:00,2023-09-05 02:00:00+00:00,2023-09-05 02:00:00+00:00,2023-09-05 02:00:00+00:00,2023-09-05 02:00:00+00:00,2023-09-05 02:00:00+00:00,2023-09-05 02:00:00+00:00,2023-09-05 02:00:00+00:00,2023-09-05 02:00:00+00:00,2023-09-05 02:00:00+00:00,2023-09-05 02:00:00+00:00,2023-09-05 02:00:00+00:00,2023-09-05 02:00:00+00:00,2023-09-05 02:00:00+00:00,2023-09-05 02:00:00+00:00,2023-09-05 02:00:00+00:00,2023-09-05 02:00:00+00:00,2023-09-05 02:00:00+00:00,2023-09-05 02:00:00+00:00,2023-09-05 02:00:00+00:00,2023-09-05 02:00:00+00:00,2023-09-05 02:00:00+00:00,2023-09-05 02:00:00+00:00
Period,8653 days 00:00:00,8653 days 00:00:00,8653 days 00:00:00,8653 days 00:00:00,8653 days 00:00:00,8653 days 00:00:00,8653 days 00:00:00,8653 days 00:00:00,8653 days 00:00:00,8653 days 00:00:00,8653 days 00:00:00,8653 days 00:00:00,8653 days 00:00:00,8653 days 00:00:00,8653 days 00:00:00,8653 days 00:00:00,8653 days 00:00:00,8653 days 00:00:00,8653 days 00:00:00,8653 days 00:00:00,8653 days 00:00:00,8653 days 00:00:00,8653 days 00:00:00,8653 days 00:00:00,8653 days 00:00:00
Start Value,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
End Value,101.71860226423806,101.70280256131467,101.876289829472,101.77854584082134,101.59243072258364,101.25444305799508,101.04364657567506,101.08351467574722,101.24278784506747,101.15544158950033,100.82913483292754,100.84539387886907,101.00421040947623,100.91476062339443,100.76103929624539,100.52806260869674,100.58429882103353,100.73842673033332,100.42000497915737,100.28488631186134,100.6089242422183,100.6556503044219,100.70009271850016,100.47200418403035,100.18455412455073
Total Return [%],1.7186022642380578,1.7028025613146696,1.8762898294720003,1.7785458408213373,1.5924307225836427,1.2544430579950756,1.043646575675055,1.0835146757472245,1.2427878450674683,1.1554415895003274,0.8291348329275366,0.8453938788690749,1.0042104094762294,0.9147606233944289,0.7610392962453858,0.528062608696743,0.5842988210335278,0.7384267303333161,0.420004979157369,0.2848863118613423,0.6089242422182934,0.6556503044218971,0.7000927185001586,0.4720041840303537,0.18455412455072917
Benchmark Return [%],0.00012775031308365214,0.00012775031308365214,0.00012775031308365214,0.00012775031308365214,0.00012775031308365214,0.00012775031308365214,0.00012775031308365214,0.00012775031308365214,0.00012775031308365214,0.00012775031308365214,0.00012775031308365214,0.00012775031308365214,0.00012775031308365214,0.00012775031308365214,0.00012775031308365214,0.00012775031308365214,0.00012775031308365214,0.00012775031308365214,0.00012775031308365214,0.00012775031308365214,0.00012775031308365214,0.00012775031308365214,0.00012775031308365214,0.00012775031308365214,0.00012775031308365214
Max Gross Exposure [%],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Total Fees Paid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max Drawdown [%],0.27742833059863575,0.3884760384730767,0.36013499067853144,0.4468719577678042,0.41770036339374494,0.3110197357444392,0.4327993750107031,0.45468337839346706,0.4638232295963881,0.42713823774457327,0.3654276669508019,0.4082083062181285,0.5649763533887139,0.5932956284247061,0.6002063390458275,0.3654276669507836,0.3707077234449258,0.5553090211007228,0.6391778301224735,0.6557907845187902,0.38925223477286774,0.4213349211047692,0.5560844717346841,0.5662845608719259,0.5845575210409787
