,"(3, 3)","(3, 4)","(3, 5)","(3, 6)","(3, 7)","(4, 3)","(4, 4)","(4, 5)","(4, 6)","(4, 7)","(5, 3)","(5, 4)","(5, 5)","(5, 6)","(5, 7)","(6, 3)","(6, 4)","(6, 5)","(6, 6)","(6, 7)","(7, 3)","(7, 4)","(7, 5)","(7, 6)","(7, 7)"
Start,2023-09-04 02:00:00+00:00,2023-09-04 02:00:00+00:00,2023-09-04 02:00:00+00:00,2023-09-04 02:00:00+00:00,2023-09-04 02:00:00+00:00,2023-09-04 02:00:00+00:00,2023-09-04 02:00:00+00:00,2023-09-04 02:00:00+00:00,2023-09-04 02:00:00+00:00,2023-09-04 02:00:00+00:00,2023-09-04 02:00:00+00:00,2023-09-04 02:00:00+00:00,2023-09-04 02:00:00+00:00,2023-09-04 02:00:00+00:00,2023-09-04 02:00:00+00:00,2023-09-04 02:00:00+00:00,2023-09-04 02:00:00+00:00,2023-09-04 02:00:00+00:00,2023-09-04 02:00:00+00:00,2023-09-04 02:00:00+00:00,2023-09-04 02:00:00+00:00,2023-09-04 02:00:00+00:00,2023-09-04 02:00:00+00:00,2023-09-04 02:00:00+00:00,2023-09-04 02:00:00+00:00
End,2024-04-10 18:00:00+00:00,2024-04-10 18:00:00+00:00,2024-04-10 18:00:00+00:00,2024-04-10 18:00:00+00:00,2024-04-10 18:00:00+00:00,2024-04-10 18:00:00+00:00,2024-04-10 18:00:00+00:00,2024-04-10 18:00:00+00:00,2024-04-10 18:00:00+00:00,2024-04-10 18:00:00+00:00,2024-04-10 18:00:00+00:00,2024-04-10 18:00:00+00:00,2024-04-10 18:00:00+00:00,2024-04-10 18:00:00+00:00,2024-04-10 18:00:00+00:00,2024-04-10 18:00:00+00:00,2024-04-10 18:00:00+00:00,2024-04-10 18:00:00+00:00,2024-04-10 18:00:00+00:00,2024-04-10 18:00:00+00:00,2024-04-10 18:00:00+00:00,2024-04-10 18:00:00+00:00,2024-04-10 18:00:00+00:00,2024-04-10 18:00:00+00:00,2024-04-10 18:00:00+00:00
Period,3698 days 00:00:00,3698 days 00:00:00,3698 days 00:00:00,3698 days 00:00:00,3698 days 00:00:00,3698 days 00:00:00,3698 days 00:00:00,3698 days 00:00:00,3698 days 00:00:00,3698 days 00:00:00,3698 days 00:00:00,3698 days 00:00:00,3698 days 00:00:00,3698 days 00:00:00,3698 days 00:00:00,3698 days 00:00:00,3698 days 00:00:00,3698 days 00:00:00,3698 days 00:00:00,3698 days 00:00:00,3698 days 00:00:00,3698 days 00:00:00,3698 days 00:00:00,3698 days 00:00:00,3698 days 00:00:00
Start Value,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
End Value,102.0073186188353,100.99751673744021,102.2469956544791,103.59410084998738,103.19444261100969,101.17070716276677,100.77644906308919,102.17127582839731,102.70358952348958,102.62264864875925,99.87174575425053,99.69966409854759,101.52723822814744,101.33354753952068,101.32869926396577,100.95660429573654,100.09639803646684,101.94322520646821,101.3813765901346,100.89586337394044,100.65092628754988,101.04914705367037,103.26739093121945,101.36182719303811,102.09443490663713
Total Return [%],2.007318618835299,0.9975167374402077,2.246995654479093,3.5941008499873845,3.1944426110096917,1.1707071627667744,0.7764490630891885,2.171275828397313,2.7035895234895833,2.6226486487592524,-0.1282542457494742,-0.3003359014524136,1.5272382281474393,1.33354753952068,1.328699263965774,0.9566042957365397,0.09639803646683731,1.9432252064682132,1.3813765901345931,0.8958633739404434,0.6509262875498791,1.0491470536703673,3.267390931219452,1.3618271930381098,2.094434906637133
Benchmark Return [%],-0.4617700252451784,-0.4617700252451784,-0.4617700252451784,-0.4617700252451784,-0.4617700252451784,-0.4617700252451784,-0.4617700252451784,-0.4617700252451784,-0.4617700252451784,-0.4617700252451784,-0.4617700252451784,-0.4617700252451784,-0.4617700252451784,-0.4617700252451784,-0.4617700252451784,-0.4617700252451784,-0.4617700252451784,-0.4617700252451784,-0.4617700252451784,-0.4617700252451784,-0.4617700252451784,-0.4617700252451784,-0.4617700252451784,-0.4617700252451784,-0.4617700252451784
Max Gross Exposure [%],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Total Fees Paid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max Drawdown [%],2.177995446914353,2.2581303319393773,1.8820864461968037,2.041914242216018,2.02077809957256,2.1315182675121056,2.166148407279989,1.5626146849525002,1.8715410751302282,1.776490208682603,1.961093407190816,2.1131449765368253,1.9112717461833522,1.721152692375085,1.572052184790534,1.6298990355082084,1.8616669655741196,2.117912188602313,1.44086852524232,1.8242918030141304,1.6958256266651275,1.9031817213915156,1.8582623796075652,1.4956125183273186,1.4774904449148292
