,"(3, 3)","(3, 4)","(3, 5)","(3, 6)","(3, 7)","(4, 3)","(4, 4)","(4, 5)","(4, 6)","(4, 7)","(5, 3)","(5, 4)","(5, 5)","(5, 6)","(5, 7)","(6, 3)","(6, 4)","(6, 5)","(6, 6)","(6, 7)","(7, 3)","(7, 4)","(7, 5)","(7, 6)","(7, 7)"
Start,2023-09-04 13:00:00+00:00,2023-09-04 13:00:00+00:00,2023-09-04 13:00:00+00:00,2023-09-04 13:00:00+00:00,2023-09-04 13:00:00+00:00,2023-09-04 13:00:00+00:00,2023-09-04 13:00:00+00:00,2023-09-04 13:00:00+00:00,2023-09-04 13:00:00+00:00,2023-09-04 13:00:00+00:00,2023-09-04 13:00:00+00:00,2023-09-04 13:00:00+00:00,2023-09-04 13:00:00+00:00,2023-09-04 13:00:00+00:00,2023-09-04 13:00:00+00:00,2023-09-04 13:00:00+00:00,2023-09-04 13:00:00+00:00,2023-09-04 13:00:00+00:00,2023-09-04 13:00:00+00:00,2023-09-04 13:00:00+00:00,2023-09-04 13:00:00+00:00,2023-09-04 13:00:00+00:00,2023-09-04 13:00:00+00:00,2023-09-04 13:00:00+00:00,2023-09-04 13:00:00+00:00
End,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00
Period,3699 days 00:00:00,3699 days 00:00:00,3699 days 00:00:00,3699 days 00:00:00,3699 days 00:00:00,3699 days 00:00:00,3699 days 00:00:00,3699 days 00:00:00,3699 days 00:00:00,3699 days 00:00:00,3699 days 00:00:00,3699 days 00:00:00,3699 days 00:00:00,3699 days 00:00:00,3699 days 00:00:00,3699 days 00:00:00,3699 days 00:00:00,3699 days 00:00:00,3699 days 00:00:00,3699 days 00:00:00,3699 days 00:00:00,3699 days 00:00:00,3699 days 00:00:00,3699 days 00:00:00,3699 days 00:00:00
Start Value,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
End Value,108.42222553473148,111.92033733897777,111.09858831172643,113.23789055354942,110.97349116563343,105.78475874062588,107.32452558830603,106.82592676182509,109.37803490423109,106.94428485452856,104.48914810372241,106.63836513020843,104.87335362136312,108.35590173429001,105.82979753075847,102.37378042045641,105.22857281390142,103.79721173005942,106.16490184421237,104.30390064787726,100.76552002588411,103.93052470098053,102.62962903235025,104.74462048585569,102.86819212835218
Total Return [%],8.422225534731481,11.920337338977774,11.09858831172643,13.23789055354942,10.973491165633433,5.784758740625875,7.324525588306032,6.825926761825088,9.378034904231086,6.944284854528561,4.489148103722414,6.6383651302084274,4.873353621363123,8.355901734290015,5.829797530758469,2.373780420456413,5.2285728139014225,3.797211730059416,6.164901844212366,4.303900647877256,0.7655200258841148,3.930524700980527,2.629629032350252,4.744620485855691,2.8681921283521774
Benchmark Return [%],3.203896241329529,3.203896241329529,3.203896241329529,3.203896241329529,3.203896241329529,3.203896241329529,3.203896241329529,3.203896241329529,3.203896241329529,3.203896241329529,3.203896241329529,3.203896241329529,3.203896241329529,3.203896241329529,3.203896241329529,3.203896241329529,3.203896241329529,3.203896241329529,3.203896241329529,3.203896241329529,3.203896241329529,3.203896241329529,3.203896241329529,3.203896241329529,3.203896241329529
Max Gross Exposure [%],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Total Fees Paid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max Drawdown [%],1.650610470805634,1.7007517310238367,1.8787483472308382,2.1102297493039512,1.7590882128638197,1.473601286224077,1.7007517310238238,1.9526274194018094,2.110229749303978,1.9985607183508964,1.8323258206450408,2.023522035347095,2.47893034487234,2.32543060542283,2.3273410838496655,2.260841598414268,2.112997790229236,2.4039959413210044,2.456848493688808,2.360356697441308,2.4131798299534766,2.11299779022922,2.121715524235401,2.2026626466742916,2.193800944812242
Max Drawdown Duration,522 days 00:00:00,433 days 00:00:00,535 days 00:00:00,712 days 00:00:00,781 days 00:00:00,696 days 00:00:00,433 days 00:00:00,1024 days 00:00:00,828 days 00:00:00,1452 days 00:00:00,1233 days 00:00:00,1309 days 00:00:00,1744 days 00:00:00,1335 days 00:00:00,1528 days 00:00:00,1766 days 00:00:00,1330 days 00:00:00,1838 days 00:00:00,1528 days 00:00:00,1985 days 00:00:00,1898 days 00:00:00,1376 days 00:00:00,1595 days 00:00:00,1594 days 00:00:00,1985 days 00:00:00
Total Trades,270,267,256,244,249,224,218,205,198,202,193,189,178,169,178,174,169,157,156,160,154,148,141,141,142
