,Open,High,Low,Close
2024-02-22 14:00:00,150.40200,150.59700,150.36800,150.56300
2024-02-22 13:00:00,150.21200,150.41400,150.20200,150.40400
2024-02-22 12:00:00,150.15800,150.25600,150.14200,150.21500
2024-02-22 11:00:00,150.17300,150.20200,150.11600,150.16200
2024-02-22 10:00:00,150.16600,150.29000,150.12300,150.17300
2024-02-22 09:00:00,150.13300,150.24700,150.01200,150.16700
2024-02-22 08:00:00,150.23100,150.26400,150.07800,150.13200
2024-02-22 07:00:00,150.28300,150.29800,150.20200,150.23000
2024-02-22 06:00:00,150.28700,150.30100,150.22100,150.27900
2024-02-22 05:00:00,150.42500,150.45200,150.23000,150.28500
2024-02-22 04:00:00,150.40200,150.44000,150.36600,150.42400
2024-02-22 03:00:00,150.31000,150.41600,150.30200,150.40600
2024-02-22 02:00:00,150.39500,150.46000,150.29200,150.31100
2024-02-22 01:00:00,150.33700,150.43700,150.33600,150.39200
2024-02-22 00:00:00,150.31200,150.38100,150.26000,150.34400
2024-02-21 23:00:00,150.29400,150.35300,150.22900,150.30600
2024-02-21 22:00:00,150.19500,150.29800,150.18600,150.27400
2024-02-21 21:00:00,150.19500,150.24000,150.17000,150.19500
2024-02-21 20:00:00,150.27600,150.39300,150.12100,150.19700
2024-02-21 19:00:00,150.30600,150.39000,150.24300,150.27600
2024-02-21 18:00:00,150.28700,150.38800,150.27400,150.30400
2024-02-21 17:00:00,150.24800,150.29800,150.22400,150.28900
2024-02-21 16:00:00,150.10400,150.26300,150.03600,150.24800
2024-02-21 15:00:00,150.07600,150.14200,149.98400,150.10300
2024-02-21 14:00:00,150.01700,150.08600,149.93600,150.07800
2024-02-21 13:00:00,150.06700,150.09400,149.92800,150.01600
2024-02-21 12:00:00,149.99600,150.07400,149.98100,150.06800
2024-02-21 11:00:00,150.08700,150.10200,149.97600,149.99200
2024-02-21 10:00:00,150.17400,150.18200,150.05000,150.09000
2024-02-21 09:00:00,150.14200,150.18800,150.11400,150.17400
2024-02-21 08:00:00,150.05800,150.15000,150.02300,150.14600
2024-02-21 07:00:00,149.97800,150.07800,149.94400,150.06300
2024-02-21 06:00:00,149.99900,150.03700,149.93000,149.98200
2024-02-21 05:00:00,149.87000,150.01600,149.86300,150.00000
2024-02-21 04:00:00,149.93800,149.94000,149.84800,149.86800
2024-02-21 03:00:00,149.99100,150.00000,149.90000,149.93600
2024-02-21 02:00:00,150.01500,150.09100,149.98800,149.99000
2024-02-21 01:00:00,149.96300,150.05500,149.92400,150.01400
2024-02-21 00:00:00,149.92700,149.97200,149.88100,149.96700
2024-02-20 23:00:00,149.99400,149.99400,149.90700,149.92600
2024-02-20 22:00:00,149.96800,150.04500,149.96200,150.00300
2024-02-20 21:00:00,150.02200,150.07100,149.96000,149.96700
2024-02-20 20:00:00,149.97200,150.02900,149.90400,150.02300
2024-02-20 19:00:00,149.89500,150.01000,149.87800,149.97400
2024-02-20 18:00:00,149.87500,149.96200,149.84400,149.89400
2024-02-20 17:00:00,149.78600,149.90200,149.73800,149.87800
2024-02-20 16:00:00,149.81800,149.83800,149.67900,149.78500
2024-02-20 15:00:00,149.98000,150.03800,149.77400,149.81400
2024-02-20 14:00:00,150.15100,150.20200,149.92800,149.98500
2024-02-20 13:00:00,150.22200,150.22800,150.05400,150.14700
2024-02-20 12:00:00,150.13600,150.25100,150.10200,150.22600
2024-02-20 11:00:00,150.27000,150.29600,150.11000,150.13800
2024-02-20 10:00:00,150.31500,150.34600,150.24800,150.27200
2024-02-20 09:00:00,150.35900,150.38800,150.27400,150.31700
2024-02-20 08:00:00,150.38600,150.40700,150.29400,150.35600
2024-02-20 07:00:00,150.41800,150.43800,150.34400,150.38400
2024-02-20 06:00:00,150.33200,150.43700,150.31600,150.41900
2024-02-20 05:00:00,150.31900,150.34100,150.28800,150.33500
2024-02-20 04:00:00,150.31800,150.35500,150.27500,150.31900
2024-02-20 03:00:00,150.26800,150.36800,150.26400,150.31900
2024-02-20 02:00:00,150.26900,150.34600,150.18800,150.27200
2024-02-20 01:00:00,150.27100,150.33300,150.20000,150.27000
2024-02-20 00:00:00,150.11300,150.30200,150.09900,150.27300
2024-02-19 23:00:00,150.07700,150.14800,150.07400,150.11300
2024-02-19 22:00:00,150.12900,150.15100,150.09200,150.11200
2024-02-19 21:00:00,150.13300,150.15000,150.12500,150.13300
2024-02-19 20:00:00,150.15100,150.16900,150.12500,150.13600
2024-02-19 19:00:00,150.18500,150.18900,150.14700,150.14900
2024-02-19 18:00:00,150.16700,150.19000,150.14700,150.18200
2024-02-19 17:00:00,150.16200,150.19200,150.15000,150.16700
2024-02-19 16:00:00,150.04100,150.16300,150.04000,150.15700
2024-02-19 15:00:00,149.96400,150.06700,149.94800,150.04000
2024-02-19 14:00:00,150.02100,150.03200,149.93300,149.96800
2024-02-19 13:00:00,149.98600,150.02800,149.94500,150.02700
2024-02-19 12:00:00,149.98600,149.99800,149.94200,149.98700
2024-02-19 11:00:00,149.93700,149.99900,149.92400,149.98900
2024-02-19 10:00:00,149.95200,149.96300,149.88800,149.93500
2024-02-19 09:00:00,149.97700,150.00400,149.92400,149.95600
2024-02-19 08:00:00,149.97800,150.00300,149.93100,149.97200
2024-02-19 07:00:00,150.00400,150.03100,149.95500,149.97900
2024-02-19 06:00:00,150.02600,150.02700,149.94200,150.00700
2024-02-19 05:00:00,149.93500,150.03900,149.92700,150.02500
2024-02-19 04:00:00,149.94000,149.98200,149.90700,149.93600
2024-02-19 03:00:00,149.97600,150.00600,149.92200,149.93900
2024-02-19 02:00:00,149.93300,150.00400,149.86900,149.97000
2024-02-19 01:00:00,150.14600,150.15200,149.91800,149.93600
2024-02-19 00:00:00,150.10400,150.15200,150.02800,150.14800
2024-02-18 23:00:00,150.07500,150.25700,150.05200,150.11300
2024-02-16 21:00:00,150.23100,150.28800,150.20400,150.24000
2024-02-16 20:00:00,150.14000,150.23200,150.08200,150.23000
2024-02-16 19:00:00,150.22400,150.24900,150.11200,150.14400
2024-02-16 18:00:00,150.34300,150.39400,150.21800,150.22300
2024-02-16 17:00:00,150.24000,150.36500,150.20400,150.34500
2024-02-16 16:00:00,150.46400,150.50000,150.10700,150.24300
2024-02-16 15:00:00,150.52000,150.63600,150.44200,150.45500
2024-02-16 14:00:00,150.28900,150.64600,150.28000,150.52000
2024-02-16 13:00:00,150.17700,150.29500,150.15900,150.29100
2024-02-16 12:00:00,150.25200,150.26600,150.13900,150.17900
2024-02-16 11:00:00,150.28700,150.30700,150.24500,150.25600
2024-02-16 10:00:00,150.24200,150.29500,150.19800,150.28300
2024-02-16 09:00:00,150.23500,150.30300,150.19900,150.24100
2024-02-16 08:00:00,150.18900,150.27100,150.13400,150.23300
2024-02-16 07:00:00,150.17600,150.29000,150.17100,150.18900
2024-02-16 06:00:00,150.25100,150.29300,150.16800,150.17700
2024-02-16 05:00:00,150.31000,150.34900,150.23500,150.25200
2024-02-16 04:00:00,150.27800,150.36600,150.22300,150.31000
2024-02-16 03:00:00,150.05600,150.28400,150.05400,150.28200
2024-02-16 02:00:00,150.15700,150.24000,150.04600,150.05800
2024-02-16 01:00:00,149.95800,150.16800,149.92200,150.15200
2024-02-16 00:00:00,149.89100,149.96600,149.81800,149.95600
2024-02-15 23:00:00,149.90400,149.93800,149.85500,149.88300
2024-02-15 22:00:00,149.95100,149.99500,149.90000,149.90600
2024-02-15 21:00:00,149.95400,150.00800,149.92800,149.94700
2024-02-15 20:00:00,149.91900,149.98100,149.85100,149.95500
2024-02-15 19:00:00,150.08900,150.09300,149.90400,149.92300
2024-02-15 18:00:00,150.19500,150.19600,150.06400,150.09100
2024-02-15 17:00:00,150.05000,150.24800,150.04400,150.19500
2024-02-15 16:00:00,149.89400,150.13500,149.80600,150.05200
2024-02-15 15:00:00,149.82500,150.06600,149.80700,149.89800
2024-02-15 14:00:00,150.05600,150.09600,149.52200,149.82600
2024-02-15 13:00:00,150.07400,150.09500,150.00800,150.05400
2024-02-15 12:00:00,150.04500,150.07700,149.98800,150.07100
2024-02-15 11:00:00,150.02400,150.09800,149.98400,150.04700
2024-02-15 10:00:00,150.02700,150.11000,149.91900,150.02300
2024-02-15 09:00:00,150.20400,150.21800,150.00600,150.02700
2024-02-15 08:00:00,150.09100,150.21800,150.05000,150.20200
2024-02-15 07:00:00,150.18000,150.20300,150.07200,150.09200
2024-02-15 06:00:00,150.14100,150.19300,150.07500,150.18000
2024-02-15 05:00:00,150.26900,150.27200,150.11400,150.14000
2024-02-15 04:00:00,150.25600,150.29400,150.21800,150.26900
2024-02-15 03:00:00,150.19600,150.28300,150.17900,150.25900
2024-02-15 02:00:00,150.28200,150.31300,150.13600,150.19600
2024-02-15 01:00:00,150.55400,150.55900,150.26100,150.28100
2024-02-15 00:00:00,150.49100,150.57000,150.41400,150.56000
2024-02-14 23:00:00,150.53500,150.58900,150.43700,150.48200
2024-02-14 22:00:00,150.58200,150.62500,150.53400,150.55600
2024-02-14 21:00:00,150.56000,150.58600,150.48200,150.58100
2024-02-14 20:00:00,150.47800,150.56900,150.44800,150.55900
2024-02-14 19:00:00,150.43200,150.51600,150.34600,150.47900
2024-02-14 18:00:00,150.49800,150.59500,150.37000,150.43000
2024-02-14 17:00:00,150.61700,150.62300,150.47200,150.50000
2024-02-14 16:00:00,150.68600,150.75100,150.56800,150.61300
2024-02-14 15:00:00,150.71300,150.73000,150.48700,150.68200
2024-02-14 14:00:00,150.60100,150.73700,150.49600,150.71200
2024-02-14 13:00:00,150.57300,150.66900,150.55500,150.60200
2024-02-14 12:00:00,150.58600,150.65600,150.55000,150.57600
2024-02-14 11:00:00,150.64400,150.68400,150.57800,150.58800
2024-02-14 10:00:00,150.54700,150.64400,150.51600,150.64400
2024-02-14 09:00:00,150.45100,150.56700,150.39200,150.54200
2024-02-14 08:00:00,150.48000,150.53400,150.33900,150.44900
2024-02-14 07:00:00,150.51800,150.55300,150.44500,150.48300
2024-02-14 06:00:00,150.44000,150.53600,150.43200,150.51700
2024-02-14 05:00:00,150.51600,150.52800,150.41400,150.43900
2024-02-14 04:00:00,150.62100,150.63300,150.49400,150.51400
2024-02-14 03:00:00,150.54000,150.64300,150.50600,150.62300
2024-02-14 02:00:00,150.64900,150.69800,150.52100,150.53900
2024-02-14 01:00:00,150.72100,150.77600,150.59000,150.64900
2024-02-14 00:00:00,150.63000,150.76100,150.57800,150.72000
2024-02-13 23:00:00,150.78100,150.80800,150.54400,150.62800
2024-02-13 22:00:00,150.78100,150.82200,150.75200,150.77900
2024-02-13 21:00:00,150.86900,150.87600,150.72000,150.78300
2024-02-13 20:00:00,150.78100,150.88500,150.77300,150.87000
2024-02-13 19:00:00,150.78200,150.80700,150.71600,150.77900
2024-02-13 18:00:00,150.71900,150.80500,150.69400,150.78000
2024-02-13 17:00:00,150.58800,150.75800,150.51000,150.72000
2024-02-13 16:00:00,150.55200,150.60800,150.38400,150.59100
2024-02-13 15:00:00,150.43800,150.58400,150.29800,150.56300
2024-02-13 14:00:00,149.34400,150.48700,149.22400,150.43300
2024-02-13 13:00:00,149.37700,149.40900,149.31400,149.34300
2024-02-13 12:00:00,149.52100,149.52800,149.37200,149.37900
2024-02-13 11:00:00,149.57500,149.57600,149.47600,149.51900
2024-02-13 10:00:00,149.61500,149.68400,149.55200,149.57200
2024-02-13 09:00:00,149.58600,149.69400,149.54700,149.61400
2024-02-13 08:00:00,149.47100,149.65100,149.45600,149.58800
2024-02-13 07:00:00,149.55300,149.55800,149.44200,149.46800
2024-02-13 06:00:00,149.55200,149.56500,149.49000,149.55000
2024-02-13 05:00:00,149.53000,149.57800,149.49200,149.55000
2024-02-13 04:00:00,149.46600,149.53400,149.44700,149.52900
2024-02-13 03:00:00,149.36800,149.48500,149.35400,149.46500
2024-02-13 02:00:00,149.30200,149.39200,149.27800,149.36500
2024-02-13 01:00:00,149.40400,149.42600,149.29500,149.30800
2024-02-13 00:00:00,149.31400,149.41600,149.26000,149.40600
2024-02-12 23:00:00,149.33200,149.36400,149.28200,149.32400
2024-02-12 22:00:00,149.32800,149.36500,149.29700,149.34000
2024-02-12 21:00:00,149.41300,149.41400,149.30600,149.33300
2024-02-12 20:00:00,149.26100,149.43700,149.23500,149.41100
2024-02-12 19:00:00,149.25100,149.35000,149.23800,149.26900
2024-02-12 18:00:00,149.37100,149.38400,149.24800,149.25500
2024-02-12 17:00:00,149.45600,149.48100,149.34300,149.37400
2024-02-12 16:00:00,149.31200,149.47600,149.28700,149.45900
2024-02-12 15:00:00,149.20300,149.34200,149.15400,149.31100
2024-02-12 14:00:00,148.97400,149.21400,148.92200,149.20000
2024-02-12 13:00:00,149.02100,149.05400,148.92400,148.97600
2024-02-12 12:00:00,149.04800,149.09200,148.99200,149.02300
2024-02-12 11:00:00,149.12700,149.15800,149.03600,149.05200
2024-02-12 10:00:00,149.14600,149.19400,149.07600,149.12400
2024-02-12 09:00:00,149.09300,149.15400,148.98400,149.14000
2024-02-12 08:00:00,149.20200,149.22200,149.04200,149.09700
2024-02-12 07:00:00,149.20700,149.23000,149.16600,149.20400
2024-02-12 06:00:00,149.21800,149.23000,149.17000,149.20800
2024-02-12 05:00:00,149.24900,149.25300,149.20200,149.22300
2024-02-12 04:00:00,149.17800,149.25200,149.13800,149.24600
2024-02-12 03:00:00,149.18100,149.19000,149.12200,149.17600
2024-02-12 02:00:00,149.13600,149.21100,149.11900,149.18200
2024-02-12 01:00:00,149.17900,149.19800,149.10400,149.13200
2024-02-12 00:00:00,149.25400,149.28300,149.07400,149.18000
2024-02-11 23:00:00,149.23900,149.31700,149.18900,149.25500
2024-02-09 21:00:00,149.35300,149.36600,149.26000,149.28100
2024-02-09 20:00:00,149.35700,149.37200,149.30300,149.35400
2024-02-09 19:00:00,149.34400,149.37200,149.29900,149.35600
2024-02-09 18:00:00,149.38000,149.40000,149.33600,149.34800
2024-02-09 17:00:00,149.31800,149.41500,149.27000,149.38200
2024-02-09 16:00:00,149.34900,149.41500,149.21800,149.32300
2024-02-09 15:00:00,149.37700,149.44500,149.16900,149.34900
2024-02-09 14:00:00,149.47400,149.53000,149.00200,149.38600
2024-02-09 13:00:00,149.39800,149.53600,149.38800,149.48000
2024-02-09 12:00:00,149.37000,149.46200,149.34400,149.39900
2024-02-09 11:00:00,149.42100,149.44300,149.31400,149.37400
2024-02-09 10:00:00,149.40800,149.44600,149.25600,149.42000
2024-02-09 09:00:00,149.39700,149.57500,149.36400,149.41200
2024-02-09 08:00:00,149.33000,149.41600,149.21200,149.39600
2024-02-09 07:00:00,149.39500,149.42800,149.32700,149.33400
2024-02-09 06:00:00,149.41400,149.43200,149.33800,149.39700
2024-02-09 05:00:00,149.43300,149.46600,149.36200,149.41600
2024-02-09 04:00:00,149.30100,149.49000,149.29400,149.43100
2024-02-09 03:00:00,149.28000,149.33400,149.24400,149.30000
2024-02-09 02:00:00,149.38600,149.38600,149.24100,149.28300
2024-02-09 01:00:00,149.25600,149.41400,149.23000,149.38100
2024-02-09 00:00:00,149.27100,149.31100,149.24800,149.25800
2024-02-08 23:00:00,149.29800,149.32800,149.22100,149.27200
2024-02-08 22:00:00,149.30100,149.34200,149.26400,149.31500
2024-02-08 21:00:00,149.38700,149.39500,149.29900,149.30400
2024-02-08 20:00:00,149.33700,149.40900,149.29400,149.38900
2024-02-08 19:00:00,149.36900,149.37700,149.11800,149.33600
2024-02-08 18:00:00,149.24600,149.37600,149.23700,149.37400
2024-02-08 17:00:00,149.43100,149.45600,149.23800,149.24100
2024-02-08 16:00:00,149.26100,149.47900,149.22500,149.43100
2024-02-08 15:00:00,149.38800,149.41700,149.18800,149.25800
2024-02-08 14:00:00,149.25300,149.46400,149.08200,149.38900
2024-02-08 13:00:00,149.16100,149.37600,149.11000,149.25000
2024-02-08 12:00:00,149.10000,149.25200,148.99400,149.15700
2024-02-08 11:00:00,148.75400,149.14600,148.73600,149.10100
2024-02-08 10:00:00,148.75600,148.77800,148.64100,148.75300
2024-02-08 09:00:00,148.72800,148.85000,148.68300,148.75400
2024-02-08 08:00:00,148.72700,148.81000,148.67600,148.73400
2024-02-08 07:00:00,148.57700,148.73700,148.57300,148.72200
2024-02-08 06:00:00,148.48400,148.66200,148.45800,148.58200
2024-02-08 05:00:00,148.35200,148.49700,148.32400,148.48300
2024-02-08 04:00:00,148.35300,148.36200,148.28000,148.34800
2024-02-08 03:00:00,148.29000,148.40300,148.26000,148.35600
2024-02-08 02:00:00,148.05400,148.36600,147.92500,148.29200
2024-02-08 01:00:00,148.08200,148.09400,147.94100,148.05400
2024-02-08 00:00:00,148.05000,148.09600,147.99100,148.08500
2024-02-07 23:00:00,148.17100,148.17100,148.01400,148.04900
2024-02-07 22:00:00,148.16900,148.19600,148.14200,148.17900
2024-02-07 21:00:00,148.13400,148.19900,148.10100,148.17600
2024-02-07 20:00:00,148.13600,148.19000,148.09600,148.13200
2024-02-07 19:00:00,148.13000,148.19000,147.98600,148.13600
2024-02-07 18:00:00,148.03500,148.16600,148.02900,148.13300
2024-02-07 17:00:00,147.94200,148.07100,147.87000,148.03700
2024-02-07 16:00:00,147.78400,148.14800,147.76400,147.94300
2024-02-07 15:00:00,148.18100,148.22700,147.61800,147.78700
2024-02-07 14:00:00,148.20700,148.25800,148.07200,148.17600
2024-02-07 13:00:00,148.08000,148.25600,148.07800,148.20500
2024-02-07 12:00:00,148.12100,148.13500,147.95500,148.08200
2024-02-07 11:00:00,147.91400,148.15700,147.90000,148.12300
2024-02-07 10:00:00,148.07100,148.07900,147.88700,147.91700
2024-02-07 09:00:00,147.81900,148.09300,147.80800,148.06600
2024-02-07 08:00:00,148.02500,148.02900,147.74700,147.82100
2024-02-07 07:00:00,147.95200,148.06200,147.90800,148.02700
2024-02-07 06:00:00,147.97300,147.99900,147.90800,147.95100
2024-02-07 05:00:00,147.89800,147.97500,147.87200,147.96800
2024-02-07 04:00:00,147.89800,147.91500,147.81600,147.89800
2024-02-07 03:00:00,147.80400,147.99000,147.80000,147.90600
2024-02-07 02:00:00,147.84900,147.86500,147.70600,147.80300
2024-02-07 01:00:00,147.81800,147.94400,147.81600,147.85300
2024-02-07 00:00:00,147.88000,147.89100,147.73400,147.81500
2024-02-06 23:00:00,147.93900,147.94400,147.85200,147.87400
2024-02-06 22:00:00,147.84700,147.95300,147.84100,147.93400
2024-02-06 21:00:00,147.96200,147.96400,147.82400,147.84400
2024-02-06 20:00:00,147.86800,147.99900,147.84000,147.96600
2024-02-06 19:00:00,147.91700,148.03800,147.79700,147.86800
2024-02-06 18:00:00,148.02600,148.08500,147.84300,147.91400
2024-02-06 17:00:00,148.09000,148.18900,147.97000,148.02300
2024-02-06 16:00:00,148.40800,148.50700,147.99600,148.09300
2024-02-06 15:00:00,148.61900,148.62600,148.39300,148.41200
2024-02-06 14:00:00,148.58900,148.65000,148.45600,148.61800
2024-02-06 13:00:00,148.67700,148.78500,148.58200,148.59100
2024-02-06 12:00:00,148.76400,148.78900,148.64600,148.67900
2024-02-06 11:00:00,148.68100,148.77000,148.63000,148.76500
2024-02-06 10:00:00,148.65100,148.70500,148.53600,148.67800
2024-02-06 09:00:00,148.50900,148.66900,148.49000,148.65200
2024-02-06 08:00:00,148.44500,148.55800,148.38700,148.51000
2024-02-06 07:00:00,148.43200,148.47400,148.35500,148.44400
2024-02-06 06:00:00,148.46900,148.50800,148.37600,148.43500
2024-02-06 05:00:00,148.62900,148.63100,148.42700,148.46900
2024-02-06 04:00:00,148.57600,148.67200,148.53400,148.62800
2024-02-06 03:00:00,148.52000,148.58800,148.49900,148.57600
2024-02-06 02:00:00,148.58700,148.60300,148.46200,148.51800
2024-02-06 01:00:00,148.66000,148.66400,148.53800,148.59100
2024-02-06 00:00:00,148.66800,148.67900,148.59400,148.66100
2024-02-05 23:00:00,148.66700,148.74500,148.60000,148.66100
2024-02-05 22:00:00,148.63800,148.71800,148.63800,148.66700
2024-02-05 21:00:00,148.69600,148.76600,148.63000,148.64300
2024-02-05 20:00:00,148.53100,148.70800,148.50200,148.69700
2024-02-05 19:00:00,148.62000,148.62300,148.50000,148.53400
2024-02-05 18:00:00,148.80000,148.80800,148.57100,148.62200
2024-02-05 17:00:00,148.87200,148.89500,148.71400,148.79800
2024-02-05 16:00:00,148.39700,148.87600,148.39700,148.87400
2024-02-05 15:00:00,148.56700,148.56800,148.38800,148.39200
2024-02-05 14:00:00,148.62800,148.67900,148.46800,148.56800
2024-02-05 13:00:00,148.43500,148.62800,148.42800,148.62600
2024-02-05 12:00:00,148.42700,148.45700,148.30400,148.43200
2024-02-05 11:00:00,148.50000,148.56000,148.41700,148.43100
2024-02-05 10:00:00,148.49500,148.55300,148.36300,148.50100
2024-02-05 09:00:00,148.47800,148.60600,148.40300,148.49500
2024-02-05 08:00:00,148.31900,148.48900,148.26900,148.47700
2024-02-05 07:00:00,148.33300,148.40700,148.26200,148.32500
2024-02-05 06:00:00,148.43000,148.50300,148.32700,148.33200
2024-02-05 05:00:00,148.40000,148.44200,148.31200,148.43100
2024-02-05 04:00:00,148.52100,148.55300,148.35300,148.40200
2024-02-05 03:00:00,148.37200,148.54400,148.34900,148.52000
2024-02-05 02:00:00,148.68700,148.69300,148.36400,148.37000
2024-02-05 01:00:00,148.50700,148.82100,148.38400,148.68900
2024-02-05 00:00:00,148.46300,148.67300,148.43200,148.51200
2024-02-04 23:00:00,148.40100,148.48400,148.33000,148.46200
2024-02-02 21:00:00,148.32200,148.35200,148.24200,148.30900
2024-02-02 20:00:00,148.30700,148.35500,148.22900,148.32700
2024-02-02 19:00:00,148.52500,148.56800,148.23600,148.30600
2024-02-02 18:00:00,148.54000,148.57100,148.40500,148.52200
2024-02-02 17:00:00,148.27700,148.58400,148.19200,148.53900
2024-02-02 16:00:00,147.87000,148.34400,147.82200,148.27700
2024-02-02 15:00:00,147.96300,148.05400,147.67800,147.86800
2024-02-02 14:00:00,146.57600,147.98900,146.55200,147.96300
2024-02-02 13:00:00,146.53900,146.62600,146.50700,146.57600
