,"(3, 3)","(3, 4)","(3, 5)","(3, 6)","(3, 7)","(4, 3)","(4, 4)","(4, 5)","(4, 6)","(4, 7)","(5, 3)","(5, 4)","(5, 5)","(5, 6)","(5, 7)","(6, 3)","(6, 4)","(6, 5)","(6, 6)","(6, 7)","(7, 3)","(7, 4)","(7, 5)","(7, 6)","(7, 7)"
Start,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
End,3696,3696,3696,3696,3696,3696,3696,3696,3696,3696,3696,3696,3696,3696,3696,3696,3696,3696,3696,3696,3696,3696,3696,3696,3696
Period,3684 days 00:00:00,3684 days 00:00:00,3684 days 00:00:00,3684 days 00:00:00,3684 days 00:00:00,3684 days 00:00:00,3684 days 00:00:00,3684 days 00:00:00,3684 days 00:00:00,3684 days 00:00:00,3684 days 00:00:00,3684 days 00:00:00,3684 days 00:00:00,3684 days 00:00:00,3684 days 00:00:00,3684 days 00:00:00,3684 days 00:00:00,3684 days 00:00:00,3684 days 00:00:00,3684 days 00:00:00,3684 days 00:00:00,3684 days 00:00:00,3684 days 00:00:00,3684 days 00:00:00,3684 days 00:00:00
Start Value,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
End Value,129.87022319863593,108.63585304688075,108.2964064232135,135.52367356653392,147.75213140096398,120.95524522716504,96.86700744682194,113.62624612573465,122.48638732778211,136.91865892220153,135.81524103324085,100.31204698966009,111.94207950780986,124.48010039880653,143.829716276047,122.23133293377099,108.34093075255224,131.42469537154997,129.40508118322413,151.1791304730798,130.50134726762002,112.6746260712248,131.0036611572796,129.15733630878137,144.9628740427864
Total Return [%],29.870223198635927,8.635853046880754,8.296406423213497,35.523673566533915,47.752131400963975,20.955245227165037,-3.132992553178056,13.626246125734653,22.48638732778211,36.918658922201544,35.815241033240866,0.3120469896600895,11.942079507809865,24.480100398806528,43.829716276046994,22.231332933770986,8.34093075255224,31.424695371549973,29.40508118322414,51.1791304730798,30.501347267620034,12.674626071224793,31.003661157279595,29.157336308781368,44.96287404278641
Benchmark Return [%],2.855151364739106,2.855151364739106,2.855151364739106,2.855151364739106,2.855151364739106,2.855151364739106,2.855151364739106,2.855151364739106,2.855151364739106,2.855151364739106,2.855151364739106,2.855151364739106,2.855151364739106,2.855151364739106,2.855151364739106,2.855151364739106,2.855151364739106,2.855151364739106,2.855151364739106,2.855151364739106,2.855151364739106,2.855151364739106,2.855151364739106,2.855151364739106,2.855151364739106
Max Gross Exposure [%],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Total Fees Paid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max Drawdown [%],12.778986665959646,16.877956613393195,23.2441046961057,15.461284674681576,12.033806890057662,13.163373307895013,23.919015940260973,15.139584142619055,14.172046258520723,11.886548413084114,12.373196536093936,21.547452395917425,15.252620962577607,13.429681909218067,11.826322421596961,16.148562896793777,18.37555706362669,14.979894330990206,14.327668354657778,10.418127858830331,15.819867586657676,19.53764517762505,14.264510519978883,12.012865674361803,9.379193553370614
Max Drawdown Duration,1312 days 00:00:00,1227 days 00:00:00,1708 days 00:00:00,1708 days 00:00:00,885 days 00:00:00,1312 days 00:00:00,2440 days 00:00:00,1390 days 00:00:00,1694 days 00:00:00,1117 days 00:00:00,1389 days 00:00:00,2440 days 00:00:00,2448 days 00:00:00,1024 days 00:00:00,970 days 00:00:00,1389 days 00:00:00,1921 days 00:00:00,1389 days 00:00:00,1133 days 00:00:00,921 days 00:00:00,790 days 00:00:00,1921 days 00:00:00,1921 days 00:00:00,1024 days 00:00:00,702 days 00:00:00
