,"(3, 3)","(3, 4)","(3, 5)","(3, 6)","(3, 7)","(4, 3)","(4, 4)","(4, 5)","(4, 6)","(4, 7)","(5, 3)","(5, 4)","(5, 5)","(5, 6)","(5, 7)","(6, 3)","(6, 4)","(6, 5)","(6, 6)","(6, 7)","(7, 3)","(7, 4)","(7, 5)","(7, 6)","(7, 7)"
Start,4018,4018,4018,4018,4018,4018,4018,4018,4018,4018,4018,4018,4018,4018,4018,4018,4018,4018,4018,4018,4018,4018,4018,4018,4018
End,5739,5739,5739,5739,5739,5739,5739,5739,5739,5739,5739,5739,5739,5739,5739,5739,5739,5739,5739,5739,5739,5739,5739,5739,5739
Period,1722 days 00:00:00,1722 days 00:00:00,1722 days 00:00:00,1722 days 00:00:00,1722 days 00:00:00,1722 days 00:00:00,1722 days 00:00:00,1722 days 00:00:00,1722 days 00:00:00,1722 days 00:00:00,1722 days 00:00:00,1722 days 00:00:00,1722 days 00:00:00,1722 days 00:00:00,1722 days 00:00:00,1722 days 00:00:00,1722 days 00:00:00,1722 days 00:00:00,1722 days 00:00:00,1722 days 00:00:00,1722 days 00:00:00,1722 days 00:00:00,1722 days 00:00:00,1722 days 00:00:00,1722 days 00:00:00
Start Value,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
End Value,100.02272768866982,100.16868522776328,100.23779657802828,100.16434360802805,99.66910872476153,99.792054034595,99.95597064329313,99.82558674433336,99.55011913774185,99.38568909114021,99.77220514452803,99.91825600787475,99.79682544986287,99.54681442762524,99.36288280864402,99.71876559823234,99.93222569251803,99.80209245816104,99.61511135663687,99.32109301157894,99.65663659955369,99.86868184788409,99.74078805686084,99.8292902931603,99.25988980262166
Total Return [%],0.02272768866981778,0.16868522776327666,0.2377965780282807,0.16434360802804804,-0.3308912752384714,-0.20794596540500265,-0.044029356706872136,-0.1744132556666358,-0.449880862258155,-0.6143109088597924,-0.22779485547197,-0.0817439921252543,-0.2031745501371347,-0.453185572374764,-0.6371171913559834,-0.28123440176766223,-0.06777430748196878,-0.19790754183895842,-0.38488864336312645,-0.6789069884210619,-0.3433634004463073,-0.13131815211590947,-0.25921194313916374,-0.17070970683970188,-0.7401101973783426
Benchmark Return [%],0.05649873843835973,0.05649873843835973,0.05649873843835973,0.05649873843835973,0.05649873843835973,0.05649873843835973,0.05649873843835973,0.05649873843835973,0.05649873843835973,0.05649873843835973,0.05649873843835973,0.05649873843835973,0.05649873843835973,0.05649873843835973,0.05649873843835973,0.05649873843835973,0.05649873843835973,0.05649873843835973,0.05649873843835973,0.05649873843835973,0.05649873843835973,0.05649873843835973,0.05649873843835973,0.05649873843835973,0.05649873843835973
Max Gross Exposure [%],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Total Fees Paid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max Drawdown [%],0.6102922370594076,0.5123411462240207,0.5395807210663166,0.677360189154758,1.0020419817702058,0.6607204926991066,0.5290492687662227,0.5433122133390094,1.0551958248573627,1.1191141583410908,0.6804793247759279,0.5665809001175607,0.5719672223180072,1.0551958248573614,1.1346008893705253,0.7166612906374007,0.6028043590197061,0.6081887189902473,1.0810886750824116,1.170617419365701,0.7414566378570561,0.6028043590197061,0.6281997968402593,0.7358923356069724,1.170617419365701
Max Drawdown Duration,1532 days 00:00:00,1127 days 00:00:00,764 days 00:00:00,847 days 00:00:00,1259 days 00:00:00,1532 days 00:00:00,1532 days 00:00:00,1641 days 00:00:00,782 days 00:00:00,1259 days 00:00:00,1532 days 00:00:00,1532 days 00:00:00,1641 days 00:00:00,782 days 00:00:00,1641 days 00:00:00,1532 days 00:00:00,1532 days 00:00:00,1641 days 00:00:00,688 days 00:00:00,1641 days 00:00:00,1532 days 00:00:00,1532 days 00:00:00,1641 days 00:00:00,688 days 00:00:00,1641 days 00:00:00
Total Trades,27,27,27,21,24,21,21,21,17,19,20,20,20,16,18,18,18,18,14,16,16,16,16,14,15
Total Closed Trades,27,27,27,21,24,21,21,21,17,19,20,20,20,16,18,18,18,18,14,16,16,16,16,14,15
Total Open Trades,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Open Trade PnL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Win Rate [%],66.66666666666666,59.25925925925925,55.55555555555556,52.38095238095239,54.166666666666664,61.904761904761905,52.38095238095239,47.61904761904761,47.05882352941176,52.63157894736842,60.0,50.0,45.0,43.75,50.0,55.55555555555556,50.0,44.44444444444444,42.857142857142854,43.75,50.0,43.75,37.5,42.857142857142854,40.0
Best Trade [%],0.23820132935718136,0.28723323981653287,0.30583745946162794,0.3516564701467557,0.24474952508752595,0.18960074041857433,0.22089880488583447,0.18450900314610408,0.18985766027976986,0.21423446139504024,0.18960074041857136,0.22089880488583447,0.18450900314610408,0.18985766027976486,0.21423446139503588,0.1896007404185707,0.22089880488583447,0.18450900314610408,0.18985766027975712,0.21423446139504054,0.18960074041857775,0.22089880488583447,0.18450900314610408,0.18985766027975207,0.21423446139504054
Worst Trade [%],-0.27738243168471133,-0.26330080330622085,-0.18261539317390857,-0.24607454115775657,-0.2862550820604419,-0.2773824316847096,-0.2633008033062136,-0.18261539317389822,-0.33019661638555986,-0.28625508206043276,-0.27738243168471466,-0.26330080330620786,-0.18261539317390693,-0.33019661638555525,-0.28625508206043576,-0.27738243168471466,-0.26330080330620786,-0.18261539317390693,-0.33019661638556275,-0.2862550820604427,-0.27738243168471466,-0.26330080330620786,-0.18261539317390693,-0.2460745411577715,-0.2862550820604427
Avg Winning Trade [%],0.05352946502627491,0.06856947969707015,0.07897689435636397,0.093798139768962,0.07950690653882046,0.04938990710550243,0.06108497411512518,0.0619129690952698,0.06737318386135319,0.05894798133500301,0.05184788202684146,0.06341892251775556,0.06558998243150296,0.07652367373208478,0.0629474773802917,0.05685905704504681,0.06641623171560743,0.06923333776831252,0.10059318940272385,0.07492198543264678,0.06328210494332295,0.07630398924168687,0.08206854999109037,0.0951106645324436,0.07713239006626027
Avg Losing Trade [%],-0.10437928815651316,-0.08427368192341508,-0.07880630344156316,-0.0865942181078352,-0.12390884564489925,-0.10613500397071125,-0.07150009308668465,-0.07208294073062511,-0.10982633344123029,-0.13379061878795168,-0.10613500397071209,-0.07150009308668531,-0.07208294073062729,-0.10982633344123202,-0.1337906187879494,-0.1061350039707118,-0.07384411122032541,-0.07512069542795631,-0.12345855082686039,-0.13379061878795168,-0.1061350039707111,-0.07384411122032428,-0.07512069542795687,-0.09256456626194882,-0.13379061878795168
Avg Winning Trade Duration,3 days 20:00:00,4 days 16:30:00,5 days 12:48:00,33 days 10:54:32.727272727,7 days 01:50:46.153846153,3 days 18:27:41.538461538,4 days 13:05:27.272727272,5 days 07:12:00,43 days 09:00:00,6 days 19:12:00,3 days 18:00:00,4 days 12:00:00,5 days 05:20:00,48 days 13:42:51.428571428,6 days 16:00:00,3 days 21:36:00,4 days 18:40:00,5 days 15:00:00,76 days 00:00:00,7 days 03:25:42.857142857,3 days 21:00:00,4 days 17:08:34.285714285,5 days 12:00:00,76 days 00:00:00,7 days 00:00:00
Avg Losing Trade Duration,4 days 00:00:00,5 days 00:00:00,5 days 22:00:00,11 days 16:48:00,7 days 17:27:16.363636363,4 days 00:00:00,5 days 00:00:00,5 days 21:49:05.454545454,19 days 16:00:00,7 days 16:00:00,4 days 00:00:00,5 days 00:00:00,5 days 21:49:05.454545454,19 days 16:00:00,7 days 16:00:00,4 days 00:00:00,5 days 00:00:00,5 days 21:36:00,21 days 06:00:00,7 days 16:00:00,4 days 00:00:00,5 days 00:00:00,5 days 21:36:00,6 days 18:00:00,7 days 16:00:00
