,"(3, 3)","(3, 4)","(3, 5)","(3, 6)","(3, 7)","(4, 3)","(4, 4)","(4, 5)","(4, 6)","(4, 7)","(5, 3)","(5, 4)","(5, 5)","(5, 6)","(5, 7)","(6, 3)","(6, 4)","(6, 5)","(6, 6)","(6, 7)","(7, 3)","(7, 4)","(7, 5)","(7, 6)","(7, 7)"
Start,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
End,3977,3977,3977,3977,3977,3977,3977,3977,3977,3977,3977,3977,3977,3977,3977,3977,3977,3977,3977,3977,3977,3977,3977,3977,3977
Period,3314 days 00:00:00,3314 days 00:00:00,3314 days 00:00:00,3314 days 00:00:00,3314 days 00:00:00,3314 days 00:00:00,3314 days 00:00:00,3314 days 00:00:00,3314 days 00:00:00,3314 days 00:00:00,3314 days 00:00:00,3314 days 00:00:00,3314 days 00:00:00,3314 days 00:00:00,3314 days 00:00:00,3314 days 00:00:00,3314 days 00:00:00,3314 days 00:00:00,3314 days 00:00:00,3314 days 00:00:00,3314 days 00:00:00,3314 days 00:00:00,3314 days 00:00:00,3314 days 00:00:00,3314 days 00:00:00
Start Value,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
End Value,104.93184100641228,105.29915924658998,104.80396227544695,104.25481874568761,103.4769133682177,102.97223706822967,102.38562142609013,102.84343271193754,101.36761009918708,101.25691049055793,101.83229351027788,101.67761501254805,101.80478873118084,101.12445502806487,100.96188373247861,101.9090258170021,102.05535214857922,102.01291009639814,101.77656639229313,101.93056308875542,102.21294955846766,102.3684255020206,101.9746528795258,102.84374223670713,102.49353061324682
Total Return [%],4.931841006412284,5.29915924658998,4.803962275446949,4.254818745687615,3.4769133682176943,2.972237068229674,2.3856214260901254,2.843432711937538,1.3676100991870754,1.256910490557928,1.8322935102778783,1.6776150125480456,1.8047887311808353,1.1244550280648724,0.9618837324786113,1.909025817002103,2.0553521485792174,2.0129100963981443,1.776566392293134,1.9305630887554202,2.212949558467656,2.3684255020205995,1.9746528795258056,2.8437422367071292,2.4935306132468185
Benchmark Return [%],-20.584042547552826,-20.584042547552826,-20.584042547552826,-20.584042547552826,-20.584042547552826,-20.584042547552826,-20.584042547552826,-20.584042547552826,-20.584042547552826,-20.584042547552826,-20.584042547552826,-20.584042547552826,-20.584042547552826,-20.584042547552826,-20.584042547552826,-20.584042547552826,-20.584042547552826,-20.584042547552826,-20.584042547552826,-20.584042547552826,-20.584042547552826,-20.584042547552826,-20.584042547552826,-20.584042547552826,-20.584042547552826
Max Gross Exposure [%],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Total Fees Paid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max Drawdown [%],13.830977564291647,12.823667797154828,13.355405384443033,14.18845001641656,14.470692249863355,13.894562864443182,13.596080776953906,13.323288805497924,14.862612641036609,14.88274519086066,14.54449450194214,13.870108713916693,13.87855739605867,15.031734907380445,15.138624167614815,14.64652872665613,13.493270531714389,13.778758003526773,14.451124107204755,14.406913179781478,14.41124836459577,13.247427107294458,13.811092977119241,13.554103338026213,13.9414417331796
Max Drawdown Duration,2363 days 00:00:00,2326 days 00:00:00,2347 days 00:00:00,2331 days 00:00:00,2331 days 00:00:00,2438 days 00:00:00,2420 days 00:00:00,2485 days 00:00:00,2515 days 00:00:00,2515 days 00:00:00,2436 days 00:00:00,2416 days 00:00:00,2515 days 00:00:00,2515 days 00:00:00,2515 days 00:00:00,2436 days 00:00:00,2416 days 00:00:00,2513 days 00:00:00,2513 days 00:00:00,2493 days 00:00:00,2436 days 00:00:00,2399 days 00:00:00,2513 days 00:00:00,2493 days 00:00:00,2324 days 00:00:00
Total Trades,154,153,150,153,154,138,134,134,133,136,126,125,122,125,126,119,118,116,120,119,113,112,111,114,114
Total Closed Trades,154,153,150,153,154,138,134,134,133,136,126,125,122,125,126,119,118,116,120,119,113,112,111,114,114
Total Open Trades,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Open Trade PnL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Win Rate [%],61.038961038961034,60.78431372549019,62.0,58.16993464052288,59.09090909090909,59.42028985507246,61.19402985074627,61.940298507462686,59.3984962406015,57.35294117647059,60.317460317460316,61.6,63.114754098360656,58.4,57.14285714285714,60.50420168067227,61.016949152542374,59.48275862068966,58.333333333333336,57.98319327731093,62.83185840707964,63.39285714285714,63.06306306306306,61.40350877192983,60.526315789473685
Best Trade [%],1.5429723507318824,1.7822467000946185,1.9000793932624251,1.9516316354899828,1.766756767344371,1.5429723507318727,1.7667567673443751,1.766756767344387,1.766756767344388,1.7667567673443796,1.5429723507318762,1.7667567673443776,1.7667567673443785,1.7667567673443727,1.7667567673443882,1.5429723507318795,1.7667567673443845,1.76675676734439,1.7667567673443856,1.7667567673443754,1.5429723507318662,1.766756767344379,1.7667567673443834,1.7667567673443816,1.7667567673443862
Worst Trade [%],-1.4231164700186378,-1.3250386839261168,-1.2951387534334093,-1.3250386839261103,-1.6267402582540034,-1.4231164700186407,-1.2922927235641268,-1.2807632091510206,-1.5826001570353476,-1.375936145442916,-1.4231164700186432,-1.200164547426442,-1.5022479280714853,-1.2954151870267052,-1.2001645474264495,-1.4231164700186432,-1.2001645474264477,-1.502247928071499,-1.2954151870266983,-1.2001645474264404,-1.4231164700186423,-1.2001645474264475,-1.5022479280714875,-1.2954151870267097,-1.2001645474264537
Avg Winning Trade [%],0.18400961595769277,0.19066638061294888,0.18977789718122173,0.1939909996992756,0.2050062692175048,0.17930342305895994,0.18235010555307507,0.1765437944847306,0.18268629856551283,0.20230582036822797,0.17819105714456857,0.1767795905108422,0.17297712737867849,0.18364458633021713,0.2051204041045488,0.18610211653834713,0.18089066719519004,0.18666183446884058,0.18860739607910354,0.2115328983831202,0.1841754727758428,0.17823064187195323,0.1826317891767339,0.18646965287367762,0.20936417339210892
Avg Losing Trade [%],-0.2295230935749815,-0.218933396904823,-0.24727745708998478,-0.22038280173660077,-0.2562495035758797,-0.22944627084288505,-0.25030824485895814,-0.2453670922300178,-0.25979438813934314,-0.2673224136597402,-0.24797225795955544,-0.25821817254747254,-0.2664428859743945,-0.24425459746531478,-0.26386290628594256,-0.25415784472326985,-0.24826607868273387,-0.240378274188627,-0.23684604379996477,-0.26236315594078063,-0.2704403682911928,-0.26279960366127303,-0.27584973668121965,-0.24235915900752267,-0.2766083896477915
Avg Winning Trade Duration,2 days 20:40:51.063829787,3 days 06:42:34.838709677,3 days 06:42:34.838709677,3 days 04:35:03.370786516,3 days 05:48:07.912087912,2 days 13:10:14.634146341,3 days 00:17:33.658536585,3 days 07:13:44.096385542,3 days 03:02:16.708860759,3 days 05:32:18.461538461,2 days 14:12:37.894736842,3 days 01:52:12.467532467,3 days 08:24:56.103896103,3 days 03:36:59.178082191,3 days 06:20:00,2 days 15:40:00,3 days 02:40:00,3 days 10:26:05.217391304,3 days 03:05:08.571428571,3 days 05:54:46.956521739,2 days 14:11:49.859154929,3 days 01:21:07.605633802,3 days 09:36:00,3 days 01:42:51.428571428,3 days 04:31:18.260869565
Avg Losing Trade Duration,6 days 04:53:19.999999999,6 days 02:56:50.526315789,6 days 23:04:36.923076923,6 days 11:47:47.796610169,6 days 15:51:51.864406779,6 days 06:07:03.529411764,6 days 09:36:00,6 days 16:00:00,7 days 02:24:00,6 days 10:40:00,6 days 18:22:58.723404255,6 days 05:44:20.869565217,7 days 01:40:27.906976744,6 days 18:14:24,6 days 11:04:36.923076923,6 days 23:28:00,6 days 04:54:32.727272727,7 days 05:52:00,6 days 06:30:00,6 days 21:30:00,7 days 01:12:00,7 days 01:13:50.769230769,7 days 09:13:50.769230769,6 days 13:08:34.285714285,7 days 00:33:29.302325581
Profit Factor,1.4115627082006739,1.4365242915534413,1.381580501390367,1.3345769278904702,1.2347762844147212,1.2624528434121174,1.1968027256046658,1.2468460208618712,1.1082238607078307,1.089339197744956,1.1626354616012873,1.1458019418938084,1.1612321928107194,1.0945549617259505,1.0719008889047106,1.1727782091162957,1.1935638450446295,1.190117514824329,1.160071630529498,1.1563250408454295,1.2111832812040333,1.2369103912375483,1.1872738865665717,1.2843374682748558,1.212865921185753
Expectancy,0.02337904931306939,0.030459094748027146,0.0239561312168219,0.020765397907437214,0.016057670176027883,0.013492452241662609,0.014184669684745868,0.015846953878614733,0.002681662109760355,0.0015791512247949197,0.008834686401226727,0.009418790515175551,0.010525822843155577,0.005190175102301006,0.0035503862911005213,0.011915624442597889,0.013327918293501814,0.013296077393007769,0.010951049372061455,0.01189910414332182,0.014946982651613747,0.0165692128493848,0.012918241383540183,0.020767457937680478,0.017093764964736913
Sharpe Ratio,0.13587560482428052,0.14369541025914537,0.1323813458779723,0.12020290597991447,0.10267910385340336,0.0920343333618437,0.07850152073119906,0.08879922709767592,0.05506773755633969,0.052509358952936236,0.06591864077283353,0.06228978608129917,0.06515656194221037,0.049473810864817544,0.04571409837660908,0.06770792533280529,0.07102483919295301,0.06994762137859128,0.06454475585031239,0.06801391431203149,0.07475738421117598,0.07822891672210222,0.06909769817879885,0.08901603076042118,0.08090920708890573
