,"(3, 3)","(3, 4)","(3, 5)","(3, 6)","(3, 7)","(4, 3)","(4, 4)","(4, 5)","(4, 6)","(4, 7)","(5, 3)","(5, 4)","(5, 5)","(5, 6)","(5, 7)","(6, 3)","(6, 4)","(6, 5)","(6, 6)","(6, 7)","(7, 3)","(7, 4)","(7, 5)","(7, 6)","(7, 7)"
Start,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
End,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606
Period,4597 days 00:00:00,4597 days 00:00:00,4597 days 00:00:00,4597 days 00:00:00,4597 days 00:00:00,4597 days 00:00:00,4597 days 00:00:00,4597 days 00:00:00,4597 days 00:00:00,4597 days 00:00:00,4597 days 00:00:00,4597 days 00:00:00,4597 days 00:00:00,4597 days 00:00:00,4597 days 00:00:00,4597 days 00:00:00,4597 days 00:00:00,4597 days 00:00:00,4597 days 00:00:00,4597 days 00:00:00,4597 days 00:00:00,4597 days 00:00:00,4597 days 00:00:00,4597 days 00:00:00,4597 days 00:00:00
Start Value,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
End Value,137.1585691789233,129.85770789821052,131.45207810373722,130.99785970480127,127.70914108781305,126.42015245593481,120.5752515522981,119.49651514803477,114.12225563488559,117.47992952941942,134.0593096868702,121.75201992219242,119.55976576655347,117.0947358235677,119.4901115828384,128.9753021120685,114.84994237833523,115.46411382051205,115.56411389334359,121.99593637091644,132.24018927745703,116.04061645220958,115.33985862222194,118.64233820650598,132.39251913703322
Total Return [%],37.15856917892329,29.857707898210524,31.452078103737225,30.997859704801257,27.709141087813048,26.420152455934808,20.5752515522981,19.496515148034774,14.122255634885592,17.479929529419422,34.05930968687019,21.752019922192417,19.55976576655347,17.094735823567703,19.490111582838395,28.97530211206852,14.849942378335228,15.464113820512054,15.56411389334359,21.99593637091644,32.240189277457034,16.040616452209576,15.33985862222194,18.642338206505983,32.39251913703322
Benchmark Return [%],18.488043987723923,18.488043987723923,18.488043987723923,18.488043987723923,18.488043987723923,18.488043987723923,18.488043987723923,18.488043987723923,18.488043987723923,18.488043987723923,18.488043987723923,18.488043987723923,18.488043987723923,18.488043987723923,18.488043987723923,18.488043987723923,18.488043987723923,18.488043987723923,18.488043987723923,18.488043987723923,18.488043987723923,18.488043987723923,18.488043987723923,18.488043987723923,18.488043987723923
Max Gross Exposure [%],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Total Fees Paid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max Drawdown [%],13.85720073032341,10.536594269494143,11.123433661615149,14.519947872698264,18.04463900959155,11.733334908540485,9.133714425589586,12.181943993411313,14.262068011412026,17.43923896678347,8.344535385865026,7.440870804852866,9.761853846961346,12.658523706066843,14.350159821519606,9.705034768305518,8.677478349348192,9.407387351039345,10.631940847401031,9.970066943697296,8.437167461748842,7.63032720048865,9.417290747775647,7.798030921558523,9.285057691131211
Max Drawdown Duration,1993 days 00:00:00,1993 days 00:00:00,1301 days 00:00:00,1712 days 00:00:00,1341 days 00:00:00,1467 days 00:00:00,1204 days 00:00:00,1329 days 00:00:00,1993 days 00:00:00,1301 days 00:00:00,959 days 00:00:00,1309 days 00:00:00,1331 days 00:00:00,1839 days 00:00:00,1150 days 00:00:00,1311 days 00:00:00,1992 days 00:00:00,1405 days 00:00:00,1300 days 00:00:00,1167 days 00:00:00,934 days 00:00:00,1300 days 00:00:00,1433 days 00:00:00,1229 days 00:00:00,1023 days 00:00:00
Total Trades,295,282,275,267,271,255,244,239,233,234,227,224,221,216,215,218,213,214,209,209,202,196,197,199,193
Total Closed Trades,295,282,275,267,271,255,244,239,233,234,227,224,221,216,215,218,213,214,209,209,202,196,197,199,193
Total Open Trades,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Open Trade PnL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Win Rate [%],59.66101694915255,58.86524822695035,61.09090909090909,60.2996254681648,60.147601476014756,60.0,59.42622950819673,59.41422594142259,59.227467811158796,59.401709401709404,61.67400881057269,58.92857142857143,59.72850678733032,59.72222222222222,60.46511627906976,61.00917431192661,58.21596244131455,58.87850467289719,58.85167464114832,60.28708133971292,62.37623762376238,59.693877551020414,60.913705583756354,60.30150753768844,62.17616580310881
Best Trade [%],3.5853295989856795,2.6909077195096427,3.2994367831548965,3.3523365151731017,3.4715553712047855,4.0395877725771525,2.690907719509646,5.17875517583501,2.822792194386521,3.471555371204794,4.039587772577137,2.6909077195096334,5.17875517583501,2.822792194386518,3.4715553712047957,4.039587772577137,2.690907719509646,5.17875517583501,2.6909077195096307,2.6909077195096334,4.039587772577152,2.690907719509641,3.7663610229654596,2.6909077195096405,6.700427543886126
Worst Trade [%],-3.7366376948681257,-4.4564424879219455,-4.795173784101833,-5.2820996280246035,-6.1848988209058,-3.736637694868138,-4.456442487921962,-4.795173784101842,-7.51561128105756,-5.5832048789387825,-2.894914292768847,-3.8195213660595155,-3.1811286612243257,-5.464182619551259,-5.58320487893877,-4.068637844074345,-2.7196147530311774,-3.5864013797337444,-3.7077877987804473,-3.308910126732066,-4.06863784407435,-2.719614753031176,-3.586401379733751,-3.7077877987804477,-3.3089101267320737
Avg Winning Trade [%],0.6962075103860815,0.7260667494225838,0.76799933192444,0.7643308684853222,0.7745446568763943,0.6877942918645565,0.7273954863931367,0.7359984663867584,0.742059817651593,0.7687114716895483,0.707504004312986,0.7115179690610017,0.7290270921279853,0.740291379944435,0.7782628733257485,0.7104008984186868,0.667112708938818,0.7170216949814394,0.7215113779637717,0.7473734650230426,0.7311646339234184,0.6758028841238725,0.7053055578445808,0.6996398995573277,0.7685643126165191
Avg Losing Trade [%],-0.7724425545572452,-0.8154711865240525,-0.9525261029471506,-0.9088975677922838,-0.9439694529357134,-0.7980414388909081,-0.8719494330364513,-0.8886437112798533,-0.923029234579624,-0.9391593739194207,-0.789618274505675,-0.8041699987337354,-0.8672021382881192,-0.9019403849551222,-0.9646424495419904,-0.7992784250035464,-0.772543276263422,-0.8504830282101914,-0.8515450153687567,-0.881734049829515,-0.8301171405761918,-0.8119337578733331,-0.9007183016836274,-0.8342666780278498,-0.8628244757336501
Avg Winning Trade Duration,3 days 17:43:38.181818181,3 days 15:45:32.530120481,3 days 17:34:17.142857142,3 days 21:01:07.080745341,3 days 17:22:27.239263803,3 days 22:35:17.647058823,3 days 21:40:57.931034482,4 days 00:50:42.253521126,3 days 20:20:52.173913043,3 days 21:34:57.841726618,4 days 03:56:34.285714285,4 days 03:05:27.272727272,3 days 23:27:16.363636363,4 days 04:27:54.418604651,3 days 23:48:55.384615384,4 days 12:05:24.812030075,4 days 05:36:46.451612903,4 days 00:11:25.714285714,4 days 05:16:05.853658536,4 days 01:08:34.285714285,4 days 10:05:42.857142857,4 days 01:26:09.230769230,4 days 01:48:00,3 days 17:12:00,4 days 19:48:00
Avg Losing Trade Duration,5 days 10:57:55.862068965,6 days 09:28:25.263157894,7 days 03:53:08.571428571,7 days 16:50:46.153846153,7 days 13:35:05.660377358,5 days 13:18:24.950495049,6 days 05:08:34.285714285,6 days 21:15:00,7 days 13:23:22.105263157,7 days 13:53:41.052631578,6 days 17:06:12.413793103,6 days 01:34:56.703296703,6 days 14:33:42.471910112,7 days 07:10:20.689655172,7 days 16:05:38.823529411,6 days 04:48:00,6 days 10:38:10.909090909,6 days 06:32:43.636363636,7 days 05:01:23.720930232,7 days 12:26:01.445783132,6 days 15:28:25.263157894,6 days 18:09:13.846153846,6 days 11:31:56.883116883,7 days 01:49:22.025316455,7 days 16:46:01.643835616
Profit Factor,1.3309085677123196,1.272801203551482,1.2761610649103186,1.2871065024438193,1.2378661009502931,1.2706322191529305,1.2100678437429508,1.2043920855457864,1.146662284430087,1.1725479961495504,1.4114351576046404,1.2675598983054082,1.228809116363049,1.1983314382983286,1.212670033128861,1.3582015839995254,1.2002620223465903,1.1868759724447655,1.1930368666533087,1.2629811441309666,1.4275171390674455,1.232613148505353,1.1992402102274264,1.2541062498884792,1.4223170278375554
Expectancy,0.11611678416016685,0.09906935157366487,0.10648268457421928,0.10832053370451944,0.09413729565011497,0.099817960506695,0.08022870971338864,0.07741795832306442,0.06061053920551751,0.07470055354452743,0.1500410118364326,0.09311891948086964,0.0885057274504682,0.0791422954794801,0.09065168178064359,0.13291422987187396,0.06576196999283068,0.0722622141145422,0.0744694444657587,0.10524371469338017,0.1596048974131536,0.07732926110904337,0.07786730265087283,0.09368009148997974,0.16783688672037933
Sharpe Ratio,0.5072297375594272,0.4115319342562324,0.4280625852711159,0.407622743622565,0.3750927415361109,0.39803389449213245,0.31493722045763506,0.29583828000465345,0.22485902851914877,0.266427465138157,0.4940456657108464,0.3439528430824808,0.3130976919340023,0.2759693860435083,0.3059696644082138,0.4358938004399719,0.24909133019437713,0.2675459116198517,0.2602358570384882,0.3457987260158498,0.4850445319720146,0.2725526085554604,0.27045595989762017,0.3177272521544778,0.46917486808311404
Calmar Ratio,0.18333458226807137,0.19893839241096706,0.19734049416997565,0.14924442607299798,0.10867360565051631,0.1601320606017643,0.16386402601103986,0.11691811294536897,0.07392964226870316,0.07381755457076843,0.2821716977815032,0.21166700848825576,0.1463401769505101,0.09960982882540245,0.09922247312521988,0.2102904082217862,0.12738747433678463,0.12205576062770432,0.10865171176093619,0.15959063656265723,0.26592082649841625,0.1557250010625586,0.12100921273245437,0.17524108091080437,0.2426441552196408
