,"(3, 3)","(3, 4)","(3, 5)","(3, 6)","(3, 7)","(4, 3)","(4, 4)","(4, 5)","(4, 6)","(4, 7)","(5, 3)","(5, 4)","(5, 5)","(5, 6)","(5, 7)","(6, 3)","(6, 4)","(6, 5)","(6, 6)","(6, 7)","(7, 3)","(7, 4)","(7, 5)","(7, 6)","(7, 7)"
Start,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
End,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980
Period,4970 days 00:00:00,4970 days 00:00:00,4970 days 00:00:00,4970 days 00:00:00,4970 days 00:00:00,4970 days 00:00:00,4970 days 00:00:00,4970 days 00:00:00,4970 days 00:00:00,4970 days 00:00:00,4970 days 00:00:00,4970 days 00:00:00,4970 days 00:00:00,4970 days 00:00:00,4970 days 00:00:00,4970 days 00:00:00,4970 days 00:00:00,4970 days 00:00:00,4970 days 00:00:00,4970 days 00:00:00,4970 days 00:00:00,4970 days 00:00:00,4970 days 00:00:00,4970 days 00:00:00,4970 days 00:00:00
Start Value,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
End Value,102.48956190533295,161.13284072941053,132.40195220254435,162.68193833984776,140.0991247173444,95.76015466407934,141.39576858244638,131.27832726501038,139.3184690991825,152.81840949288892,110.17494559889151,149.48037815570814,134.38089040484346,153.51360418145038,175.02701724684363,122.45930010301731,144.74094104610072,133.19540194722111,161.96396248811487,170.94146654262818,135.00479067692066,140.7672653575521,125.58019461681502,157.08045766180072,155.88060579523057
Total Return [%],2.4895619053329483,61.13284072941052,32.40195220254434,62.68193833984776,40.099124717344424,-4.239845335920663,41.39576858244638,31.278327265010393,39.31846909918251,52.81840949288892,10.174945598891512,49.48037815570814,34.38089040484344,53.51360418145038,75.02701724684361,22.459300103017313,44.74094104610073,33.1954019472211,61.96396248811489,70.94146654262816,35.00479067692066,40.767265357552105,25.58019461681502,57.08045766180071,55.88060579523055
Benchmark Return [%],3.6783998397419637,3.6783998397419637,3.6783998397419637,3.6783998397419637,3.6783998397419637,3.6783998397419637,3.6783998397419637,3.6783998397419637,3.6783998397419637,3.6783998397419637,3.6783998397419637,3.6783998397419637,3.6783998397419637,3.6783998397419637,3.6783998397419637,3.6783998397419637,3.6783998397419637,3.6783998397419637,3.6783998397419637,3.6783998397419637,3.6783998397419637,3.6783998397419637,3.6783998397419637,3.6783998397419637,3.6783998397419637
Max Gross Exposure [%],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Total Fees Paid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max Drawdown [%],30.303294015270154,17.95129041347042,26.54121583765771,26.68758877498634,30.274924158169327,29.282617540655874,20.542248530436137,21.461228101439804,26.03390651268237,24.27480640501562,25.320093866875144,20.11185019266655,21.02736655912459,22.333576779914782,16.588305106244544,20.914653351461972,24.614896565516055,23.168465642445003,22.0445108493869,17.62803145617556,13.706136773067016,20.577783649880868,19.933035247704435,21.223940845785283,17.930799284231806
Max Drawdown Duration,3609 days 00:00:00,1465 days 00:00:00,2056 days 00:00:00,1741 days 00:00:00,1741 days 00:00:00,3609 days 00:00:00,1741 days 00:00:00,1816 days 00:00:00,1741 days 00:00:00,1741 days 00:00:00,4191 days 00:00:00,2757 days 00:00:00,2995 days 00:00:00,1738 days 00:00:00,1698 days 00:00:00,1721 days 00:00:00,2654 days 00:00:00,2654 days 00:00:00,2654 days 00:00:00,2614 days 00:00:00,1788 days 00:00:00,2654 days 00:00:00,2654 days 00:00:00,1738 days 00:00:00,2637 days 00:00:00
Total Trades,316,316,318,310,303,270,280,275,271,271,247,255,248,245,247,227,238,231,226,228,208,217,209,204,207
Total Closed Trades,316,316,318,310,303,270,280,275,271,271,247,255,248,245,247,227,238,231,226,228,208,217,209,204,207
Total Open Trades,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Open Trade PnL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Win Rate [%],59.17721518987342,63.29113924050633,61.0062893081761,63.2258064516129,63.366336633663366,57.407407407407405,62.5,61.81818181818181,63.837638376383765,64.20664206642066,57.89473684210527,62.745098039215684,62.096774193548384,64.48979591836735,65.18218623481782,57.268722466960355,62.60504201680672,61.904761904761905,65.04424778761062,65.35087719298247,56.25,61.75115207373272,61.24401913875598,65.19607843137256,63.76811594202898
Best Trade [%],8.058499514925371,17.285804788088114,17.285804788088104,17.2858047880881,17.285804788088097,8.058499514925375,17.28580478808809,15.23206154764355,17.28580478808811,17.2858047880881,8.058499514925378,17.285804788088104,15.232061547643566,17.28580478808809,17.285804788088097,8.058499514925376,17.285804788088093,15.232061547643564,17.285804788088104,17.28580478808811,8.058499514925375,17.28580478808809,15.23206154764356,17.285804788088097,17.285804788088107
Worst Trade [%],-9.682365714106425,-8.907467628631464,-8.907467628631455,-16.357868327235725,-8.907467628631448,-9.682365714106433,-8.90746762863146,-8.907467628631464,-16.35786832723573,-8.907467628631462,-9.682365714106423,-14.391808157120309,-8.907467628631455,-8.907467628631444,-8.907467628631444,-9.682365714106426,-14.391808157120305,-8.907467628631455,-8.907467628631451,-8.907467628631453,-9.682365714106423,-14.391808157120305,-8.907467628631451,-8.907467628631457,-8.907467628631444
Avg Winning Trade [%],0.8893953381581752,0.9802093679170494,0.9685189577833555,1.061358041585074,1.0094141383679438,0.960221261104629,0.9682961027225135,0.9734478292628905,1.0340658914809713,1.04219085712769,0.9988384582600233,1.0177261492041039,1.0017713418100125,1.0592571368380115,1.0666415881899818,1.0780305387450215,1.0411744578315634,1.0223014172768041,1.1130996800435067,1.0950739350947492,1.1560172352756068,1.0532658031190067,1.0339077735943802,1.1291097621324102,1.112683128657337
