,"(0.5, 0.1)","(0.5, 0.2)","(0.5, 0.3)","(0.5, 0.4)","(0.5, 0.5)","(0.6, 0.1)","(0.6, 0.2)","(0.6, 0.3)","(0.6, 0.4)","(0.6, 0.5)","(0.7, 0.1)","(0.7, 0.2)","(0.7, 0.3)","(0.7, 0.4)","(0.7, 0.5)","(0.8, 0.1)","(0.8, 0.2)","(0.8, 0.3)","(0.8, 0.4)","(0.8, 0.5)","(0.9, 0.1)","(0.9, 0.2)","(0.9, 0.3)","(0.9, 0.4)","(0.9, 0.5)"
Start,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
End,3696,3696,3696,3696,3696,3696,3696,3696,3696,3696,3696,3696,3696,3696,3696,3696,3696,3696,3696,3696,3696,3696,3696,3696,3696
Period,3684 days 00:00:00,3684 days 00:00:00,3684 days 00:00:00,3684 days 00:00:00,3684 days 00:00:00,3684 days 00:00:00,3684 days 00:00:00,3684 days 00:00:00,3684 days 00:00:00,3684 days 00:00:00,3684 days 00:00:00,3684 days 00:00:00,3684 days 00:00:00,3684 days 00:00:00,3684 days 00:00:00,3684 days 00:00:00,3684 days 00:00:00,3684 days 00:00:00,3684 days 00:00:00,3684 days 00:00:00,3684 days 00:00:00,3684 days 00:00:00,3684 days 00:00:00,3684 days 00:00:00,3684 days 00:00:00
Start Value,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
End Value,97.14484863526194,97.14484863526194,98.13184604373949,100.63254690970076,100.0,97.14484863526194,97.14484863526194,98.13184604373949,100.63254690970076,102.2508744921185,97.14484863526194,97.14484863526194,98.13184604373949,99.53726162541246,99.53726162541246,97.14484863526194,97.14484863526194,98.13184604373949,99.2911345135304,99.2911345135304,97.14484863526194,97.14484863526194,98.19953067592076,98.19953067592076,98.19953067592076
Total Return [%],-2.855151364738063,-2.855151364738063,-1.868153956260514,0.6325469097007641,0.0,-2.855151364738063,-2.855151364738063,-1.868153956260514,0.6325469097007641,2.2508744921184984,-2.855151364738063,-2.855151364738063,-1.868153956260514,-0.46273837458754485,-0.46273837458754485,-2.855151364738063,-2.855151364738063,-1.868153956260514,-0.7088654864696053,-0.7088654864696053,-2.855151364738063,-2.855151364738063,-1.8004693240792446,-1.8004693240792446,-1.8004693240792446
Benchmark Return [%],2.855151364739106,2.855151364739106,2.855151364739106,2.855151364739106,2.855151364739106,2.855151364739106,2.855151364739106,2.855151364739106,2.855151364739106,2.855151364739106,2.855151364739106,2.855151364739106,2.855151364739106,2.855151364739106,2.855151364739106,2.855151364739106,2.855151364739106,2.855151364739106,2.855151364739106,2.855151364739106,2.855151364739106,2.855151364739106,2.855151364739106,2.855151364739106,2.855151364739106
Max Gross Exposure [%],100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Total Fees Paid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max Drawdown [%],35.19058214499069,35.19058214499069,34.537131828232,32.93333463214866,,35.19058214499069,35.19058214499069,34.537131828232,32.93333463214866,31.93325045591264,35.19058214499069,35.19058214499069,34.537131828232,33.62683730078356,33.62683730078356,35.19058214499069,35.19058214499069,34.537131828232,33.78457647625216,33.78457647625216,35.19058214499069,35.19058214499069,34.4927541759374,34.4927541759374,34.4927541759374
