,"(0.5, 0.1)","(0.5, 0.2)","(0.5, 0.3)","(0.5, 0.4)","(0.5, 0.5)","(0.6, 0.1)","(0.6, 0.2)","(0.6, 0.3)","(0.6, 0.4)","(0.6, 0.5)","(0.7, 0.1)","(0.7, 0.2)","(0.7, 0.3)","(0.7, 0.4)","(0.7, 0.5)","(0.8, 0.1)","(0.8, 0.2)","(0.8, 0.3)","(0.8, 0.4)","(0.8, 0.5)","(0.9, 0.1)","(0.9, 0.2)","(0.9, 0.3)","(0.9, 0.4)","(0.9, 0.5)"
Max Drawdown Duration,2358 days 00:00:00,2358 days 00:00:00,2358 days 00:00:00,2358 days 00:00:00,,2358 days 00:00:00,2358 days 00:00:00,2358 days 00:00:00,2358 days 00:00:00,2358 days 00:00:00,2358 days 00:00:00,2358 days 00:00:00,2358 days 00:00:00,2358 days 00:00:00,2358 days 00:00:00,2358 days 00:00:00,2358 days 00:00:00,2358 days 00:00:00,2358 days 00:00:00,2358 days 00:00:00,2358 days 00:00:00,2358 days 00:00:00,2358 days 00:00:00,2358 days 00:00:00,2358 days 00:00:00
Total Trades,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Total Closed Trades,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total Open Trades,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Open Trade PnL,0.0,0.0,0.0,0.0,0.0,-2.855151364738063,-2.855151364738063,-1.8681539562605138,0.6325469097007641,2.2508744921184984,-2.855151364738063,-2.855151364738063,-1.8681539562605138,-0.46273837458754485,-0.46273837458754485,-2.855151364738063,-2.855151364738063,-1.8681539562605138,-0.7088654864696053,-0.7088654864696053,-2.855151364738063,-2.855151364738063,-1.8004693240792449,-1.8004693240792449,-1.8004693240792449
Win Rate [%],0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,
Best Trade [%],-2.855151364738063,-2.855151364738063,-1.868153956260514,0.6325469097007641,,,,,,,,,,,,,,,,,,,,,
Worst Trade [%],-2.855151364738063,-2.855151364738063,-1.868153956260514,0.6325469097007641,,,,,,,,,,,,,,,,,,,,,
Avg Winning Trade [%],,,,0.6325469097007641,,,,,,,,,,,,,,,,,,,,,
Avg Losing Trade [%],-2.855151364738063,-2.855151364738063,-1.868153956260514,,,,,,,,,,,,,,,,,,,,,,
Avg Winning Trade Duration,,,,3669 days 00:00:00,,,,,,,,,,,,,,,,,,,,,
Avg Losing Trade Duration,3683 days 00:00:00,3683 days 00:00:00,3680 days 00:00:00,,,,,,,,,,,,,,,,,,,,,,
Profit Factor,0.0,0.0,0.0,inf,,,,,,,,,,,,,,,,,,,,,
Expectancy,-2.855151364738063,-2.855151364738063,-1.8681539562605138,0.6325469097007641,,,,,,,,,,,,,,,,,,,,,
Sharpe Ratio,0.08760383948692915,0.08760383948692915,0.08997704187816657,0.09707894388028664,inf,0.08760383948692915,0.08760383948692915,0.08997704187816657,0.09707894388028664,0.10251238675276772,0.08760383948692915,0.08760383948692915,0.08997704187816657,0.09378142253475977,0.09378142253475977,0.08760383948692915,0.08760383948692915,0.08997704187816657,0.09307875026111144,0.09307875026111144,0.08760383948692915,0.08760383948692915,0.0901524515894517,0.0901524515894517,0.0901524515894517
Calmar Ratio,-0.008143813139400038,-0.008143813139400038,-0.00540483648729179,0.001897562063265436,,-0.008143813139400038,-0.008143813139400038,-0.00540483648729179,0.001897562063265436,0.006913817199715532,-0.008143813139400038,-0.008143813139400038,-0.00540483648729179,-0.0013662485725966411,-0.0013662485725966411,-0.008143813139400038,-0.008143813139400038,-0.00540483648729179,-0.0020854961946960206,-0.0020854961946960206,-0.008143813139400038,-0.008143813139400038,-0.0052141027708326095,-0.0052141027708326095,-0.0052141027708326095
Omega Ratio,1.0167115229641472,1.0167115229641472,1.0171526821497674,1.0184831062069075,inf,1.0167115229641472,1.0167115229641472,1.0171526821497674,1.0184831062069075,1.0195018604079082,1.0167115229641472,1.0167115229641472,1.0171526821497674,1.017856914071704,1.017856914071704,1.0167115229641472,1.0167115229641472,1.0171526821497674,1.0177263326839727,1.0177263326839727,1.0167115229641472,1.0167115229641472,1.01717994317116,1.01717994317116,1.01717994317116
Sortino Ratio,0.12945650809791864,0.12945650809791864,0.13282600617322893,0.14293618517365161,inf,0.12945650809791864,0.12945650809791864,0.13282600617322893,0.14293618517365161,0.15069536620445062,0.12945650809791864,0.12945650809791864,0.13282600617322893,0.13823650456817646,0.13823650456817646,0.12945650809791864,0.12945650809791864,0.13282600617322893,0.13723769047043888,0.13723769047043888,0.12945650809791864,0.12945650809791864,0.13307481351496434,0.13307481351496434,0.13307481351496434
