,"(0.5, 0.1)","(0.5, 0.2)","(0.5, 0.3)","(0.5, 0.4)","(0.5, 0.5)","(0.6, 0.1)","(0.6, 0.2)","(0.6, 0.3)","(0.6, 0.4)","(0.6, 0.5)","(0.7, 0.1)","(0.7, 0.2)","(0.7, 0.3)","(0.7, 0.4)","(0.7, 0.5)","(0.8, 0.1)","(0.8, 0.2)","(0.8, 0.3)","(0.8, 0.4)","(0.8, 0.5)","(0.9, 0.1)","(0.9, 0.2)","(0.9, 0.3)","(0.9, 0.4)","(0.9, 0.5)"
Start,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
End,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606
Period,4597 days 00:00:00,4597 days 00:00:00,4597 days 00:00:00,4597 days 00:00:00,4597 days 00:00:00,4597 days 00:00:00,4597 days 00:00:00,4597 days 00:00:00,4597 days 00:00:00,4597 days 00:00:00,4597 days 00:00:00,4597 days 00:00:00,4597 days 00:00:00,4597 days 00:00:00,4597 days 00:00:00,4597 days 00:00:00,4597 days 00:00:00,4597 days 00:00:00,4597 days 00:00:00,4597 days 00:00:00,4597 days 00:00:00,4597 days 00:00:00,4597 days 00:00:00,4597 days 00:00:00,4597 days 00:00:00
Start Value,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
End Value,81.51195601227671,81.51195601227671,81.51195601227671,81.51195601227671,100.0,81.51195601227671,81.51195601227671,81.51195601227671,81.51195601227671,80.68969860190343,81.51195601227671,81.51195601227671,81.51195601227671,81.51195601227671,80.5374357646286,81.51195601227671,81.51195601227671,81.51195601227671,81.51195601227671,80.5374357646286,81.51195601227671,81.51195601227671,81.51195601227671,81.51195601227671,81.21122483506609
Total Return [%],-18.488043987723287,-18.488043987723287,-18.488043987723287,-18.488043987723287,0.0,-18.488043987723287,-18.488043987723287,-18.488043987723287,-18.488043987723287,-19.31030139809657,-18.488043987723287,-18.488043987723287,-18.488043987723287,-18.488043987723287,-19.462564235371403,-18.488043987723287,-18.488043987723287,-18.488043987723287,-18.488043987723287,-19.462564235371403,-18.488043987723287,-18.488043987723287,-18.488043987723287,-18.488043987723287,-18.78877516493391
Benchmark Return [%],18.488043987723923,18.488043987723923,18.488043987723923,18.488043987723923,18.488043987723923,18.488043987723923,18.488043987723923,18.488043987723923,18.488043987723923,18.488043987723923,18.488043987723923,18.488043987723923,18.488043987723923,18.488043987723923,18.488043987723923,18.488043987723923,18.488043987723923,18.488043987723923,18.488043987723923,18.488043987723923,18.488043987723923,18.488043987723923,18.488043987723923,18.488043987723923,18.488043987723923
Max Gross Exposure [%],100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Total Fees Paid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max Drawdown [%],47.60894468401361,47.60894468401361,47.60894468401361,47.60894468401361,,47.60894468401361,47.60894468401361,47.60894468401361,47.60894468401361,48.16491622997196,47.60894468401361,47.60894468401361,47.60894468401361,47.60894468401361,48.268443825541894,47.60894468401361,47.60894468401361,47.60894468401361,47.60894468401361,48.268443825541894,47.60894468401361,47.60894468401361,47.60894468401361,47.60894468401361,47.811679788407034
Max Drawdown Duration,4249 days 00:00:00,4249 days 00:00:00,4249 days 00:00:00,4249 days 00:00:00,,4249 days 00:00:00,4249 days 00:00:00,4249 days 00:00:00,4249 days 00:00:00,4249 days 00:00:00,4249 days 00:00:00,4249 days 00:00:00,4249 days 00:00:00,4249 days 00:00:00,4249 days 00:00:00,4249 days 00:00:00,4249 days 00:00:00,4249 days 00:00:00,4249 days 00:00:00,4249 days 00:00:00,4249 days 00:00:00,4249 days 00:00:00,4249 days 00:00:00,4249 days 00:00:00,4249 days 00:00:00
Total Trades,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Total Closed Trades,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total Open Trades,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Open Trade PnL,-18.488043987723287,-18.488043987723287,-18.488043987723287,-18.488043987723287,0.0,-18.488043987723287,-18.488043987723287,-18.488043987723287,-18.488043987723287,-19.31030139809657,-18.488043987723287,-18.488043987723287,-18.488043987723287,-18.488043987723287,-19.462564235371403,-18.488043987723287,-18.488043987723287,-18.488043987723287,-18.488043987723287,-19.462564235371403,-18.488043987723287,-18.488043987723287,-18.488043987723287,-18.488043987723287,-18.78877516493391
Win Rate [%],,,,,,,,,,,,,,,,,,,,,,,,,
Best Trade [%],,,,,,,,,,,,,,,,,,,,,,,,,
Worst Trade [%],,,,,,,,,,,,,,,,,,,,,,,,,
Avg Winning Trade [%],,,,,,,,,,,,,,,,,,,,,,,,,
Avg Losing Trade [%],,,,,,,,,,,,,,,,,,,,,,,,,
Avg Winning Trade Duration,,,,,,,,,,,,,,,,,,,,,,,,,
Avg Losing Trade Duration,,,,,,,,,,,,,,,,,,,,,,,,,
Profit Factor,,,,,,,,,,,,,,,,,,,,,,,,,
Expectancy,,,,,,,,,,,,,,,,,,,,,,,,,
Sharpe Ratio,-0.061187824581151934,-0.061187824581151934,-0.061187824581151934,-0.061187824581151934,inf,-0.061187824581151934,-0.061187824581151934,-0.061187824581151934,-0.061187824581151934,-0.06430104520562564,-0.061187824581151934,-0.061187824581151934,-0.061187824581151934,-0.061187824581151934,-0.06481813888365379,-0.061187824581151934,-0.061187824581151934,-0.061187824581151934,-0.061187824581151934,-0.06481813888365379,-0.061187824581151934,-0.061187824581151934,-0.061187824581151934,-0.061187824581151934,-0.06242623485811303
Calmar Ratio,-0.03381695299434787,-0.03381695299434787,-0.03381695299434787,-0.03381695299434787,,-0.03381695299434787,-0.03381695299434787,-0.03381695299434787,-0.03381695299434787,-0.035070405012415415,-0.03381695299434787,-0.03381695299434787,-0.03381695299434787,-0.03381695299434787,-0.03530061363225699,-0.03381695299434787,-0.03381695299434787,-0.03381695299434787,-0.03381695299434787,-0.03530061363225699,-0.03381695299434787,-0.03381695299434787,-0.03381695299434787,-0.03381695299434787,-0.034277412409838705
Omega Ratio,0.9905707649865676,0.9905707649865676,0.9905707649865676,0.9905707649865676,inf,0.9905707649865676,0.9905707649865676,0.9905707649865676,0.9905707649865676,0.9900721237485153,0.9905707649865676,0.9905707649865676,0.9905707649865676,0.9905707649865676,0.9899933843166626,0.9905707649865676,0.9905707649865676,0.9905707649865676,0.9905707649865676,0.9899933843166626,0.9905707649865676,0.9905707649865676,0.9905707649865676,0.9905707649865676,0.9903725406363778
Sortino Ratio,-0.0870532871871463,-0.0870532871871463,-0.0870532871871463,-0.0870532871871463,inf,-0.0870532871871463,-0.0870532871871463,-0.0870532871871463,-0.0870532871871463,-0.09149878433588743,-0.0870532871871463,-0.0870532871871463,-0.0870532871871463,-0.0870532871871463,-0.09223837496474897,-0.0870532871871463,-0.0870532871871463,-0.0870532871871463,-0.0870532871871463,-0.09223837496474897,-0.0870532871871463,-0.0870532871871463,-0.0870532871871463,-0.0870532871871463,-0.0888139155753718
