,"(0.5, 0.1)","(0.5, 0.2)","(0.5, 0.3)","(0.5, 0.4)","(0.5, 0.5)","(0.6, 0.1)","(0.6, 0.2)","(0.6, 0.3)","(0.6, 0.4)","(0.6, 0.5)","(0.7, 0.1)","(0.7, 0.2)","(0.7, 0.3)","(0.7, 0.4)","(0.7, 0.5)","(0.8, 0.1)","(0.8, 0.2)","(0.8, 0.3)","(0.8, 0.4)","(0.8, 0.5)","(0.9, 0.1)","(0.9, 0.2)","(0.9, 0.3)","(0.9, 0.4)","(0.9, 0.5)"
Start,3743,3743,3743,3743,3743,3743,3743,3743,3743,3743,3743,3743,3743,3743,3743,3743,3743,3743,3743,3743,3743,3743,3743,3743,3743
End,5347,5347,5347,5347,5347,5347,5347,5347,5347,5347,5347,5347,5347,5347,5347,5347,5347,5347,5347,5347,5347,5347,5347,5347,5347
Period,1605 days 00:00:00,1605 days 00:00:00,1605 days 00:00:00,1605 days 00:00:00,1605 days 00:00:00,1605 days 00:00:00,1605 days 00:00:00,1605 days 00:00:00,1605 days 00:00:00,1605 days 00:00:00,1605 days 00:00:00,1605 days 00:00:00,1605 days 00:00:00,1605 days 00:00:00,1605 days 00:00:00,1605 days 00:00:00,1605 days 00:00:00,1605 days 00:00:00,1605 days 00:00:00,1605 days 00:00:00,1605 days 00:00:00,1605 days 00:00:00,1605 days 00:00:00,1605 days 00:00:00,1605 days 00:00:00
Start Value,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
End Value,102.21149396069832,102.21149396069832,102.21149396069832,102.21149396069832,100.0,102.21149396069832,102.21149396069832,102.21149396069832,102.21149396069832,105.23234527502002,102.21149396069832,102.21149396069832,102.21149396069832,102.21149396069832,104.05342027395176,103.594837557063,103.594837557063,103.594837557063,103.594837557063,103.594837557063,104.03299185379906,104.03299185379906,104.03299185379906,104.03299185379906,104.03299185379906
Total Return [%],2.21149396069832,2.21149396069832,2.21149396069832,2.21149396069832,0.0,2.21149396069832,2.21149396069832,2.21149396069832,2.21149396069832,5.232345275020023,2.21149396069832,2.21149396069832,2.21149396069832,2.21149396069832,4.053420273951758,3.594837557063002,3.594837557063002,3.594837557063002,3.594837557063002,3.594837557063002,4.032991853799061,4.032991853799061,4.032991853799061,4.032991853799061,4.032991853799061
Benchmark Return [%],-4.032991853798262,-4.032991853798262,-4.032991853798262,-4.032991853798262,-4.032991853798262,-4.032991853798262,-4.032991853798262,-4.032991853798262,-4.032991853798262,-4.032991853798262,-4.032991853798262,-4.032991853798262,-4.032991853798262,-4.032991853798262,-4.032991853798262,-4.032991853798262,-4.032991853798262,-4.032991853798262,-4.032991853798262,-4.032991853798262,-4.032991853798262,-4.032991853798262,-4.032991853798262,-4.032991853798262,-4.032991853798262
Max Gross Exposure [%],100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Total Fees Paid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max Drawdown [%],14.01240162669534,14.01240162669534,14.01240162669534,14.01240162669534,,14.01240162669534,14.01240162669534,14.01240162669534,14.01240162669534,13.208613278134857,14.01240162669534,14.01240162669534,14.01240162669534,14.01240162669534,13.517021011897368,13.63878958352128,13.63878958352128,13.63878958352128,13.63878958352128,13.63878958352128,13.522423693271737,13.522423693271737,13.522423693271737,13.522423693271737,13.522423693271737
Max Drawdown Duration,654 days 00:00:00,654 days 00:00:00,654 days 00:00:00,654 days 00:00:00,,654 days 00:00:00,654 days 00:00:00,654 days 00:00:00,654 days 00:00:00,654 days 00:00:00,654 days 00:00:00,654 days 00:00:00,654 days 00:00:00,654 days 00:00:00,654 days 00:00:00,654 days 00:00:00,654 days 00:00:00,654 days 00:00:00,654 days 00:00:00,654 days 00:00:00,654 days 00:00:00,654 days 00:00:00,654 days 00:00:00,654 days 00:00:00,654 days 00:00:00
Total Trades,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Total Closed Trades,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total Open Trades,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Open Trade PnL,2.21149396069832,2.21149396069832,2.21149396069832,2.21149396069832,0.0,2.21149396069832,2.21149396069832,2.21149396069832,2.21149396069832,5.232345275020023,2.21149396069832,2.21149396069832,2.21149396069832,2.21149396069832,4.053420273951758,3.594837557063002,3.594837557063002,3.594837557063002,3.594837557063002,3.594837557063002,4.032991853799061,4.032991853799061,4.032991853799061,4.032991853799061,4.032991853799061
Win Rate [%],,,,,,,,,,,,,,,,,,,,,,,,,
Best Trade [%],,,,,,,,,,,,,,,,,,,,,,,,,
Worst Trade [%],,,,,,,,,,,,,,,,,,,,,,,,,
Avg Winning Trade [%],,,,,,,,,,,,,,,,,,,,,,,,,
Avg Losing Trade [%],,,,,,,,,,,,,,,,,,,,,,,,,
Avg Winning Trade Duration,,,,,,,,,,,,,,,,,,,,,,,,,
Avg Losing Trade Duration,,,,,,,,,,,,,,,,,,,,,,,,,
Profit Factor,,,,,,,,,,,,,,,,,,,,,,,,,
Expectancy,,,,,,,,,,,,,,,,,,,,,,,,,
Sharpe Ratio,0.10011883003596429,0.10011883003596429,0.10011883003596429,0.10011883003596429,inf,0.10011883003596429,0.10011883003596429,0.10011883003596429,0.10011883003596429,0.17931784455926553,0.10011883003596429,0.10011883003596429,0.10011883003596429,0.10011883003596429,0.14737385374780837,0.13511529202723002,0.13511529202723002,0.13511529202723002,0.13511529202723002,0.13511529202723002,0.14653770940569516,0.14653770940569516,0.14653770940569516,0.14653770940569516,0.14653770940569516
Calmar Ratio,0.035588781468204905,0.035588781468204905,0.035588781468204905,0.035588781468204905,,0.035588781468204905,0.035588781468204905,0.035588781468204905,0.035588781468204905,0.08831943224779508,0.035588781468204905,0.035588781468204905,0.035588781468204905,0.035588781468204905,0.06715299306273366,0.0591255048515801,0.0591255048515801,0.0591255048515801,0.0591255048515801,0.0591255048515801,0.06679296769611158,0.06679296769611158,0.06679296769611158,0.06679296769611158,0.06679296769611158
Omega Ratio,1.014306487796219,1.014306487796219,1.014306487796219,1.014306487796219,inf,1.014306487796219,1.014306487796219,1.014306487796219,1.014306487796219,1.0259336624365205,1.014306487796219,1.014306487796219,1.014306487796219,1.014306487796219,1.0212387272938723,1.0193320179488248,1.0193320179488248,1.0193320179488248,1.0193320179488248,1.0193320179488248,1.0209689956777608,1.0209689956777608,1.0209689956777608,1.0209689956777608,1.0209689956777608
Sortino Ratio,0.14849714074385484,0.14849714074385484,0.14849714074385484,0.14849714074385484,inf,0.14849714074385484,0.14849714074385484,0.14849714074385484,0.14849714074385484,0.2667861377780814,0.14849714074385484,0.14849714074385484,0.14849714074385484,0.14849714074385484,0.21889940245344058,0.20065952012269525,0.20065952012269525,0.20065952012269525,0.20065952012269525,0.20065952012269525,0.21765032678979068,0.21765032678979068,0.21765032678979068,0.21765032678979068,0.21765032678979068
