Price,Adj Close,Adj Close,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
Ticker,EUR,USD,EUR,USD,EUR,USD,EUR,USD,EUR,USD,EUR,USD
Date,,,,,,,,,,,,
2007-04-03,,2.4413886070251465,,2.8062500953674316,,2.808332920074463,,2.766666889190674,,2.766666889190674,,55200
2007-04-04,,2.4758265018463135,,2.8458330631256104,,2.847917079925537,,2.829166889190674,,2.829166889190674,,62400
2007-04-05,,2.5066370964050293,,2.8812499046325684,,2.8812499046325684,,2.8666670322418213,,2.875,,72000
2007-04-09,,2.5247623920440674,,2.902082920074463,,2.922916889190674,,2.8833329677581787,,2.90958309173584,,52800
2007-04-10,,2.5849361419677734,,2.971250057220459,,2.971250057220459,,2.9058330059051514,,2.9058330059051514,,64800
2007-04-11,,2.5410749912261963,,2.920833110809326,,2.977916955947876,,2.915416955947876,,2.977916955947876,,256800
2007-04-12,,2.5762369632720947,,2.961250066757202,,2.961250066757202,,2.9083330631256104,,2.9083330631256104,,26400
2007-04-13,,2.558474063873291,,2.94083309173584,,2.94083309173584,,2.930833101272583,,2.930833101272583,,57600
2007-04-16,,2.584211826324463,,2.970417022705078,,2.994999885559082,,2.964582920074463,,2.964582920074463,,141600
2007-04-17,,2.6171979904174805,,3.0083329677581787,,3.0133330821990967,,2.9941670894622803,,2.9962499141693115,,182400
2007-04-18,,2.725944757461548,,3.1333329677581787,,3.1575000286102295,,3.0824999809265137,,3.0891671180725098,,271200
2007-04-19,,2.7904696464538574,,3.2074999809265137,,3.2370829582214355,,3.0833330154418945,,3.0883328914642334,,240000
2007-04-20,,2.8136699199676514,,3.2341670989990234,,3.2816669940948486,,3.1854169368743896,,3.2816669940948486,,84000
2007-04-23,,2.7745201587677,,3.189167022705078,,3.2083330154418945,,3.177500009536743,,3.2083330154418945,,64800
2007-04-24,,2.9017555713653564,,3.3354170322418213,,3.3745830059051514,,3.2674999237060547,,3.3062500953674316,,530400
2007-04-25,,2.974255084991455,,3.418750047683716,,3.418750047683716,,3.327083110809326,,3.3550000190734863,,199200
2007-04-26,,2.9434406757354736,,3.3833329677581787,,3.412916898727417,,3.3591670989990234,,3.396250009536743,,364800
2007-04-27,,2.885443687438965,,3.316667079925537,,3.368333101272583,,3.2916669845581055,,3.356250047683716,,237600
2007-04-30,,2.809319496154785,,3.2291669845581055,,3.305000066757202,,3.2291669845581055,,3.2750000953674316,,432000
2007-05-01,,2.8386824131011963,,3.2629170417785645,,3.2629170417785645,,3.157917022705078,,3.221250057220459,,110400
2007-05-02,,2.8698554039001465,,3.2987499237060547,,3.3308329582214355,,3.2733330726623535,,3.2754170894622803,,240000
2007-05-03,,2.88036847114563,,3.310832977294922,,3.3712499141693115,,3.310832977294922,,3.3358330726623535,,208800
2007-05-04,,2.9318418502807617,,3.369999885559082,,3.3808329105377197,,3.3262500762939453,,3.3450000286102295,,69600
2007-05-07,,2.9187920093536377,,3.3550000190734863,,3.3908329010009766,,3.3550000190734863,,3.37833309173584,,57600
2007-05-08,,2.919517755508423,,3.355833053588867,,3.355833053588867,,3.296250104904175,,3.3204169273376465,,16800
2007-05-09,,3.035151720046997,,3.4887499809265137,,3.4916670322418213,,3.365833044052124,,3.365833044052124,,117600
2007-05-10,,2.9325671195983887,,3.370832920074463,,3.501667022705078,,3.3383328914642334,,3.4674999713897705,,340800
2007-05-11,,3.0115911960601807,,3.461667060852051,,3.461667060852051,,3.390000104904175,,3.417917013168335,,326400
2007-05-14,,2.974978446960449,,3.4195830821990967,,3.494999885559082,,3.399583101272583,,3.4870829582214355,,218400
2007-05-15,,2.907555341720581,,3.342082977294922,,3.420833110809326,,3.336250066757202,,3.3949999809265137,,242400
2007-05-16,,2.9166176319122314,,3.3524999618530273,,3.3524999618530273,,3.2816669940948486,,3.3324999809265137,,96000
2007-05-17,,2.8829050064086914,,3.3137500286102295,,3.3550000190734863,,3.3137500286102295,,3.3550000190734863,,67200
2007-05-18,,2.9028429985046387,,3.336667060852051,,3.376667022705078,,3.2966670989990234,,3.376667022705078,,79200
2007-05-21,,2.886530637741089,,3.3179171085357666,,3.4220829010009766,,3.3145830631256104,,3.3483328819274902,,184800
2007-05-22,,2.944528579711914,,3.384582996368408,,3.413332939147949,,3.34708309173584,,3.350832939147949,,153600
2007-05-23,,2.8542685508728027,,3.2808330059051514,,3.367917060852051,,3.2808330059051514,,3.363332986831665,,165600
2007-05-24,,2.724858045578003,,3.132082939147949,,3.2699999809265137,,3.1112499237060547,,3.254167079925537,,465600
2007-05-25,,2.7676334381103516,,3.1812500953674316,,3.206666946411133,,3.162916898727417,,3.191667079925537,,72000
2007-05-29,,2.809319496154785,,3.2291669845581055,,3.235832929611206,,3.2274999618530273,,3.2274999618530273,,136800
2007-05-30,,2.7759695053100586,,3.19083309173584,,3.194999933242798,,3.1583330631256104,,3.1700000762939453,,288000
2007-05-31,,2.8506433963775635,,3.2766671180725098,,3.2766671180725098,,3.228749990463257,,3.245832920074463,,100800
2007-06-01,,2.901392698287964,,3.3350000381469727,,3.3645830154418945,,3.3145830631256104,,3.3145830631256104,,235200
2007-06-04,,2.8908815383911133,,3.3229169845581055,,3.3545830249786377,,3.297916889190674,,3.297916889190674,,232800
2007-06-05,,2.847742795944214,,3.2733330726623535,,3.3020830154418945,,3.232917070388794,,3.3020830154418945,,163200
2007-06-06,,2.7915573120117188,,3.208750009536743,,3.2520830631256104,,3.180833101272583,,3.2520830631256104,,232800
2007-06-07,,2.6788227558135986,,3.079166889190674,,3.165416955947876,,3.079166889190674,,3.165416955947876,,300000
2007-06-08,,2.8227312564849854,,3.2445828914642334,,3.2445828914642334,,3.105833053588867,,3.1337499618530273,,616800
2007-06-11,,2.8071444034576416,,3.2266669273376465,,3.257082939147949,,3.2249999046325684,,3.2504169940948486,,165600
2007-06-12,,2.7890193462371826,,3.2058329582214355,,3.240000009536743,,3.1716670989990234,,3.174999952316284,,184800
2007-06-13,,2.8742058277130127,,3.3037500381469727,,3.305833101272583,,3.242917060852051,,3.2725000381469727,,158400
2007-06-14,,2.973529577255249,,3.417917013168335,,3.451667070388794,,3.3333330154418945,,3.3333330154418945,,182400
2007-06-15,,3.1051137447357178,,3.569166898727417,,3.5754170417785645,,3.5083329677581787,,3.552500009536743,,511200
2007-06-18,,3.112363815307617,,3.577500104904175,,3.588749885559082,,3.518749952316284,,3.5737500190734863,,388800
2007-06-19,,3.061976671218872,,3.519582986831665,,3.538332939147949,,3.483333110809326,,3.5208330154418945,,153600
2007-06-20,,3.030078411102295,,3.482917070388794,,3.569999933242798,,3.482917070388794,,3.546250104904175,,362400
2007-06-21,,3.1913864612579346,,3.668333053588867,,3.668333053588867,,3.5399999618530273,,3.5399999618530273,,494400
2007-06-22,,3.10040020942688,,3.5637500286102295,,3.646250009536743,,3.5358328819274902,,3.6433329582214355,,602400
2007-06-25,,3.0239145755767822,,3.475832939147949,,3.5804169178009033,,3.446666955947876,,3.56583309173584,,772800
2007-06-26,,2.983983278274536,,3.418750047683716,,3.4791669845581055,,3.40625,,3.4791669845581055,,139200
2007-06-27,,3.1149070262908936,,3.5687499046325684,,3.571666955947876,,3.3854169845581055,,3.3854169845581055,,525600
2007-06-28,,3.0970864295959473,,3.548332929611206,,3.5999999046325684,,3.5366671085357666,,3.577083110809326,,343200
2007-06-29,,3.054900884628296,,3.5,,3.582082986831665,,3.480833053588867,,3.5670828819274902,,295200
2007-07-02,,3.131272554397583,,3.5875000953674316,,3.592916965484619,,3.512083053588867,,3.5516669750213623,,489600
2007-07-03,,3.1676411628723145,,3.629167079925537,,3.632082939147949,,3.6070830821990967,,3.6187500953674316,,259200
2007-07-05,,3.1858251094818115,,3.6500000953674316,,3.6500000953674316,,3.6016669273376465,,3.625,,153600
2007-07-06,,3.2323741912841797,,3.7033329010009766,,3.7174999713897705,,3.652082920074463,,3.6741669178009033,,139200
2007-07-09,,3.2862002849578857,,3.765000104904175,,3.7774999141693115,,3.71541690826416,,3.7345829010009766,,444000
2007-07-10,,3.2516510486602783,,3.725416898727417,,3.785417079925537,,3.711667060852051,,3.719583034515381,,446400
2007-07-11,,3.220737934112549,,3.690000057220459,,3.7208330631256104,,3.6558330059051514,,3.7208330631256104,,355200
2007-07-12,,3.453855276107788,,3.957082986831665,,3.957082986831665,,3.717082977294922,,3.7445828914642334,,1027200
2007-07-13,,3.44258189201355,,3.944166898727417,,3.9674999713897705,,3.901249885559082,,3.959583044052124,,297600
2007-07-16,,3.440399408340454,,3.941667079925537,,3.977916955947876,,3.922499895095825,,3.941667079925537,,400800
2007-07-17,,3.571687698364258,,4.092082977294922,,4.176249980926514,,3.9920830726623535,,3.9920830726623535,,1020000
2007-07-18,,3.3982133865356445,,3.8933329582214355,,3.9337499141693115,,3.819999933242798,,3.9337499141693115,,1250400
2007-07-19,,3.453127861022949,,3.956249952316284,,3.9604170322418213,,3.8979170322418213,,3.944166898727417,,518400
2007-07-20,,3.331296443939209,,3.816667079925537,,3.9558329582214355,,3.8120830059051514,,3.9558329582214355,,739200
2007-07-23,,3.3422069549560547,,3.829166889190674,,3.90625,,3.827083110809326,,3.859999895095825,,295200
2007-07-24,,3.217827796936035,,3.686666965484619,,3.8016669750213623,,3.668333053588867,,3.7200000286102295,,1346400
2007-07-25,,3.22910213470459,,3.699583053588867,,3.766249895095825,,3.6620829105377197,,3.7629170417785645,,933600
2007-07-26,,3.107633590698242,,3.5604169368743896,,3.719583034515381,,3.4404170513153076,,3.6358330249786377,,1603200
2007-07-27,,3.015623092651367,,3.4549999237060547,,3.5933330059051514,,3.446666955947876,,3.5399999618530273,,600000
2007-07-30,,3.1065430641174316,,3.55916690826416,,3.612916946411133,,3.47208309173584,,3.487499952316284,,885600
2007-07-31,,3.0254414081573486,,3.466249942779541,,3.6504170894622803,,3.4504170417785645,,3.641249895095825,,998400
2007-08-01,,3.038898229598999,,3.4816670417785645,,3.5,,3.30916690826416,,3.454166889190674,,804000
2007-08-02,,3.065446615219116,,3.512083053588867,,3.518749952316284,,3.4066669940948486,,3.472917079925537,,453600
2007-08-03,,2.9167027473449707,,3.3416669368743896,,3.512500047683716,,3.3416669368743896,,3.512500047683716,,412800
2007-08-06,,2.96579909324646,,3.3979170322418213,,3.3979170322418213,,3.291249990463257,,3.3687500953674316,,664800
2007-08-07,,2.9894378185272217,,3.424999952316284,,3.4583330154418945,,3.2916669845581055,,3.382499933242798,,758400
2007-08-08,,3.089812755584717,,3.5399999618530273,,3.6145830154418945,,3.4579169750213623,,3.4741671085357666,,984000
2007-08-09,,3.0261693000793457,,3.467082977294922,,3.5958330631256104,,3.4170830249786377,,3.4816670417785645,,1512000
2007-08-10,,3.0094408988952637,,3.4479169845581055,,3.4766669273376465,,3.3208329677581787,,3.331249952316284,,508800
2007-08-13,,3.003985643386841,,3.441667079925537,,3.490000009536743,,3.4354169368743896,,3.4583330154418945,,936000
2007-08-14,,2.905064105987549,,3.3283329010009766,,3.4708330631256104,,3.325000047683716,,3.4370830059051514,,1797600
2007-08-15,,2.7639577388763428,,3.1666669845581055,,3.3208329677581787,,3.1666669845581055,,3.2579169273376465,,1324800
2007-08-16,,2.7275891304016113,,3.125,,3.1845829486846924,,2.933332920074463,,3.1666669845581055,,4322400
2007-08-17,,2.8628783226013184,,3.2799999713897705,,3.5416669845581055,,3.1666669845581055,,3.5416669845581055,,1980000
2007-08-20,,2.9272491931915283,,3.353749990463257,,3.3908329010009766,,3.2833330631256104,,3.322499990463257,,314400
2007-08-21,,2.9308857917785645,,3.357917070388794,,3.3924999237060547,,3.334583044052124,,3.334583044052124,,415200
2007-08-22,,2.993075370788574,,3.4291670322418213,,3.4420828819274902,,3.3833329677581787,,3.420833110809326,,151200
2007-08-23,,2.970163583755493,,3.40291690826416,,3.449583053588867,,3.362916946411133,,3.444582939147949,,261600
2007-08-24,,3.0421721935272217,,3.485416889190674,,3.490417003631592,,3.369999885559082,,3.369999885559082,,398400
2007-08-27,,2.984710216522217,,3.4195830821990967,,3.447082996368408,,3.4083330631256104,,3.447082996368408,,194400
2007-08-28,,2.8308732509613037,,3.243333101272583,,3.365833044052124,,3.2395830154418945,,3.363332986831665,,242400
2007-08-29,,3.0236244201660156,,3.4641671180725098,,3.46875,,3.325000047683716,,3.342082977294922,,168000
2007-08-30,,3.0363521575927734,,3.478749990463257,,3.547499895095825,,3.433332920074463,,3.433332920074463,,422400
2007-08-31,,3.1527297496795654,,3.6120829582214355,,3.6191670894622803,,3.5420830249786377,,3.563333034515381,,261600
2007-09-04,,3.268378734588623,,3.7445828914642334,,3.8012499809265137,,3.6404170989990234,,3.6404170989990234,,782400
2007-09-05,,3.201098918914795,,3.6675000190734863,,3.706666946411133,,3.623332977294922,,3.696666955947876,,446400
2007-09-06,,3.2556514739990234,,3.7300000190734863,,3.7362499237060547,,3.643749952316284,,3.6920828819274902,,520800
2007-09-07,,3.0930864810943604,,3.543750047683716,,3.5858330726623535,,3.4774999618530273,,3.5654170513153076,,4056000
2007-09-10,,3.090177059173584,,3.540416955947876,,3.6583330631256104,,3.4970829486846924,,3.641249895095825,,722400
2007-09-11,,3.1690948009490967,,3.6308329105377197,,3.668333053588867,,3.547916889190674,,3.5625,,1161600
2007-09-12,,3.075993299484253,,3.524167060852051,,3.6408329010009766,,3.50333309173584,,3.5875000953674316,,902400
2007-09-13,,3.039262533187866,,3.4820830821990967,,3.5299999713897705,,3.476249933242798,,3.5291669368743896,,592800
2007-09-14,,2.993075370788574,,3.4291670322418213,,3.462083101272583,,3.394582986831665,,3.3958330154418945,,1802400
2007-09-17,,2.9818012714385986,,3.416249990463257,,3.4166669845581055,,3.373332977294922,,3.4149999618530273,,235200
2007-09-18,,3.1054515838623047,,3.5579171180725098,,3.5883328914642334,,3.4216670989990234,,3.4429171085357666,,1812000
2007-09-19,,3.1632771492004395,,3.624166965484619,,3.6904170513153076,,3.59041690826416,,3.617500066757202,,998400
2007-09-20,,3.1785500049591064,,3.641666889190674,,3.6745829582214355,,3.606250047683716,,3.619999885559082,,480000
2007-09-21,,3.2141916751861572,,3.682499885559082,,3.7249999046325684,,3.6795830726623535,,3.6795830726623535,,288000
2007-09-24,,3.1934609413146973,,3.658750057220459,,3.7391669750213623,,3.637500047683716,,3.700000047683716,,432000
2007-09-25,,3.216764211654663,,3.6812500953674316,,3.694999933242798,,3.6141669750213623,,3.6141669750213623,,350400
2007-09-26,,3.226959466934204,,3.6929171085357666,,3.7916669845581055,,3.666249990463257,,3.754167079925537,,799200
2007-09-27,,3.232783794403076,,3.699583053588867,,3.7437500953674316,,3.6933329105377197,,3.7241671085357666,,403200
2007-09-28,,3.208754301071167,,3.6720829010009766,,3.733333110809326,,3.6691670417785645,,3.7083330154418945,,288000
2007-10-01,,3.324535608291626,,3.8045830726623535,,3.8375000953674316,,3.731250047683716,,3.731250047683716,,247200
2007-10-02,,3.3238072395324707,,3.8037500381469727,,3.8416669368743896,,3.7708330154418945,,3.829582929611206,,1116000
2007-10-03,,3.1949174404144287,,3.65625,,3.8020830154418945,,3.6116669178009033,,3.8020830154418945,,849600
2007-10-04,,3.184723377227783,,3.644582986831665,,3.653749942779541,,3.59375,,3.653749942779541,,333600
2007-10-05,,3.24625563621521,,3.7149999141693115,,3.75,,3.657917022705078,,3.7129170894622803,,2402400
2007-10-08,,3.254629611968994,,3.7245829105377197,,3.75,,3.69083309173584,,3.69083309173584,,712800
2007-10-09,,3.2338764667510986,,3.7008330821990967,,3.725416898727417,,3.625,,3.725416898727417,,1000800
2007-10-10,,3.2265946865081787,,3.692500114440918,,3.702500104904175,,3.6354169845581055,,3.692500114440918,,316800
2007-10-11,,3.0933358669281006,,3.5399999618530273,,3.7387499809265137,,3.485416889190674,,3.7083330154418945,,996000
2007-10-12,,3.1352081298828125,,3.5879170894622803,,3.625,,3.577083110809326,,3.583750009536743,,470400
2007-10-15,,3.1741650104522705,,3.632499933242798,,3.6645829677581787,,3.5924999713897705,,3.6404170989990234,,547200
2007-10-16,,3.1304738521575928,,3.5824999809265137,,3.6516671180725098,,3.563333034515381,,3.586667060852051,,650400
2007-10-17,,3.291038990020752,,3.766249895095825,,3.802500009536743,,3.694582939147949,,3.802500009536743,,1192800
2007-10-18,,3.304511070251465,,3.7816669940948486,,3.793750047683716,,3.69083309173584,,3.747499942779541,,364800
2007-10-19,,3.105350971221924,,3.5537500381469727,,3.7370829582214355,,3.550416946411133,,3.7370829582214355,,1372800
2007-10-22,,3.184723377227783,,3.644582986831665,,3.649583101272583,,3.5,,3.5,,1747200
2007-10-23,,3.167611837387085,,3.625,,3.625,,3.5045828819274902,,3.608750104904175,,895200
2007-10-24,,2.9895708560943604,,3.421250104904175,,3.483750104904175,,3.279582977294922,,3.4600000381469727,,3921600
2007-10-25,,2.8839831352233887,,3.300416946411133,,3.4116671085357666,,3.2058329582214355,,3.4116671085357666,,1864800
2007-10-26,,2.8850760459899902,,3.3016669750213623,,3.362916946411133,,3.250833034515381,,3.3466670513153076,,1267200
2007-10-29,,2.954617738723755,,3.3812499046325684,,3.4600000381469727,,3.3333330154418945,,3.4370830059051514,,657600
2007-10-30,,2.9673595428466797,,3.3958330154418945,,3.4220829010009766,,3.363332986831665,,3.3645830154418945,,1504800
2007-10-31,,3.0551064014434814,,3.4962499141693115,,3.5062499046325684,,3.399583101272583,,3.430000066757202,,1048800
2007-11-01,,2.948791027069092,,3.3745830059051514,,3.4791669845581055,,3.3745830059051514,,3.4429171085357666,,410400
2007-11-02,,2.993211507797241,,3.425416946411133,,3.4312500953674316,,3.3550000190734863,,3.4141669273376465,,345600
2007-11-05,,2.982288360595703,,3.412916898727417,,3.459167003631592,,3.3704171180725098,,3.376667022705078,,410400
2007-11-06,,3.0845983028411865,,3.5299999713897705,,3.5399999618530273,,3.454582929611206,,3.459167003631592,,859200
2007-11-07,,2.949155330657959,,3.375,,3.526249885559082,,3.368333101272583,,3.4816670417785645,,415200
2007-11-08,,2.8537631034851074,,3.2658329010009766,,3.3954169750213623,,3.137083053588867,,3.3954169750213623,,2164800
2007-11-09,,2.7485408782958984,,3.1454169750213623,,3.240000009536743,,3.1454169750213623,,3.188333034515381,,1639200
2007-11-12,,2.654240131378174,,3.0374999046325684,,3.177917003631592,,3.0374999046325684,,3.125,,808800
2007-11-13,,2.7915027141571045,,3.194582939147949,,3.196666955947876,,3.079166889190674,,3.079166889190674,,199200
2007-11-14,,2.7259652614593506,,3.1195828914642334,,3.2341670989990234,,3.1195828914642334,,3.2341670989990234,,439200
2007-11-15,,2.6946537494659424,,3.083750009536743,,3.1666669845581055,,3.0374999046325684,,3.112499952316284,,288000
2007-11-16,,2.7081258296966553,,3.0991671085357666,,3.1220829486846924,,3.035417079925537,,3.1220829486846924,,948000
2007-11-19,,2.6014456748962402,,2.9770829677581787,,3.0916669368743896,,2.9633328914642334,,3.0425000190734863,,1545600
2007-11-20,,2.558483123779297,,2.927917003631592,,3.0491669178009033,,2.84041690826416,,3.004167079925537,,1437600
2007-11-21,,2.487485885620117,,2.8466670513153076,,2.9458329677581787,,2.7583329677581787,,2.852916955947876,,1766400
2007-11-23,,2.527536153793335,,2.8924999237060547,,2.913332939147949,,2.8204169273376465,,2.8566670417785645,,201600
2007-11-26,,2.419400691986084,,2.768749952316284,,2.944166898727417,,2.762083053588867,,2.805833101272583,,434400
2007-11-27,,2.514063835144043,,2.8770830631256104,,2.87833309173584,,2.7637500762939453,,2.8179171085357666,,489600
2007-11-28,,2.700843572616577,,3.0908329486846924,,3.134166955947876,,2.962083101272583,,2.988332986831665,,2335200
2007-11-29,,2.7343409061431885,,3.129167079925537,,3.1449999809265137,,3.076667070388794,,3.1195828914642334,,369600
2007-11-30,,2.669896364212036,,3.055417060852051,,3.212083101272583,,3.037916898727417,,3.2004170417785645,,684000
2007-12-03,,2.666255235671997,,3.0512499809265137,,3.1195828914642334,,3.0512499809265137,,3.091249942779541,,331200
2007-12-04,,2.639676332473755,,3.0208330154418945,,3.0625,,2.9841670989990234,,3.004167079925537,,400800
2007-12-05,,2.789682626724243,,3.192500114440918,,3.2391669750213623,,3.146667003631592,,3.1558330059051514,,1591200
2007-12-06,,2.905099868774414,,3.324583053588867,,3.3258330821990967,,3.2074999809265137,,3.2074999809265137,,964800
2007-12-07,,2.882525682449341,,3.2987499237060547,,3.3262500762939453,,3.2683329582214355,,3.3020830154418945,,1324800
2007-12-10,,2.929858922958374,,3.352916955947876,,3.3704171180725098,,3.277082920074463,,3.280416965484619,,4692000
2007-12-11,,2.819902181625366,,3.2270829677581787,,3.399167060852051,,3.199583053588867,,3.3729169368743896,,1360800
2007-12-12,,2.863593101501465,,3.277082920074463,,3.344583034515381,,3.203749895095825,,3.2637500762939453,,535200
2007-12-13,,2.8235442638397217,,3.231250047683716,,3.2774999141693115,,3.162916898727417,,3.277082920074463,,523200
2007-12-14,,2.730699300765991,,3.125,,3.1870830059051514,,3.123332977294922,,3.171250104904175,,338400
2007-12-17,,2.6211066246032715,,2.9995830059051514,,3.096250057220459,,2.9995830059051514,,3.096250057220459,,686400
2007-12-18,,2.6422250270843506,,3.023750066757202,,3.0625,,2.9579169750213623,,3.035417079925537,,6667200
2007-12-19,,2.6768124103546143,,3.063333034515381,,3.0879170894622803,,3.0087499618530273,,3.0087499618530273,,384000
2007-12-20,,2.7539520263671875,,2.990000009536743,,2.990833044052124,,2.9066669940948486,,2.9708330631256104,,405600
2007-12-21,,2.8241827487945557,,3.0662500858306885,,3.0808329582214355,,3.03125,,3.047916889190674,,477600
2007-12-24,,2.9063100814819336,,3.155416965484619,,3.155416965484619,,3.084583044052124,,3.084583044052124,,165600
2007-12-26,,2.894796371459961,,3.1429169178009033,,3.149583101272583,,3.112499952316284,,3.125,,172800
2007-12-27,,2.780047655105591,,3.0183329582214355,,3.1270830631256104,,3.0183329582214355,,3.1270830631256104,,314400
2007-12-28,,2.7535669803619385,,2.9895830154418945,,3.0495829582214355,,2.9795830249786377,,3.0495829582214355,,441600
2007-12-31,,2.724785089492798,,2.9583330154418945,,3.016249895095825,,2.9583330154418945,,3.0020830631256104,,631200
2008-01-02,,2.5467147827148438,,2.765000104904175,,2.944166898727417,,2.704166889190674,,2.9245829582214355,,2277600
2008-01-03,,2.4488534927368164,,2.658750057220459,,2.756666898727417,,2.6312499046325684,,2.756666898727417,,1869600
2008-01-04,,2.1644771099090576,,2.3499999046325684,,2.5283329486846924,,2.3125,,2.5283329486846924,,4663200
2008-01-07,,2.1180408000946045,,2.2995829582214355,,2.4083330631256104,,2.244999885559082,,2.3545830249786377,,3439200
2008-01-08,,2.0151896476745605,,2.1879169940948486,,2.356250047683716,,2.175832986831665,,2.3208329677581787,,3072000
