,low_pd,rsi_pd,rsi_threshold,max_dim,Days in Market,In-market pct,# Rnd Trips,Win Rate,Result
0,3,2,30,3,297,8.681672025723472,278,0.07863197895352236,1280.1158598189384
1,3,2,30,4,316,9.23706518561824,275,0.07892429114294067,1295.3998777109405
2,3,2,30,5,329,9.617071031862029,275,0.07921660333235896,1321.6437044855911
3,3,2,30,6,339,9.909383221280327,271,0.07746273019584916,1238.3693286119042
4,3,2,30,7,348,10.172464191756797,269,0.07833966676410406,1228.3420007478169
5,3,2,40,3,364,10.640163694826073,270,0.07804735457468577,1317.7471654558306
6,3,2,40,4,396,11.57556270096463,266,0.07512423268050278,1255.9708188011878
7,3,2,40,5,420,12.277111955568547,263,0.07512423268050278,1219.0843525848536
8,3,2,40,6,435,12.715580239695996,259,0.07424729611224788,1254.2340595881549
9,3,2,40,7,450,13.154048523823443,256,0.07541654486992108,1242.18321112095
10,3,2,50,3,430,12.569424144986845,264,0.07512423268050278,1207.3655204414945
11,3,2,50,4,469,13.709441683718211,258,0.07132417421806489,1208.166583029561
12,3,2,50,5,505,14.761765565624087,253,0.07132417421806489,1147.2075353429377
13,3,2,50,6,532,15.551008477053493,247,0.0698626132709734,1174.4547748224916
14,3,2,50,7,560,16.36948260742473,244,0.07220111078631979,1195.4414873190117
15,3,2,60,3,525,15.346389944460684,256,0.07717041800643087,1207.925910343642
16,3,2,60,4,590,17.246419175679627,248,0.06927798889213681,1195.7870333868138
17,3,2,60,5,631,18.44489915229465,238,0.0698626132709734,1146.3232755486695
18,3,2,60,6,667,19.497223034200527,231,0.0686933645133002,1195.3638827460904
19,3,2,60,7,698,20.403390821397252,227,0.0701549254603917,1183.714539170599
20,3,2,70,3,617,18.03566208710903,250,0.07249342297573809,1144.560696767786
21,3,2,70,4,718,20.98801520023385,240,0.06489330605086233,1127.1967719729118
22,3,2,70,5,776,22.683425898859984,227,0.06226249634609763,1002.1400447510521
23,3,2,70,6,830,24.261911721718796,219,0.061970184156679334,1061.9223203276954
24,3,2,70,7,870,25.43116047939199,214,0.06255480853551593,1048.5607283907118
25,3,3,30,3,317,9.26629640456007,276,0.07775504238526747,1233.255280827746
26,3,3,30,4,344,10.055539315989476,272,0.07600116924875767,1155.260462788782
27,3,3,30,5,362,10.581701256942415,270,0.07600116924875767,1149.1496092548655
28,3,3,30,6,374,10.932475884244372,267,0.07483192049108447,1210.346687933266
29,3,3,30,7,387,11.31248173048816,264,0.07483192049108447,1187.3250664566774
30,3,3,40,3,402,11.75095001461561,266,0.07395498392282958,1201.1798638066318
31,3,3,40,4,445,13.007892429114294,260,0.0695703010815551,1155.893053148817
32,3,3,40,5,481,14.06021631102017,253,0.0695703010815551,1071.5582504152474
33,3,3,40,6,511,14.937152879275066,249,0.0678164279450453,1180.7488358406517
34,3,3,40,7,537,15.697164571762643,245,0.06840105232388191,1167.622707220445
35,3,3,50,3,518,15.141771411867875,256,0.07424729611224788,1160.0116029598807
36,3,3,50,4,592,17.304881613563285,248,0.0678164279450453,1174.6878965803255
37,3,3,50,5,641,18.73721134171295,239,0.06752411575562701,1132.850256268665
38,3,3,50,6,678,19.818766442560655,232,0.06693949137679041,1193.2942568639191
39,3,3,50,7,708,20.69570301081555,227,0.0678164279450453,1127.034327502656
40,3,3,60,3,622,18.181818181818183,249,0.07337035954399299,1118.3027010957467
41,3,3,60,4,735,21.484945922244957,239,0.06401636948260743,1158.616706454837
42,3,3,60,5,801,23.41420637240573,225,0.06050862320958784,1016.0132032608566
43,3,3,60,6,853,24.934229757380884,218,0.05963168664133294,1129.1475108253726
44,3,3,60,7,892,26.074247296112247,213,0.06080093539900614,1104.7152401406568
45,3,3,70,3,694,20.28646594562993,248,0.07044723764981,1199.973047873261
46,3,3,70,4,830,24.261911721718796,234,0.06255480853551593,1171.7483048189938
47,3,3,70,5,924,27.009646302250804,221,0.059339374451914645,1088.5052741689574
48,3,3,70,6,984,28.763519438760596,208,0.05846243788365975,1235.5376909178055
49,3,3,70,7,1039,30.37123648056124,199,0.05787781350482315,1260.2995507240214
50,3,4,30,3,290,8.477053493130663,278,0.07833966676410406,1161.0143237781126
51,3,4,30,4,319,9.32475884244373,274,0.07658579362759427,1090.5424106433693
52,3,4,30,5,342,9.997076878105817,274,0.07717041800643087,1117.0513790401399
53,3,4,30,6,355,10.377082724349606,271,0.07512423268050278,1177.8710747309376
54,3,4,30,7,370,10.815551008477053,268,0.07629348143817598,1165.692786158692
55,3,4,40,3,411,12.014030985092079,264,0.07366267173341129,1208.7820153124424
56,3,4,40,4,471,13.767904121601871,259,0.0701549254603917,1250.5389988616007
57,3,4,40,5,507,14.820228003507747,253,0.0698626132709734,1222.523022312872
58,3,4,40,6,538,15.726395790704473,249,0.06840105232388191,1349.7678357217762
59,3,4,40,7,563,16.45717626425022,244,0.0689856767027185,1283.927064538522
60,3,4,50,3,550,16.077170418006432,254,0.07278573516515639,1154.9976613141007
61,3,4,50,4,637,18.62028646594563,243,0.06577024261911722,1169.0268084433194
62,3,4,50,5,700,20.46185325928091,235,0.06577024261911722,1094.9836137523403
63,3,4,50,6,748,21.864951768488744,230,0.06430868167202572,1228.2591309929294
64,3,4,50,7,782,22.858813212510963,224,0.06664717918737212,1179.7033115893125
65,3,4,60,3,661,19.321835720549547,248,0.0701549254603917,1221.296925290557
66,3,4,60,4,786,22.97573808827828,235,0.061385559777842734,1180.5129973709554
67,3,4,60,5,872,25.48962291727565,223,0.058754750073078045,1117.032254081993
68,3,4,60,6,926,27.068108740134463,211,0.056708564747149956,1251.6763999855002
69,3,4,60,7,982,28.705057000876938,204,0.05817012569424145,1278.2145407087978
70,3,4,70,3,718,20.98801520023385,247,0.0710318620286466,1157.8218924054438
71,3,4,70,4,873,25.51885413621748,232,0.06255480853551593,1169.8892756807643
72,3,4,70,5,984,28.763519438760596,217,0.05700087693656825,1020.9245155717566
73,3,4,70,6,1057,30.897398421514175,201,0.05524700380005846,1115.6257869907326
74,3,4,70,7,1140,33.32358959368606,192,0.05144694533762058,1114.4652796703206
75,3,5,30,3,255,7.453960830166618,283,0.08009353990061385,1104.8149743294919
76,3,5,30,4,286,8.360128617363344,280,0.07892429114294067,1042.829533866186
77,3,5,30,5,312,9.120140309850921,280,0.07892429114294067,1077.90362083825
78,3,5,30,6,324,9.470914937152878,277,0.07687810581701257,1119.1085522753528
79,3,5,30,7,335,9.792458345513008,273,0.07746273019584916,1101.9184412235204
80,3,5,40,3,415,12.130955860859398,266,0.07541654486992108,1233.2014755449882
81,3,5,40,4,479,14.00175387313651,261,0.0710318620286466,1290.2452069183398
82,3,5,40,5,518,15.141771411867875,255,0.07132417421806489,1230.3268829683298
83,3,5,40,6,549,16.0479391990646,251,0.0701549254603917,1384.9950105816122
84,3,5,40,7,565,16.515638702133877,246,0.0701549254603917,1328.6881917071255
85,3,5,50,3,544,15.901783104355452,254,0.0710318620286466,1098.4387029288425
86,3,5,50,4,643,18.79567377959661,243,0.06489330605086233,1162.7102557273768
87,3,5,50,5,710,20.75416544869921,236,0.06489330605086233,1126.0205477434176
