Date,Close,Open,High,Low,Vol.,Change %
9/10/18,1.1594,1.156,1.1617,1.1526,,0.35%
9/7/18,1.1553,1.1624,1.1651,1.155,,-0.59%
9/6/18,1.1622,1.1629,1.166,1.1603,,-0.06%
9/5/18,1.1629,1.1581,1.164,1.1542,,0.41%
9/4/18,1.1582,1.1623,1.1629,1.1528,,-0.36%
9/3/18,1.1624,1.1596,1.1629,1.1583,,0.20%
8/31/18,1.1601,1.1671,1.1692,1.1585,,-0.60%
8/30/18,1.1671,1.1707,1.172,1.1641,,-0.32%
8/29/18,1.1708,1.1695,1.1712,1.1652,,0.11%
8/28/18,1.1695,1.1678,1.1735,1.1662,,0.15%
8/27/18,1.1678,1.1631,1.1694,1.1592,,0.47%
8/24/18,1.1623,1.154,1.1641,1.1533,,0.73%
8/23/18,1.1539,1.1596,1.1601,1.153,,-0.50%
8/22/18,1.1597,1.157,1.1624,1.1551,,0.22%
8/21/18,1.1571,1.1482,1.1602,1.1479,,0.78%
8/20/18,1.1481,1.1442,1.1486,1.1394,,0.37%
8/17/18,1.1439,1.1377,1.1447,1.1365,,0.54%
8/16/18,1.1377,1.1345,1.1411,1.1335,,0.28%
8/15/18,1.1345,1.1344,1.1357,1.1299,,0.01%
8/14/18,1.1344,1.141,1.1431,1.133,,-0.57%
8/13/18,1.1409,1.1389,1.1434,1.1364,,-0.02%
8/10/18,1.1411,1.1526,1.1537,1.1384,,-1.01%
8/9/18,1.1527,1.1609,1.162,1.1525,,-0.72%
8/8/18,1.1611,1.1598,1.1629,1.1571,,0.10%
8/7/18,1.1599,1.1555,1.161,1.1547,,0.39%
8/6/18,1.1554,1.1571,1.1574,1.1527,,-0.11%
8/3/18,1.1567,1.1583,1.1611,1.1559,,-0.15%
8/2/18,1.1584,1.166,1.1669,1.1582,,-0.65%
8/1/18,1.166,1.1691,1.1701,1.1656,,-0.27%
7/31/18,1.1691,1.1706,1.1745,1.1682,,-0.13%
7/30/18,1.1706,1.166,1.1721,1.1648,,0.41%
7/27/18,1.1658,1.1643,1.1665,1.1621,,0.13%
7/26/18,1.1643,1.1728,1.1744,1.1639,,-0.72%
7/25/18,1.1728,1.1684,1.1739,1.1663,,0.36%
7/24/18,1.1686,1.1692,1.1719,1.1654,,-0.05%
7/23/18,1.1692,1.173,1.1752,1.1682,,-0.24%
7/20/18,1.172,1.1644,1.174,1.1626,,0.66%
7/19/18,1.1643,1.1639,1.168,1.1574,,0.03%
7/18/18,1.1639,1.166,1.1665,1.1601,,-0.19%
7/17/18,1.1661,1.1711,1.1746,1.165,,-0.42%
7/16/18,1.171,1.1676,1.1726,1.1674,,0.21%
7/13/18,1.1685,1.1669,1.1688,1.161,,0.11%
7/12/18,1.1672,1.1674,1.1697,1.1648,,-0.02%
7/11/18,1.1674,1.1745,1.176,1.1665,,-0.60%
7/10/18,1.1744,1.1751,1.1764,1.169,,-0.06%
7/9/18,1.1751,1.1748,1.1792,1.1731,,0.03%
7/6/18,1.1747,1.169,1.1769,1.1679,,0.48%
7/5/18,1.1691,1.1655,1.1722,1.1649,,0.30%
7/4/18,1.1656,1.1658,1.1684,1.1629,,-0.01%
7/3/18,1.1657,1.1641,1.1675,1.1621,,0.14%
7/2/18,1.1641,1.1651,1.1699,1.159,,-0.38%
6/29/18,1.1685,1.1569,1.1692,1.1558,,1.00%
6/28/18,1.1569,1.1555,1.1602,1.1527,,0.13%
6/27/18,1.1554,1.1647,1.1674,1.1541,,-0.80%
6/26/18,1.1647,1.1704,1.1722,1.1635,,-0.49%
6/25/18,1.1704,1.1659,1.1715,1.1627,,0.40%
6/22/18,1.1657,1.1604,1.1677,1.16,,0.47%
6/21/18,1.1603,1.1572,1.1635,1.1509,,0.27%
6/20/18,1.1572,1.159,1.1602,1.1537,,-0.16%
6/19/18,1.159,1.1624,1.1646,1.153,,-0.28%
6/18/18,1.1623,1.1609,1.1625,1.1563,,0.12%
6/15/18,1.1609,1.1568,1.1629,1.1543,,0.35%
6/14/18,1.1569,1.1791,1.1853,1.1562,,-1.88%
6/13/18,1.1791,1.1745,1.1803,1.1725,,0.39%
6/12/18,1.1745,1.1784,1.1811,1.1733,,-0.33%
6/11/18,1.1784,1.1766,1.1822,1.1754,,0.14%
6/8/18,1.1768,1.18,1.1812,1.1726,,-0.26%
6/7/18,1.1799,1.1774,1.1842,1.1772,,0.22%
6/6/18,1.1773,1.1717,1.1797,1.1708,,0.47%
6/5/18,1.1718,1.1698,1.1733,1.1652,,0.16%
6/4/18,1.1699,1.1656,1.1744,1.1652,,0.33%
6/1/18,1.1661,1.1691,1.1718,1.1617,,-0.27%
5/31/18,1.1692,1.1665,1.1726,1.1641,,0.25%
5/30/18,1.1663,1.154,1.1678,1.1518,,1.07%
5/29/18,1.154,1.1625,1.1641,1.1508,,-0.71%
5/28/18,1.1623,1.1651,1.1729,1.1605,,-0.25%
5/25/18,1.1652,1.172,1.1735,1.1645,,-0.58%
5/24/18,1.172,1.1695,1.175,1.1688,,0.20%
5/23/18,1.1697,1.1778,1.179,1.1675,,-0.70%
5/22/18,1.1779,1.1792,1.183,1.1754,,-0.10%
5/21/18,1.1791,1.1764,1.1797,1.1717,,0.11%
5/18/18,1.1778,1.1796,1.1825,1.1749,,-0.14%
5/17/18,1.1795,1.1808,1.1839,1.1775,,-0.10%
5/16/18,1.1807,1.1837,1.1854,1.1762,,-0.26%
5/15/18,1.1838,1.1925,1.1939,1.1817,,-0.75%
5/14/18,1.1927,1.1947,1.1998,1.1926,,-0.14%
5/11/18,1.1944,1.1917,1.197,1.1891,,0.24%
5/10/18,1.1915,1.1852,1.1948,1.1843,,0.55%
5/9/18,1.185,1.1863,1.1898,1.1822,,-0.12%
5/8/18,1.1864,1.1924,1.1941,1.1838,,-0.49%
5/7/18,1.1922,1.1953,1.198,1.1898,,-0.32%
5/4/18,1.196,1.1989,1.1997,1.1911,,-0.23%
5/3/18,1.1988,1.1951,1.2009,1.1946,,0.31%
5/2/18,1.1951,1.1992,1.2033,1.1938,,-0.35%
5/1/18,1.1993,1.2076,1.2086,1.1981,,-0.71%
4/30/18,1.2079,1.2125,1.2141,1.2064,,-0.42%
4/27/18,1.213,1.2105,1.2135,1.2055,,0.22%
4/26/18,1.2103,1.2161,1.2211,1.2096,,-0.48%
4/25/18,1.2161,1.2232,1.224,1.216,,-0.58%
4/24/18,1.2232,1.2209,1.2247,1.2182,,0.19%
4/23/18,1.2209,1.2289,1.2292,1.2198,,-0.64%
4/20/18,1.2288,1.2346,1.2354,1.225,,-0.47%
4/19/18,1.2346,1.2373,1.2402,1.2329,,-0.22%
4/18/18,1.2373,1.2369,1.2398,1.2343,,0.02%
4/17/18,1.237,1.2378,1.2413,1.2335,,-0.08%
4/16/18,1.238,1.233,1.2395,1.2325,,0.40%
4/13/18,1.2331,1.2327,1.2348,1.2307,,0.03%
4/12/18,1.2327,1.2368,1.2382,1.23,,-0.32%
4/11/18,1.2367,1.2357,1.2397,1.2347,,0.09%
4/10/18,1.2356,1.232,1.2379,1.2303,,0.28%
4/9/18,1.2321,1.2279,1.2331,1.2261,,0.31%
4/6/18,1.2283,1.224,1.2292,1.2214,,0.35%
4/5/18,1.224,1.2278,1.2292,1.2218,,-0.31%
4/4/18,1.2278,1.2269,1.2315,1.2256,,0.07%
4/3/18,1.227,1.2304,1.2336,1.2253,,-0.26%
4/2/18,1.2302,1.2323,1.2346,1.2282,,-0.17%
3/30/18,1.2323,1.2301,1.2331,1.2293,,0.17%
3/29/18,1.2302,1.2308,1.2335,1.2282,,-0.05%
3/28/18,1.2308,1.2403,1.2424,1.23,,-0.77%
3/27/18,1.2403,1.2444,1.2478,1.2373,,-0.32%
3/26/18,1.2443,1.2348,1.2463,1.2341,,0.73%
3/23/18,1.2353,1.2302,1.2375,1.2301,,0.41%
3/22/18,1.2302,1.2337,1.2389,1.2285,,-0.29%
3/21/18,1.2338,1.2242,1.2351,1.2241,,0.78%
3/20/18,1.2242,1.2335,1.2356,1.2239,,-0.75%
3/19/18,1.2335,1.2284,1.2361,1.2258,,0.37%
3/16/18,1.2289,1.2305,1.2338,1.2261,,-0.13%
3/15/18,1.2305,1.2366,1.2385,1.2299,,-0.50%
3/14/18,1.2367,1.239,1.2414,1.2347,,-0.19%
3/13/18,1.239,1.2334,1.2408,1.2314,,0.45%
3/12/18,1.2334,1.2311,1.2347,1.2291,,0.22%
3/9/18,1.2307,1.2312,1.2336,1.2273,,-0.04%
3/8/18,1.2312,1.2411,1.2448,1.2298,,-0.81%
3/7/18,1.2413,1.2404,1.2445,1.2385,,0.07%
3/6/18,1.2404,1.2336,1.2422,1.2328,,0.55%
3/5/18,1.2336,1.2323,1.2366,1.2268,,0.15%
3/2/18,1.2317,1.2266,1.2336,1.225,,0.40%
3/1/18,1.2268,1.2193,1.2272,1.2153,,0.61%
2/28/18,1.2194,1.2232,1.2243,1.2188,,-0.31%
2/27/18,1.2232,1.2317,1.2348,1.2221,,-0.70%
2/26/18,1.2318,1.2299,1.2356,1.2278,,0.20%
2/23/18,1.2293,1.2329,1.2337,1.2279,,-0.31%
2/22/18,1.2331,1.2283,1.2354,1.226,,0.38%
2/21/18,1.2284,1.2338,1.2361,1.2281,,-0.44%
2/20/18,1.2338,1.2409,1.2414,1.232,,-0.56%
2/19/18,1.2408,1.2409,1.2435,1.2368,,0.02%
2/16/18,1.2406,1.2506,1.2557,1.2394,,-0.80%
2/15/18,1.2506,1.2449,1.2511,1.2447,,0.45%
2/14/18,1.245,1.2352,1.2467,1.2276,,0.79%
2/13/18,1.2352,1.2293,1.2373,1.2285,,0.49%
2/12/18,1.2292,1.2253,1.2298,1.2234,,0.47%
2/9/18,1.2235,1.2245,1.2289,1.2206,,-0.10%
2/8/18,1.2247,1.2264,1.2297,1.2212,,-0.14%
2/7/18,1.2264,1.2378,1.2407,1.2247,,-0.91%
2/6/18,1.2377,1.2367,1.2434,1.2314,,0.07%
2/5/18,1.2368,1.2455,1.2475,1.2362,,-0.75%
2/2/18,1.2462,1.2508,1.2519,1.2409,,-0.38%
2/1/18,1.251,1.2414,1.2524,1.2386,,0.72%
1/31/18,1.2421,1.2401,1.2476,1.2386,,0.15%
1/30/18,1.2402,1.2383,1.2455,1.2335,,0.15%
1/29/18,1.2383,1.2427,1.2436,1.2336,,-0.31%
1/26/18,1.2421,1.2395,1.2495,1.2371,,0.20%
1/25/18,1.2396,1.2408,1.2537,1.2364,,-0.10%
1/24/18,1.2408,1.2299,1.2417,1.2293,,0.89%
1/23/18,1.2299,1.2263,1.2308,1.2223,,0.30%
1/22/18,1.2262,1.2268,1.2276,1.2214,,0.33%
1/19/18,1.2222,1.2236,1.2296,1.2219,,-0.14%
1/18/18,1.2239,1.2186,1.2267,1.2165,,0.43%
1/17/18,1.2186,1.226,1.2324,1.2176,,-0.61%
1/16/18,1.2261,1.2265,1.2284,1.2194,,-0.02%
1/15/18,1.2263,1.2198,1.2298,1.2188,,0.62%
1/12/18,1.2187,1.2033,1.219,1.2031,,1.29%
1/11/18,1.2032,1.1946,1.206,1.1928,,0.71%
1/10/18,1.1947,1.1938,1.2019,1.1923,,0.08%
1/9/18,1.1937,1.1967,1.1977,1.1916,,-0.25%
1/8/18,1.1967,1.2029,1.2054,1.1956,,-0.52%
1/5/18,1.203,1.2068,1.2085,1.2021,,-0.31%
1/4/18,1.2068,1.2015,1.209,1.2004,,0.45%
1/3/18,1.2014,1.2058,1.207,1.2001,,-0.37%
1/2/18,1.2059,1.2013,1.2084,1.2003,,0.41%
1/1/18,1.201,1.2003,1.2014,1.1995,,0.10%
12/29/17,1.1998,1.1943,1.203,1.1937,,0.46%
12/28/17,1.1943,1.1888,1.1961,1.1888,,0.46%
12/27/17,1.1888,1.1859,1.1912,1.1855,,0.24%
12/26/17,1.1859,1.1867,1.1879,1.1845,,-0.08%
12/25/17,1.1869,1.185,1.1882,1.1842,,0.08%
12/22/17,1.1859,1.1874,1.1878,1.1817,,-0.12%
12/21/17,1.1873,1.1871,1.1889,1.1848,,0.02%
12/20/17,1.1871,1.184,1.1903,1.1829,,0.26%
12/19/17,1.184,1.1782,1.1851,1.1777,,0.49%
12/18/17,1.1782,1.1753,1.1834,1.1737,,0.24%
12/15/17,1.1754,1.1778,1.1814,1.1751,,-0.20%
12/14/17,1.1778,1.1826,1.1863,1.177,,-0.41%
12/13/17,1.1826,1.1743,1.1832,1.1729,,0.72%
12/12/17,1.1742,1.177,1.1794,1.1718,,-0.22%
12/11/17,1.1768,1.1768,1.1812,1.1761,,0.03%
12/8/17,1.1764,1.1772,1.1778,1.1729,,-0.08%
12/7/17,1.1773,1.1796,1.1816,1.1772,,-0.19%
12/6/17,1.1796,1.1825,1.1849,1.178,,-0.25%
12/5/17,1.1826,1.1866,1.1879,1.1801,,-0.34%
12/4/17,1.1866,1.1882,1.189,1.183,,-0.21%
12/1/17,1.1891,1.1904,1.1942,1.1851,,-0.11%
11/30/17,1.1904,1.1847,1.1933,1.1809,,0.47%
11/29/17,1.1848,1.1841,1.1883,1.1816,,0.06%
11/28/17,1.1841,1.1898,1.1921,1.1827,,-0.48%
11/27/17,1.1898,1.1933,1.1962,1.1896,,-0.27%
11/24/17,1.193,1.185,1.1944,1.1835,,0.66%
11/23/17,1.1852,1.1822,1.1856,1.1812,,0.25%
11/22/17,1.1822,1.1738,1.1829,1.1733,,0.72%
11/21/17,1.1738,1.1732,1.1759,1.1713,,0.05%
11/20/17,1.1732,1.1789,1.1808,1.1721,,-0.53%
11/17/17,1.1795,1.1771,1.1823,1.1766,,0.21%
11/16/17,1.177,1.1792,1.1802,1.1756,,-0.19%
11/15/17,1.1792,1.1797,1.1861,1.1784,,-0.05%
11/14/17,1.1798,1.1667,1.1807,1.166,,1.12%
11/13/17,1.1667,1.1666,1.1677,1.1638,,0.02%
11/10/17,1.1665,1.1642,1.168,1.1623,,0.20%
11/9/17,1.1642,1.1596,1.1657,1.1586,,0.41%
11/8/17,1.1595,1.1587,1.1612,1.1578,,0.07%
11/7/17,1.1587,1.161,1.1618,1.1553,,-0.20%
11/6/17,1.161,1.1609,1.1625,1.1579,,0.01%
11/3/17,1.1609,1.166,1.1692,1.1599,,-0.42%
11/2/17,1.1658,1.1619,1.1689,1.1613,,0.34%
11/1/17,1.1619,1.1646,1.1659,1.1607,,-0.23%
10/31/17,1.1646,1.1651,1.1663,1.1625,,-0.04%
10/30/17,1.1651,1.1603,1.166,1.1594,,0.35%
10/27/17,1.161,1.165,1.1659,1.1575,,-0.34%
10/26/17,1.165,1.1812,1.1837,1.1639,,-1.38%
10/25/17,1.1813,1.176,1.1819,1.1752,,0.44%
10/24/17,1.1761,1.1749,1.1794,1.1743,,0.10%
10/23/17,1.1749,1.1773,1.1779,1.1725,,-0.31%
10/20/17,1.1785,1.1853,1.1859,1.1763,,-0.57%
10/19/17,1.1852,1.1788,1.186,1.1768,,0.55%
10/18/17,1.1787,1.1764,1.1806,1.173,,0.18%
10/17/17,1.1766,1.1797,1.1801,1.1734,,-0.26%
10/16/17,1.1797,1.1825,1.1827,1.178,,-0.22%
10/13/17,1.1823,1.1829,1.1875,1.1804,,-0.07%
10/12/17,1.1831,1.1862,1.1881,1.1827,,-0.24%
10/11/17,1.1859,1.1808,1.1871,1.1795,,0.45%
10/10/17,1.1806,1.1738,1.1825,1.1738,,0.56%
10/9/17,1.174,1.1728,1.1757,1.1717,,0.05%
10/6/17,1.1734,1.171,1.1739,1.1668,,0.20%
10/5/17,1.1711,1.1758,1.178,1.1698,,-0.41%
10/4/17,1.1759,1.1742,1.1789,1.1734,,0.13%
10/3/17,1.1744,1.1733,1.1775,1.1696,,0.10%
10/2/17,1.1732,1.1818,1.1818,1.173,,-0.69%
9/29/17,1.1814,1.1787,1.1834,1.1773,,0.24%
9/28/17,1.1786,1.1746,1.1805,1.1721,,0.36%
9/27/17,1.1744,1.1793,1.1797,1.1717,,-0.42%
9/26/17,1.1793,1.1848,1.1863,1.1758,,-0.46%
9/25/17,1.1848,1.1953,1.1962,1.1833,,-0.89%
9/22/17,1.1954,1.1942,1.2006,1.1937,,0.11%
9/21/17,1.1941,1.1894,1.1955,1.1866,,0.40%
9/20/17,1.1893,1.1994,1.2033,1.1862,,-0.84%
9/19/17,1.1994,1.1955,1.2008,1.195,,0.33%
9/18/17,1.1954,1.1949,1.1971,1.1915,,0.09%
9/15/17,1.1943,1.1919,1.1988,1.1901,,0.20%
9/14/17,1.1919,1.1884,1.1922,1.1837,,0.28%
9/13/17,1.1886,1.1968,1.1996,1.1873,,-0.68%
9/12/17,1.1967,1.1953,1.198,1.1926,,0.12%
9/11/17,1.1953,1.2041,1.2041,1.1948,,-0.68%
9/8/17,1.2035,1.2024,1.2094,1.2016,,0.10%
9/7/17,1.2023,1.1917,1.2061,1.1914,,0.89%
9/6/17,1.1917,1.1914,1.1951,1.1903,,0.03%
9/5/17,1.1914,1.1896,1.1941,1.1868,,0.15%
9/4/17,1.1896,1.1858,1.1923,1.1853,,0.31%
9/1/17,1.1859,1.1911,1.1981,1.185,,-0.43%
8/31/17,1.191,1.1884,1.1914,1.1823,,0.23%
8/30/17,1.1883,1.1974,1.1986,1.1881,,-0.74%
8/29/17,1.1972,1.1978,1.2069,1.1944,,-0.06%
8/28/17,1.1979,1.1926,1.1985,1.1917,,0.44%
8/25/17,1.1926,1.1799,1.1942,1.1773,,1.08%
8/24/17,1.1799,1.1807,1.1821,1.1784,,-0.08%
8/23/17,1.1808,1.1763,1.1825,1.174,,0.39%
8/22/17,1.1762,1.1815,1.1826,1.1745,,-0.46%
8/21/17,1.1816,1.175,1.183,1.1731,,0.46%
8/18/17,1.1762,1.1723,1.1775,1.1707,,0.32%
8/17/17,1.1724,1.1767,1.179,1.1662,,-0.39%
8/16/17,1.177,1.1734,1.178,1.1682,,0.30%
8/15/17,1.1735,1.178,1.1794,1.1688,,-0.38%
8/14/17,1.178,1.1806,1.184,1.177,,-0.34%
8/11/17,1.182,1.1772,1.1846,1.1747,,0.41%
8/10/17,1.1772,1.1759,1.1786,1.1704,,0.11%
8/9/17,1.1759,1.1752,1.1765,1.1689,,0.08%
8/8/17,1.175,1.1794,1.1825,1.1714,,-0.38%
8/7/17,1.1795,1.1768,1.1816,1.1768,,0.20%
8/4/17,1.1772,1.1871,1.1893,1.1731,,-0.83%
8/3/17,1.187,1.1856,1.1894,1.1831,,0.12%
8/2/17,1.1856,1.1802,1.1911,1.1794,,0.47%
8/1/17,1.1801,1.1841,1.1846,1.1784,,-0.35%
7/31/17,1.1842,1.1737,1.1847,1.1723,,0.77%
7/28/17,1.1752,1.1677,1.1765,1.1671,,0.64%
7/27/17,1.1677,1.1734,1.1777,1.1649,,-0.49%
7/26/17,1.1734,1.1648,1.1741,1.1613,,0.70%
7/25/17,1.1652,1.1639,1.1713,1.1631,,0.09%
7/24/17,1.1642,1.1662,1.1688,1.1628,,-0.18%
7/21/17,1.1663,1.1634,1.1684,1.162,,0.28%
7/20/17,1.1631,1.1513,1.1657,1.1479,,1.01%
7/19/17,1.1515,1.1553,1.1559,1.1509,,-0.35%
7/18/17,1.1555,1.1479,1.1585,1.1473,,0.66%
7/17/17,1.1479,1.1463,1.1488,1.1433,,0.09%
7/14/17,1.1469,1.14,1.1473,1.1392,,0.61%
7/13/17,1.1399,1.1413,1.1459,1.1373,,-0.11%
7/12/17,1.1412,1.1467,1.1491,1.1392,,-0.48%
7/11/17,1.1467,1.1399,1.1481,1.1383,,0.59%
7/10/17,1.14,1.1391,1.1418,1.1381,,-0.01%
7/7/17,1.1401,1.1423,1.144,1.1379,,-0.19%
7/6/17,1.1423,1.1351,1.1425,1.1329,,0.62%
7/5/17,1.1353,1.1345,1.1369,1.1312,,0.07%
7/4/17,1.1345,1.1366,1.138,1.1338,,-0.17%
7/3/17,1.1364,1.1422,1.1431,1.1357,,-0.54%
6/30/17,1.1426,1.1442,1.1448,1.1393,,-0.13%
6/29/17,1.1441,1.1376,1.1446,1.1373,,0.55%
6/28/17,1.1378,1.1339,1.1392,1.1292,,0.34%
6/27/17,1.1339,1.1183,1.1351,1.1178,,1.40%
6/26/17,1.1182,1.1202,1.1222,1.1173,,-0.11%
6/23/17,1.1194,1.1152,1.1211,1.1145,,0.37%
6/22/17,1.1153,1.1168,1.1179,1.114,,-0.13%
6/21/17,1.1168,1.1133,1.1171,1.1128,,0.31%
6/20/17,1.1134,1.1147,1.1166,1.1117,,-0.13%
6/19/17,1.1149,1.1199,1.1214,1.1141,,-0.43%
6/16/17,1.1197,1.1143,1.1202,1.1138,,0.47%
6/15/17,1.1145,1.1219,1.1231,1.1132,,-0.65%
6/14/17,1.1218,1.121,1.1296,1.1191,,0.02%
6/13/17,1.1216,1.1204,1.1225,1.1185,,0.12%
6/12/17,1.1203,1.1196,1.1235,1.1193,,0.07%
6/9/17,1.1195,1.1216,1.124,1.1168,,-0.17%
6/8/17,1.1214,1.1257,1.127,1.1195,,-0.38%
6/7/17,1.1257,1.1277,1.1284,1.1205,,-0.18%
6/6/17,1.1277,1.1254,1.1286,1.124,,0.20%
6/5/17,1.1254,1.1279,1.1286,1.1235,,-0.25%
6/2/17,1.1282,1.1213,1.1287,1.1205,,0.62%
6/1/17,1.1213,1.1242,1.1258,1.1203,,-0.28%
5/31/17,1.1244,1.1187,1.1254,1.1166,,0.53%
5/30/17,1.1185,1.1166,1.1208,1.1111,,0.17%
5/29/17,1.1166,1.1178,1.1191,1.116,,-0.15%
5/26/17,1.1183,1.1211,1.1235,1.1159,,-0.24%
5/25/17,1.121,1.1218,1.1252,1.1193,,-0.08%
5/24/17,1.1219,1.1184,1.1222,1.1169,,0.32%
5/23/17,1.1183,1.1237,1.1269,1.1174,,-0.49%
5/22/17,1.1238,1.1202,1.1265,1.1162,,0.28%
5/19/17,1.1207,1.1103,1.1214,1.1097,,0.94%
5/18/17,1.1103,1.116,1.1173,1.1075,,-0.50%
5/17/17,1.1159,1.1083,1.1163,1.1079,,0.69%
5/16/17,1.1082,1.0976,1.1098,1.0972,,0.97%
5/15/17,1.0975,1.0926,1.0991,1.0922,,0.40%
5/12/17,1.0931,1.0863,1.0937,1.0857,,0.64%
5/11/17,1.0861,1.0869,1.0894,1.0838,,-0.06%
5/10/17,1.0868,1.0874,1.09,1.0853,,-0.05%
5/9/17,1.0873,1.0924,1.0934,1.0863,,-0.47%
5/8/17,1.0924,1.0998,1.1024,1.0917,,-0.67%
5/5/17,1.0998,1.0991,1.1003,1.0951,,0.12%
5/4/17,1.0985,1.0884,1.0987,1.0873,,0.92%
5/3/17,1.0885,1.093,1.0939,1.0883,,-0.41%
5/2/17,1.093,1.0901,1.0936,1.0889,,0.28%
5/1/17,1.0899,1.0906,1.0924,1.0883,,0.02%
4/28/17,1.0897,1.0877,1.0949,1.0857,,0.22%
4/27/17,1.0873,1.0903,1.0933,1.0851,,-0.28%
4/26/17,1.0903,1.0924,1.0951,1.0856,,-0.21%
4/25/17,1.0926,1.0868,1.0951,1.0851,,0.54%
4/24/17,1.0867,1.089,1.0936,1.0819,,1.30%
4/21/17,1.0728,1.0719,1.0739,1.0682,,0.10%
4/20/17,1.0717,1.0711,1.078,1.0709,,0.06%
4/19/17,1.0711,1.073,1.0738,1.07,,-0.21%
4/18/17,1.0734,1.0644,1.0737,1.0636,,0.85%
4/17/17,1.0644,1.0615,1.0673,1.0604,,0.30%
4/14/17,1.0612,1.0615,1.0633,1.0606,,-0.02%
4/13/17,1.0614,1.0664,1.0679,1.0609,,-0.49%
4/12/17,1.0666,1.0606,1.0677,1.0589,,0.60%
4/11/17,1.0602,1.0595,1.0631,1.0577,,0.06%
4/10/17,1.0596,1.0593,1.0609,1.0571,,0.06%
4/7/17,1.059,1.0644,1.0668,1.058,,-0.51%
4/6/17,1.0644,1.0663,1.0686,1.0629,,-0.18%
4/5/17,1.0663,1.0672,1.069,1.0633,,-0.09%
4/4/17,1.0673,1.0669,1.0678,1.0635,,0.02%
4/3/17,1.0671,1.0661,1.0684,1.0644,,0.18%
3/31/17,1.0652,1.0675,1.0705,1.0652,,-0.22%
3/30/17,1.0675,1.0766,1.0772,1.0671,,-0.85%
3/29/17,1.0767,1.0811,1.0827,1.0739,,-0.43%
3/28/17,1.0813,1.0864,1.0873,1.0797,,-0.48%
3/27/17,1.0865,1.0797,1.0905,1.0795,,0.61%
3/24/17,1.0799,1.0784,1.082,1.0761,,0.15%
3/23/17,1.0783,1.0797,1.0807,1.0769,,-0.13%
3/22/17,1.0797,1.081,1.0827,1.0776,,-0.13%
3/21/17,1.0811,1.074,1.0822,1.072,,0.67%
3/20/17,1.0739,1.074,1.0779,1.0725,,0.01%
3/17/17,1.0738,1.0765,1.0784,1.0728,,-0.26%
3/16/17,1.0766,1.0734,1.0772,1.0706,,0.29%
3/15/17,1.0735,1.0605,1.0743,1.0604,,1.24%
3/14/17,1.0604,1.0655,1.0664,1.0599,,-0.47%
3/13/17,1.0654,1.0671,1.0715,1.065,,-0.17%
3/10/17,1.0672,1.0577,1.0702,1.0572,,0.90%
3/9/17,1.0577,1.0541,1.0617,1.0525,,0.34%
3/8/17,1.0541,1.0566,1.0576,1.0535,,-0.24%
3/7/17,1.0566,1.0583,1.0603,1.0557,,-0.14%
3/6/17,1.0581,1.0617,1.0644,1.0575,,-0.40%
3/3/17,1.0623,1.0508,1.0626,1.0502,,1.10%
3/2/17,1.0507,1.0547,1.0551,1.0492,,-0.38%
3/1/17,1.0547,1.0574,1.0589,1.0514,,-0.28%
2/28/17,1.0577,1.0587,1.0632,1.057,,-0.09%
2/27/17,1.0587,1.0562,1.0633,1.0551,,0.23%
2/24/17,1.0563,1.0583,1.062,1.0557,,-0.17%
2/23/17,1.0581,1.0558,1.0598,1.0539,,0.24%
2/22/17,1.0556,1.0534,1.0574,1.0493,,0.18%
2/21/17,1.0537,1.0611,1.0618,1.0526,,-0.73%
2/20/17,1.0614,1.0618,1.0637,1.0606,,0.00%
2/17/17,1.0614,1.0675,1.0679,1.0605,,-0.56%
2/16/17,1.0674,1.06,1.0682,1.0588,,0.69%
2/15/17,1.0601,1.0577,1.0611,1.0523,,0.23%
2/14/17,1.0577,1.0596,1.0633,1.056,,-0.20%
2/13/17,1.0598,1.0633,1.0659,1.0591,,-0.40%
2/10/17,1.0641,1.0658,1.067,1.0609,,-0.14%
2/9/17,1.0656,1.0699,1.0711,1.065,,-0.40%
2/8/17,1.0699,1.0682,1.0715,1.064,,0.17%
2/7/17,1.0681,1.075,1.0751,1.0654,,-0.64%
2/6/17,1.075,1.0781,1.0801,1.0703,,-0.32%
2/3/17,1.0784,1.0759,1.08,1.0714,,0.24%
2/2/17,1.0758,1.0766,1.0829,1.0753,,-0.10%
2/1/17,1.0769,1.0798,1.081,1.0731,,-0.27%
1/31/17,1.0798,1.0695,1.0814,1.0684,,0.96%
1/30/17,1.0695,1.0692,1.0743,1.062,,-0.04%
1/27/17,1.0699,1.0685,1.0729,1.0661,,0.16%
1/26/17,1.0682,1.0746,1.0767,1.0657,,-0.61%
1/25/17,1.0748,1.0734,1.0773,1.0713,,0.16%
1/24/17,1.0731,1.0763,1.0775,1.0718,,-0.32%
1/23/17,1.0765,1.0687,1.0773,1.0686,,0.58%
1/20/17,1.0703,1.0667,1.0713,1.0627,,0.37%
1/19/17,1.0664,1.0629,1.0677,1.0588,,0.31%
1/18/17,1.0631,1.0713,1.0715,1.0625,,-0.77%
1/17/17,1.0713,1.06,1.072,1.0595,,1.04%
1/16/17,1.0603,1.0618,1.0638,1.058,,-0.39%
1/13/17,1.0644,1.0612,1.0674,1.0598,,0.29%
1/12/17,1.0613,1.0583,1.0687,1.0573,,0.29%
1/11/17,1.0582,1.0556,1.0624,1.0454,,0.27%
1/10/17,1.0554,1.0573,1.0628,1.0551,,-0.19%
